,GEOGRAPHY_CODE,"1. Higher managerial, administrative and professional occupations",1.1 Large employers and higher managerial and administrative occupations,1.2 Higher professional occupations,"2. Lower managerial, administrative and professional occupations",3. Intermediate occupations,4. Small employers and own account workers,5. Lower supervisory and technical occupations,6. Semi-routine occupations,7. Routine occupations,8. Never worked and long-term unemployed,All categories: NS-SeC,L14.1 Never worked,L14.2 Long-term unemployed,L15 Full-time students,Not classified
2297,E02002359,0.16547850507669043,0.04018146467919637,0.12529704039749406,0.2767336357744653,0.146899978397062,0.11384748325772305,0.053791315618924175,0.10239792611795204,0.06416072585871678,0.025275437459494492,3471.75,0.013393821559732124,0.011881615899762367,0.0514149924389717,0.04570221550130817
2298,E02002360,0.19163482807158658,0.022521616730343856,0.16911321134124271,0.25940076412628194,0.12809169515383068,0.06776593605469536,0.04383671827870501,0.10798310878745224,0.06655942087271265,0.04805952141564448,3729.75,0.02996179368590388,0.0180977277297406,0.08666800723909109,0.07703822865696985
2299,E02002361,0.19417238001958864,0.03305582761998041,0.16111655239960823,0.27179236043095006,0.10994123408423115,0.07517140058765916,0.039911851126346716,0.10137120470127327,0.05827619980411362,0.062193927522037215,3063.0,0.04505386875612145,0.017140058765915768,0.0871694417238002,0.0774839481989335
2300,E02002362,0.07438609069725757,0.010216884746370317,0.06416920595088725,0.16347015594192507,0.12493278365298441,0.06900878293601004,0.07438609069725757,0.17996056640975086,0.14733823265818247,0.08998028320487543,4184.25,0.05753719304534863,0.032443090159526795,0.07653701380175659,0.06803290115711697
2301,E02002363,0.246681019016864,0.031036957301758164,0.21564406171510586,0.33028345891639754,0.11230714029422317,0.06637961966271977,0.03552206673842842,0.0739146035163258,0.04628632938643703,0.034086831718693936,4180.5,0.022784355938284893,0.011302475780409042,0.0545389307499103,0.04847904955547582
2302,E02002364,0.032899582617235454,0.009084213110729192,0.02381536950650626,0.11662165479990179,0.11735821261969065,0.05254112447827154,0.09403388165971029,0.22440461576233733,0.19003191750552417,0.10459121041001719,3054.75,0.06579916523447091,0.03879204517554628,0.06751780014731157,0.06001582235316584
2303,E02002366,0.1490203466465712,0.022042200452147703,0.12697814619442352,0.21721929163526751,0.12584777694046723,0.10700828937452901,0.04785229841748304,0.10474755086661643,0.06895252449133384,0.0904295403165034,3981.0,0.0746043707611153,0.015825169555388093,0.08892238131122833,0.07904211672109186
2304,E02002367,0.07230046948356808,0.010328638497652582,0.061971830985915494,0.1488262910798122,0.10610328638497653,0.05985915492957746,0.06150234741784037,0.1823943661971831,0.14014084507042254,0.12769953051643193,3195.0,0.08779342723004695,0.03990610328638498,0.10117370892018779,0.08993218570683359
2305,E02002368,0.1733377993635907,0.03650979735387707,0.13682800200971362,0.27549824150058616,0.15223580639758835,0.09445653994305811,0.06598559705242003,0.0998157762518841,0.06498074024451515,0.02160442136995478,4478.25,0.013900519176017418,0.007703902193937364,0.05208507787640261,0.04629784700124677
2306,E02002369,0.050921134340716205,0.010142827571931277,0.04077830676878493,0.12957979714344856,0.11633202235561996,0.07079279652245912,0.07224177188987788,0.20368453736286482,0.17739598426826744,0.09997930035189402,3623.25,0.06520389153384393,0.034775408818050094,0.07907265576485199,0.07028680512431289
2307,E02002370,0.03892733564013841,0.009948096885813149,0.02897923875432526,0.13602941176470587,0.13905709342560554,0.05860726643598616,0.09234429065743945,0.2073961937716263,0.18166089965397925,0.07655709342560553,3468.0,0.04844290657439446,0.028114186851211073,0.06942041522491349,0.06170703575547866
2308,E02002371,0.08360962952284849,0.010090817356205853,0.07351881216664265,0.18076978520974485,0.11027821824996396,0.06760847628657922,0.055643649992792275,0.12945077122675508,0.1117197635865648,0.13939743404930086,5202.75,0.10407957330258037,0.035317860746720484,0.12152227187545048,0.10801979722262266
2309,E02002373,0.052845528455284556,0.005050505050505051,0.0477950234047795,0.0868440502586844,0.04594727765459473,0.02044838630204484,0.019093372751909338,0.04040404040404041,0.02820891845282089,0.0275930032027593,6088.5,0.01687607785168761,0.010716925351071693,0.6786154225178616,0.6032137089047658
2310,E02002374,0.10834914611005693,0.015749525616698293,0.09259962049335864,0.20910815939278937,0.12106261859582543,0.05730550284629981,0.05521821631878558,0.12656546489563567,0.09981024667931689,0.060531309297912714,3952.5,0.03908918406072106,0.02144212523719165,0.1620493358633776,0.1440438541007801
2311,E02002375,0.05088265835929388,0.012461059190031152,0.03842159916926272,0.11734164070612668,0.10051921079958463,0.04548286604361371,0.05960539979231568,0.14247144340602286,0.1291796469366563,0.0735202492211838,3611.25,0.052336448598130844,0.02118380062305296,0.2809968847352025,0.24977500865351332
2312,E02002376,0.032250738133091074,0.006359300476947536,0.02589143765614354,0.10629116511469452,0.0987962752668635,0.07494889847831024,0.0685895980013627,0.18396547808312513,0.16397910515557573,0.1667045196456961,3302.25,0.129230070406541,0.03747444923915512,0.10447422212128095,0.0928659752189164
2313,E02002377,0.0355706118992166,0.005081515985602371,0.030489095913614227,0.09167901757357612,0.08469193309337286,0.08913825958077493,0.06013127249629473,0.1331780647893288,0.10459453737031547,0.251323311454584,3542.25,0.21215329239889902,0.03917001905568494,0.14969299174253653,0.1330604371044769
