,GEOGRAPHY_CODE,All categories: Long-term health problem or disability,Bad health,Day-to-day activities limited a little,Day-to-day activities limited a little: Age 16 to 64,Day-to-day activities limited a lot,Day-to-day activities limited a lot: Age 16 to 64,Day-to-day activities not limited,Day-to-day activities not limited: Age 16 to 64,Fair health,Good health,Provides 1 to 19 hours unpaid care a week,Provides 20 to 49 hours unpaid care a week,Provides 50 or more hours unpaid care a week,Provides no unpaid care,Very bad health,Very good health
24,E02000026,6313.0,0.03247267543164898,0.08506256930144147,0.0396008236971329,0.061777284967527324,0.028354189767147157,0.8531601457310312,0.5731031205449073,0.11436717883731981,0.3226675114842389,0.07239030571835894,0.010137810866466023,0.018216378900681136,0.8992555045144939,0.009187391097734834,0.5213052431490575
25,E02000027,9598.0,0.042196290893936235,0.08772660971035633,0.046884767659929154,0.08355907480725151,0.04115440716816003,0.8287143154823922,0.5455303188164201,0.13096478433006875,0.3418420504271723,0.06438841425296937,0.013127734944780162,0.023025630339654095,0.8994582204625964,0.014690560533444467,0.4703063138153782
26,E02000028,6166.0,0.030489782679208564,0.06827765163801493,0.03567953292247811,0.0611417450535193,0.022542977619202077,0.8705806033084658,0.598280895231917,0.10379500486539085,0.3329549140447616,0.06973726889393447,0.009892961401232565,0.018488485241647746,0.9018812844631852,0.011028219266947779,0.5217320791436912
27,E02000029,8517.0,0.03522367030644593,0.07584830339321358,0.04121169425854174,0.06363743102031232,0.0320535399788658,0.8605142655864741,0.5895268286955501,0.1110719736996595,0.34049547962897736,0.06457672889515087,0.014793941528707291,0.020429728777738642,0.9001996007984032,0.010214864388869321,0.5029940119760479
28,E02000030,9130.0,0.03417305585980285,0.07754654983570647,0.02814895947426068,0.07360350492880613,0.02497261774370208,0.8488499452354874,0.5596933187294633,0.11270536692223439,0.31949616648411827,0.07535596933187294,0.015224534501642935,0.02113910186199343,0.8882803943044907,0.014676889375684557,0.5189485213581599
29,E02000031,7294.0,0.03509734027968193,0.07951741157115437,0.03386344941047436,0.0763641349054017,0.021935837674801208,0.844118453523444,0.5700575815738963,0.11324376199616124,0.3293117630929531,0.06608171099533863,0.011790512750205649,0.019879352892788592,0.9022484233616671,0.013846997532218262,0.5085001370989854
30,E02000032,7857.0,0.031564210258368336,0.08069237622502227,0.037037037037037035,0.0594374443171694,0.025073183148784522,0.8598701794578083,0.5754104620084002,0.11429298714522082,0.3413516609392898,0.07483772432226041,0.01400025455008273,0.021891307114674814,0.8892707140129821,0.009672903143693522,0.5031182385134275
31,E02000033,8537.0,0.03912381398617781,0.08515872086212956,0.04509780953496544,0.07613915895513647,0.035375424622232636,0.8387021201827339,0.5802975284057631,0.12486822068642381,0.3436804498067237,0.06723673421576666,0.01311936277380813,0.01979618132833548,0.8998477216820897,0.012533676935691695,0.47979383858498303
32,E02000034,8508.0,0.034790785143394454,0.07651622002820875,0.03772919605077574,0.06723084156088388,0.027973671838269865,0.8562529384109073,0.5892101551480959,0.10989656793606017,0.3330982604607428,0.06711330512458863,0.009755524212505877,0.02009873060648801,0.9030324400564175,0.011283497884344146,0.5109308885754584
33,E02000035,7965.0,0.04005021971123666,0.08110483364720653,0.038041431261770245,0.07583176396735719,0.026867545511613307,0.8430634023854363,0.5983678593848085,0.12077840552416824,0.33534212178279976,0.06327683615819209,0.010797237915881984,0.015568110483364721,0.9103578154425612,0.010546139359698682,0.49328311362209665
34,E02000036,10743.0,0.03444103136926371,0.07260541748115051,0.03630270874057526,0.07158149492692917,0.03276552173508331,0.8558130875919203,0.5679977659871545,0.10983896490738156,0.34720282974960437,0.06190077259610909,0.014893418970492414,0.022526296192869777,0.9006795122405287,0.01312482546774644,0.4953923485060039
35,E02000037,9741.0,0.033261472128118266,0.07997125551791397,0.0384970742223591,0.061697977620367515,0.026793963658761934,0.8583307668617185,0.5452212298531979,0.11785237655271533,0.31731855045683194,0.07083461656914075,0.014372241043014064,0.019813160866440818,0.8949799815214043,0.009547274407145057,0.5220203264551894
36,E02000038,10514.0,0.03585695263458246,0.0746623549552977,0.041183184325661024,0.07209435038995625,0.03252805782765836,0.853243294654746,0.6115655316720563,0.11175575423245197,0.32480502187559446,0.06039566292562298,0.015122693551455202,0.014456914590070383,0.9100247289328515,0.013315579227696404,0.5142666920296747
37,E02000039,6675.0,0.02666666666666667,0.0749063670411985,0.03250936329588015,0.05108614232209738,0.020823970037453184,0.8740074906367041,0.5889138576779026,0.09243445692883895,0.3114606741573034,0.07101123595505618,0.012284644194756554,0.01752808988764045,0.8991760299625469,0.008239700374531835,0.5611985018726592
38,E02000040,7197.0,0.03654300402945672,0.08420175072947061,0.041406141447825486,0.06419341392246769,0.029039877726830626,0.8516048353480616,0.5517576768097818,0.10712796998749478,0.33444490760038903,0.06391552035570376,0.015145199388634152,0.020703070723912743,0.9002362095317493,0.0094483812699736,0.5124357371126859
39,E02000041,8811.0,0.03575076608784474,0.07819770741119056,0.03813415049370106,0.07025309272500284,0.030303030303030304,0.8515491998638066,0.5740551583248212,0.11678583588695948,0.3306094654409261,0.05947111565089093,0.014413800930654863,0.017705141300646918,0.9084099421178072,0.011803427533764612,0.5050505050505051
40,E02000042,10639.0,0.03825547513864085,0.08055268352288748,0.04060532004887677,0.07340915499577028,0.025942287809004604,0.8460381614813423,0.6215809756556068,0.12369583607481906,0.3323620641037692,0.06523169470814927,0.013347119090140051,0.015508976407557102,0.9059122097941535,0.010339317605038067,0.4953473070777329
41,E02000043,7696.0,0.0255977130977131,0.06016112266112266,0.028716216216216218,0.051585239085239085,0.019100831600831602,0.8882536382536382,0.5945945945945946,0.09654365904365904,0.318477130977131,0.06314968814968815,0.013383575883575884,0.013513513513513514,0.9099532224532224,0.006756756756756757,0.5526247401247402
42,E02000044,8071.0,0.03816131830008673,0.0797918473547268,0.04732994672283484,0.07062321893197869,0.039648122909181016,0.8495849337132945,0.5748977821831248,0.11782926527072234,0.35460289926898775,0.05612687399330938,0.017222153388675505,0.024036674513690993,0.9026142981043241,0.013505141865939785,0.4759013752942634
43,E02000045,10237.0,0.043079027058708606,0.07170069356256716,0.045716518511282604,0.06935625671583472,0.03917163231415454,0.8589430497215981,0.6134609748949887,0.10764872521246459,0.3394549184331347,0.05343362313177689,0.013480511868711537,0.01934160398554264,0.9137442610139689,0.013285142131483834,0.49653218716420827
