,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_WLANGR_3_NAME,OBS_VALUE
1050,2021,W02000335,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7323
1051,2021,W02000335,2021 super output areas - middle layer,152,Cannot read Welsh,6728
1052,2021,W02000335,2021 super output areas - middle layer,152,Can read Welsh,595
1053,2021,W02000336,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8313
1054,2021,W02000336,2021 super output areas - middle layer,152,Cannot read Welsh,7498
1055,2021,W02000336,2021 super output areas - middle layer,152,Can read Welsh,815
1056,2021,W02000337,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7405
1057,2021,W02000337,2021 super output areas - middle layer,152,Cannot read Welsh,6730
1058,2021,W02000337,2021 super output areas - middle layer,152,Can read Welsh,675
1059,2021,W02000338,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8286
1060,2021,W02000338,2021 super output areas - middle layer,152,Cannot read Welsh,7478
1061,2021,W02000338,2021 super output areas - middle layer,152,Can read Welsh,808
1062,2021,W02000339,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,10794
1063,2021,W02000339,2021 super output areas - middle layer,152,Cannot read Welsh,9952
1064,2021,W02000339,2021 super output areas - middle layer,152,Can read Welsh,842
1065,2021,W02000340,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7014
1066,2021,W02000340,2021 super output areas - middle layer,152,Cannot read Welsh,6372
1067,2021,W02000340,2021 super output areas - middle layer,152,Can read Welsh,642
1068,2021,W02000341,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8172
1069,2021,W02000341,2021 super output areas - middle layer,152,Cannot read Welsh,7505
1070,2021,W02000341,2021 super output areas - middle layer,152,Can read Welsh,667
1071,2021,W02000342,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9173
1072,2021,W02000342,2021 super output areas - middle layer,152,Cannot read Welsh,8351
1073,2021,W02000342,2021 super output areas - middle layer,152,Can read Welsh,822
1074,2021,W02000343,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7936
1075,2021,W02000343,2021 super output areas - middle layer,152,Cannot read Welsh,7367
1076,2021,W02000343,2021 super output areas - middle layer,152,Can read Welsh,569
1077,2021,W02000344,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8309
1078,2021,W02000344,2021 super output areas - middle layer,152,Cannot read Welsh,7582
1079,2021,W02000344,2021 super output areas - middle layer,152,Can read Welsh,727
1080,2021,W02000345,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7778
1081,2021,W02000345,2021 super output areas - middle layer,152,Cannot read Welsh,7168
1082,2021,W02000345,2021 super output areas - middle layer,152,Can read Welsh,610
1083,2021,W02000346,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7504
1084,2021,W02000346,2021 super output areas - middle layer,152,Cannot read Welsh,6767
1085,2021,W02000346,2021 super output areas - middle layer,152,Can read Welsh,737
1086,2021,W02000347,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7796
1087,2021,W02000347,2021 super output areas - middle layer,152,Cannot read Welsh,7185
1088,2021,W02000347,2021 super output areas - middle layer,152,Can read Welsh,611
1089,2021,W02000348,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7384
1090,2021,W02000348,2021 super output areas - middle layer,152,Cannot read Welsh,6937
1091,2021,W02000348,2021 super output areas - middle layer,152,Can read Welsh,447
1092,2021,W02000349,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7959
1093,2021,W02000349,2021 super output areas - middle layer,152,Cannot read Welsh,7422
1094,2021,W02000349,2021 super output areas - middle layer,152,Can read Welsh,537
1095,2021,W02000350,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9604
1096,2021,W02000350,2021 super output areas - middle layer,152,Cannot read Welsh,8885
1097,2021,W02000350,2021 super output areas - middle layer,152,Can read Welsh,719
1098,2021,W02000351,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6003
1099,2021,W02000351,2021 super output areas - middle layer,152,Cannot read Welsh,5579
1100,2021,W02000351,2021 super output areas - middle layer,152,Can read Welsh,424
1101,2021,W02000352,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6547
1102,2021,W02000352,2021 super output areas - middle layer,152,Cannot read Welsh,6044
1103,2021,W02000352,2021 super output areas - middle layer,152,Can read Welsh,503
1104,2021,W02000353,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6973
1105,2021,W02000353,2021 super output areas - middle layer,152,Cannot read Welsh,6384
1106,2021,W02000353,2021 super output areas - middle layer,152,Can read Welsh,589
1107,2021,W02000354,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5632
1108,2021,W02000354,2021 super output areas - middle layer,152,Cannot read Welsh,5183
1109,2021,W02000354,2021 super output areas - middle layer,152,Can read Welsh,449
1110,2021,W02000355,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9889
1111,2021,W02000355,2021 super output areas - middle layer,152,Cannot read Welsh,9044
1112,2021,W02000355,2021 super output areas - middle layer,152,Can read Welsh,845
1113,2021,W02000356,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5065
1114,2021,W02000356,2021 super output areas - middle layer,152,Cannot read Welsh,4760
1115,2021,W02000356,2021 super output areas - middle layer,152,Can read Welsh,305
1116,2021,W02000357,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7934
1117,2021,W02000357,2021 super output areas - middle layer,152,Cannot read Welsh,7384
1118,2021,W02000357,2021 super output areas - middle layer,152,Can read Welsh,550
1119,2021,W02000358,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6291
1120,2021,W02000358,2021 super output areas - middle layer,152,Cannot read Welsh,5699
1121,2021,W02000358,2021 super output areas - middle layer,152,Can read Welsh,592
1122,2021,W02000359,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,11221
1123,2021,W02000359,2021 super output areas - middle layer,152,Cannot read Welsh,10493
1124,2021,W02000359,2021 super output areas - middle layer,152,Can read Welsh,728
1125,2021,W02000360,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6595
1126,2021,W02000360,2021 super output areas - middle layer,152,Cannot read Welsh,6118
1127,2021,W02000360,2021 super output areas - middle layer,152,Can read Welsh,477
1128,2021,W02000361,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,11314
1129,2021,W02000361,2021 super output areas - middle layer,152,Cannot read Welsh,10522
1130,2021,W02000361,2021 super output areas - middle layer,152,Can read Welsh,792
1131,2021,W02000362,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6747
1132,2021,W02000362,2021 super output areas - middle layer,152,Cannot read Welsh,6178
1133,2021,W02000362,2021 super output areas - middle layer,152,Can read Welsh,569
1134,2021,W02000363,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5593
1135,2021,W02000363,2021 super output areas - middle layer,152,Cannot read Welsh,5280
1136,2021,W02000363,2021 super output areas - middle layer,152,Can read Welsh,313
1137,2021,W02000364,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8891
1138,2021,W02000364,2021 super output areas - middle layer,152,Cannot read Welsh,8253
1139,2021,W02000364,2021 super output areas - middle layer,152,Can read Welsh,638
1140,2021,W02000365,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8240
1141,2021,W02000365,2021 super output areas - middle layer,152,Cannot read Welsh,7545
1142,2021,W02000365,2021 super output areas - middle layer,152,Can read Welsh,695
1143,2021,W02000366,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8197
1144,2021,W02000366,2021 super output areas - middle layer,152,Cannot read Welsh,7471
1145,2021,W02000366,2021 super output areas - middle layer,152,Can read Welsh,726
1146,2021,W02000097,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9099
1147,2021,W02000097,2021 super output areas - middle layer,152,Cannot read Welsh,6667
1148,2021,W02000097,2021 super output areas - middle layer,152,Can read Welsh,2432
1149,2021,W02000098,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6114
1150,2021,W02000098,2021 super output areas - middle layer,152,Cannot read Welsh,5387
1151,2021,W02000098,2021 super output areas - middle layer,152,Can read Welsh,727
1152,2021,W02000099,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6448
1153,2021,W02000099,2021 super output areas - middle layer,152,Cannot read Welsh,5733
1154,2021,W02000099,2021 super output areas - middle layer,152,Can read Welsh,715
1155,2021,W02000100,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6055
1156,2021,W02000100,2021 super output areas - middle layer,152,Cannot read Welsh,3305
1157,2021,W02000100,2021 super output areas - middle layer,152,Can read Welsh,2750
1158,2021,W02000101,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5380
1159,2021,W02000101,2021 super output areas - middle layer,152,Cannot read Welsh,4836
1160,2021,W02000101,2021 super output areas - middle layer,152,Can read Welsh,544
1161,2021,W02000102,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6011
1162,2021,W02000102,2021 super output areas - middle layer,152,Cannot read Welsh,4537
1163,2021,W02000102,2021 super output areas - middle layer,152,Can read Welsh,1474
1164,2021,W02000103,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5641
1165,2021,W02000103,2021 super output areas - middle layer,152,Cannot read Welsh,5146
1166,2021,W02000103,2021 super output areas - middle layer,152,Can read Welsh,495
1167,2021,W02000104,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6028
1168,2021,W02000104,2021 super output areas - middle layer,152,Cannot read Welsh,5269
1169,2021,W02000104,2021 super output areas - middle layer,152,Can read Welsh,759
1170,2021,W02000105,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,4970
1171,2021,W02000105,2021 super output areas - middle layer,152,Cannot read Welsh,4383
1172,2021,W02000105,2021 super output areas - middle layer,152,Can read Welsh,587
1173,2021,W02000106,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6334
1174,2021,W02000106,2021 super output areas - middle layer,152,Cannot read Welsh,5252
1175,2021,W02000106,2021 super output areas - middle layer,152,Can read Welsh,1082
1176,2021,W02000107,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9552
1177,2021,W02000107,2021 super output areas - middle layer,152,Cannot read Welsh,8873
1178,2021,W02000107,2021 super output areas - middle layer,152,Can read Welsh,679
1179,2021,W02000108,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7039
1180,2021,W02000108,2021 super output areas - middle layer,152,Cannot read Welsh,6280
1181,2021,W02000108,2021 super output areas - middle layer,152,Can read Welsh,759
1182,2021,W02000109,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5486
1183,2021,W02000109,2021 super output areas - middle layer,152,Cannot read Welsh,4922
1184,2021,W02000109,2021 super output areas - middle layer,152,Can read Welsh,564
1185,2021,W02000110,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6675
1186,2021,W02000110,2021 super output areas - middle layer,152,Cannot read Welsh,5756
1187,2021,W02000110,2021 super output areas - middle layer,152,Can read Welsh,919
1188,2021,W02000111,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8287
1189,2021,W02000111,2021 super output areas - middle layer,152,Cannot read Welsh,7597
1190,2021,W02000111,2021 super output areas - middle layer,152,Can read Welsh,690
1191,2021,W02000113,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8043
1192,2021,W02000113,2021 super output areas - middle layer,152,Cannot read Welsh,7091
1193,2021,W02000113,2021 super output areas - middle layer,152,Can read Welsh,952
1194,2021,W02000114,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6805
1195,2021,W02000114,2021 super output areas - middle layer,152,Cannot read Welsh,6088
1196,2021,W02000114,2021 super output areas - middle layer,152,Can read Welsh,717
1197,2021,W02000414,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5859
1198,2021,W02000414,2021 super output areas - middle layer,152,Cannot read Welsh,4875
1199,2021,W02000414,2021 super output areas - middle layer,152,Can read Welsh,984
1200,2021,W02000416,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,10077
1201,2021,W02000416,2021 super output areas - middle layer,152,Cannot read Welsh,7293
1202,2021,W02000416,2021 super output areas - middle layer,152,Can read Welsh,2784
1203,2021,W02000284,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9012
1204,2021,W02000284,2021 super output areas - middle layer,152,Cannot read Welsh,8255
1205,2021,W02000284,2021 super output areas - middle layer,152,Can read Welsh,757
1206,2021,W02000285,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8088
1207,2021,W02000285,2021 super output areas - middle layer,152,Cannot read Welsh,7230
1208,2021,W02000285,2021 super output areas - middle layer,152,Can read Welsh,858
1209,2021,W02000286,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6545
1210,2021,W02000286,2021 super output areas - middle layer,152,Cannot read Welsh,5991
1211,2021,W02000286,2021 super output areas - middle layer,152,Can read Welsh,554
1212,2021,W02000287,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8074
1213,2021,W02000287,2021 super output areas - middle layer,152,Cannot read Welsh,7163
1214,2021,W02000287,2021 super output areas - middle layer,152,Can read Welsh,911
1215,2021,W02000288,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7831
1216,2021,W02000288,2021 super output areas - middle layer,152,Cannot read Welsh,6998
1217,2021,W02000288,2021 super output areas - middle layer,152,Can read Welsh,833
1218,2021,W02000289,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8400
1219,2021,W02000289,2021 super output areas - middle layer,152,Cannot read Welsh,7394
1220,2021,W02000289,2021 super output areas - middle layer,152,Can read Welsh,1006
1221,2021,W02000415,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,9007
1222,2021,W02000415,2021 super output areas - middle layer,152,Cannot read Welsh,8465
1223,2021,W02000415,2021 super output areas - middle layer,152,Can read Welsh,542
