,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_AGE_SEX_20_NAME,OBS_VALUE
225,2021,E02006909,2021 super output areas - middle layer,152,Resident: Female: Aged 75 to 84 years,10
226,2021,E02006909,2021 super output areas - middle layer,152,Resident: Female: Aged 85 years and over,39
227,2021,E02006909,2021 super output areas - middle layer,152,Staff or owner,0
228,2021,E02006909,2021 super output areas - middle layer,152,Family member or partner of staff or owner,0
229,2021,E02006909,2021 super output areas - middle layer,152,Staying temporarily (no usual UK address),0
230,2021,E02007059,2021 super output areas - middle layer,152,Total: All usual residents in communal establishments,42
231,2021,E02007059,2021 super output areas - middle layer,152,Resident,39
232,2021,E02007059,2021 super output areas - middle layer,152,Resident:Male,10
233,2021,E02007059,2021 super output areas - middle layer,152,Resident: Male: Aged 0 to 15 years,2
234,2021,E02007059,2021 super output areas - middle layer,152,Resident: Male: Aged 16 to 24 years,0
235,2021,E02007059,2021 super output areas - middle layer,152,Resident: Male: Aged 25 to 34 years,1
236,2021,E02007059,2021 super output areas - middle layer,152,Resident: Male: Aged 35 to 49 years,0
237,2021,E02007059,2021 super output areas - middle layer,152,Resident: Male: Aged 50 to 64 years,3
238,2021,E02007059,2021 super output areas - middle layer,152,Resident: Male: Aged 65 to 74 years,3
239,2021,E02007059,2021 super output areas - middle layer,152,Resident: Male: Aged 75 to 84 years,0
240,2021,E02007059,2021 super output areas - middle layer,152,Resident: Male: Aged 85 years and over,1
241,2021,E02007059,2021 super output areas - middle layer,152,Resident:Female,29
242,2021,E02007059,2021 super output areas - middle layer,152,Resident: Female: Aged 0 to 15 years,2
243,2021,E02007059,2021 super output areas - middle layer,152,Resident: Female: Aged 16 to 24 years,0
244,2021,E02007059,2021 super output areas - middle layer,152,Resident: Female: Aged 25 to 34 years,0
245,2021,E02007059,2021 super output areas - middle layer,152,Resident: Female: Aged 35 to 49 years,2
246,2021,E02007059,2021 super output areas - middle layer,152,Resident: Female: Aged 50 to 64 years,3
247,2021,E02007059,2021 super output areas - middle layer,152,Resident: Female: Aged 65 to 74 years,2
248,2021,E02007059,2021 super output areas - middle layer,152,Resident: Female: Aged 75 to 84 years,5
249,2021,E02007059,2021 super output areas - middle layer,152,Resident: Female: Aged 85 years and over,15
250,2021,E02007059,2021 super output areas - middle layer,152,Staff or owner,0
