,GEOGRAPHY_CODE,All people,Divorced,Married (first marriage),Re-married,Separated (but still legally married),Single (never married),Widowed
2042,E02002043,1,0.070042194092827,0.4413502109704641,0.06160337552742616,0.02379746835443038,0.29282700421940927,0.11037974683544304
2043,E02002044,1,0.07602956705385427,0.44688489968321016,0.05406546990496304,0.027666314677930307,0.28996832101372755,0.10538542766631467
2044,E02002045,1,0.0737891239727225,0.47315964329428223,0.055429270851547474,0.016786151425074315,0.2673544325931107,0.1134813778632628
2045,E02002046,1,0.08594126143476168,0.4232065479056331,0.053442465093885415,0.025036109773712085,0.32643235435724605,0.08594126143476168
2046,E02002047,1,0.08022533022533022,0.4597902097902098,0.04875679875679876,0.024475524475524476,0.2635975135975136,0.12315462315462315
2047,E02002048,1,0.06688200646019381,0.5367661029830895,0.05396161884856546,0.01881056431692951,0.2297168915067452,0.09386281588447654
2048,E02002049,1,0.06330544879041375,0.5039565905494009,0.057427085688446754,0.023513452407867962,0.2812570653402668,0.07054035722360388
2049,E02002050,1,0.06217948717948718,0.5057692307692307,0.05923076923076923,0.021666666666666667,0.2603846153846154,0.09076923076923077
2050,E02002051,1,0.07939189189189189,0.45222007722007723,0.05188223938223938,0.03185328185328185,0.3076737451737452,0.07697876447876448
2051,E02002052,1,0.07048022598870056,0.42754237288135594,0.05847457627118644,0.026694915254237287,0.31468926553672316,0.10211864406779661
2052,E02002053,1,0.07276550998948475,0.5068349106203995,0.04500525762355415,0.022712933753943218,0.26603575184016826,0.08664563617245005
2053,E02002054,1,0.06219765031098825,0.5213084542732089,0.05482607694079705,0.018198571757659526,0.24902096291177148,0.09444828380557475
2054,E02002055,1,0.07093349063559946,0.46291107506267515,0.053089514820822886,0.026544757410411443,0.283291549918891,0.10322961215160006
2055,E02002056,1,0.07289066400399401,0.436012647695124,0.05009152937260775,0.028457314028956564,0.30304543185222166,0.10950241304709603
2056,E02002057,1,0.06985128436232538,0.4374342797055731,0.051224275199038605,0.028691602824094938,0.3035902057984077,0.1092083521105603
2057,E02002058,1,0.08395096921322691,0.44056442417331815,0.056014823261117445,0.02879133409350057,0.29618015963511973,0.09449828962371722
2058,E02002059,1,0.06493853554249064,0.4489577765900588,0.05090860502405131,0.029128808123997863,0.2935595938001069,0.1125066809192945
2059,E02002060,1,0.07413683541622537,0.4329591188307562,0.057403092565134504,0.02690108027960178,0.3024782884981995,0.10612158441008261
2060,E02002061,1,0.06618133686300463,0.4597396867416722,0.04169424222369292,0.028899183763512023,0.29494815795279067,0.10853739245532759
2061,E02002062,1,0.08303393213572854,0.38003992015968063,0.05389221556886228,0.032335329341317366,0.3153692614770459,0.13532934131736526
2062,E02002063,1,0.07178883658372562,0.42367182246133156,0.05699394754539341,0.034465366509751176,0.3251513113651648,0.0879287155346335
2063,E02002064,1,0.07807348092322186,0.46090438059349975,0.059467734338200656,0.023316062176165803,0.28909561940650025,0.08914272256241168
2064,E02002065,1,0.04729011689691817,0.48405951115834217,0.035866099893730075,0.036928799149840597,0.3095111583421892,0.08634431455897981
2065,E02002066,1,0.07501537200245952,0.42713670834187334,0.053289608526337365,0.03627792580446813,0.313588850174216,0.09469153515064563
2066,E02002067,1,0.06639184204816663,0.5072683879366457,0.06357127359513995,0.021262746799739638,0.2542850943805598,0.08722065523974831
2067,E02002068,1,0.08229988726042842,0.3646319858270253,0.03478821066194234,0.05492027701723305,0.3784828474794653,0.08487679175390563
2068,E02002069,1,0.08836667314041562,0.42940376772188776,0.052048941542047,0.03282190716644009,0.2944261021557584,0.10293260827345116
2069,E02002070,1,0.07971844819119332,0.3925356032083811,0.04468816500245539,0.034375511540350304,0.33868063512849894,0.11000163692912097
2070,E02002071,1,0.07797231270358307,0.4609120521172638,0.06697882736156352,0.026669381107491858,0.28298045602605865,0.08448697068403908
2071,E02002072,1,0.0707020997375328,0.4652230971128609,0.05101706036745407,0.027723097112860893,0.276738845144357,0.10859580052493438
2072,E02002073,1,0.07561861913825921,0.4244679010209379,0.057622426025263886,0.024052604256791833,0.30368575878179616,0.11455269077695103
2073,E02002074,1,0.06789524733268672,0.4306498545101843,0.06256062075654704,0.02408664726802457,0.30730682185580344,0.10750080827675396
2074,E02002075,1,0.08258258258258258,0.43593593593593594,0.07140473807140474,0.023023023023023025,0.27177177177177175,0.11528194861528195
2075,E02002076,1,0.07590226962668982,0.3651246434329654,0.04204390425399975,0.02703708297159866,0.40605233783951383,0.08383976187523254
2076,E02002077,1,0.0899572943931671,0.4229232676677228,0.05744592919134867,0.029480644716903155,0.29480644716903154,0.1053864168618267
