,GEOGRAPHY_CODE,All communal establishments,Medical and care establishments - Housing association,Medical and care establishments - Local Authority - Children's home,Medical and care establishments - Local Authority - Other,Medical and care establishments - NHS - Other hospital home,Medical and care establishments - NHS - Psychiatric hospital / home,Medical and care establishments - Other,Medical and care establishments - Other - Children's home,Medical and care establishments - Other - Nursing home,Medical and care establishments - Other - Residential care home,Number of residents by communal establishment type,Other establishments,Residents in establishments with limiting long-term illness - medical and care establishments,Residents in establishments with limiting long-term illness - other establishments
1197,E02001374,1,0.0,0.0,0.0,0.0,0.0,2.111111111111111,0.0,0.0,3.7222222222222223,8.61111111111111,2.7777777777777777,5.055555555555555,1.7222222222222223
1198,E02001375,1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,5.4,0.8,6.8,0.0,6.4,0.0
1199,E02001376,1,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,2.3333333333333335,0.0,2.3333333333333335,0.0
1200,E02001377,1,0.0,0.0,3.0,9.916666666666666,0.0,0.0,0.0,3.0833333333333335,0.0,130.66666666666666,114.66666666666667,5.583333333333333,5.666666666666667
1201,E02001378,1,0.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,6.333333333333333,4.0,17.0,3.3333333333333335,13.444444444444445,1.0
1202,E02001379,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.26190476190476,53.26190476190476,0.0,3.5952380952380953
1203,E02001380,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,E02001381,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1205,E02001382,1,,,,,,,,inf,,inf,,inf,
1206,E02001383,1,0.375,0.0,3.0625,0.3125,0.0,0.0,0.0,0.0,0.0,45.125,41.375,3.5,2.875
1207,E02001385,1,1.2,0.0,5.6,0.0,0.0,0.0,0.0,0.0,4.8,14.2,2.6,10.6,1.2
1208,E02001386,1,0.0,0.0,15.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,0.0,15.666666666666666,0.0
1209,E02001387,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5714285714285716,7.571428571428571,4.0,3.2857142857142856,1.2857142857142858
1210,E02001388,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,0.0,108.4,99.6,8.8,3.6
1211,E02001389,1,0.47368421052631576,0.47368421052631576,0.0,0.0,0.0,1.105263157894737,0.0,4.473684210526316,4.421052631578948,13.210526315789474,2.263157894736842,9.947368421052632,0.6842105263157895
1212,E02001390,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7027027027027026,0.0,3.864864864864865,1.162162162162162,2.6216216216216215,0.08108108108108109
1213,E02001391,1,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,14.333333333333334,6.666666666666667,23.333333333333332,0.0,23.0,0.0
1214,E02001392,1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,8.6,3.0,1.2,1.0
1215,E02001393,1,1.0,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.6923076923076923,2.230769230769231,36.46153846153846,32.0,3.769230769230769,1.8461538461538463
1216,E02001394,1,0.07894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,7.631578947368421,4.5,57.39473684210526,45.18421052631579,11.68421052631579,3.526315789473684
1217,E02001396,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1218,E02001397,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,14.0,0.0,13.333333333333334,0.0
1219,E02001398,1,0.0,0.0,0.0,0.0,0.0,1.1428571428571428,0.21428571428571427,2.7857142857142856,3.642857142857143,29.428571428571427,21.642857142857142,5.928571428571429,2.2857142857142856
1220,E02001399,1,0.0,0.0,0.0,0.0,0.0,1.2857142857142858,0.0,0.0,0.42857142857142855,19.571428571428573,17.857142857142858,1.4285714285714286,1.4285714285714286
1221,E02001400,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,8.666666666666666,32.666666666666664,0.0,30.333333333333332,0.0
1222,E02001401,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,28.666666666666668,7.666666666666667,20.666666666666668,3.0
1223,E02001402,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.142857142857142,9.142857142857142,28.285714285714285,0.0,25.428571428571427,0.0
1224,E02001403,1,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,0.0,0.0,1.1666666666666667,3.8333333333333335,0.0,3.8333333333333335,0.0
1225,E02001404,1,,,,,,,,,,inf,inf,,inf
1226,E02001405,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.666666666666666,0.0,15.666666666666666,0.0,15.666666666666666,0.0
1227,E02001406,1,,,,,,inf,,inf,,inf,,inf,
1228,E02001407,1,0.0,1.5,0.0,0.0,0.0,0.75,0.0,0.0,9.25,11.5,0.0,11.5,0.0
1229,E02001408,1,,,,,,,,,inf,inf,,inf,
1230,E02001409,1,,,inf,,,,,,,inf,,inf,
1231,E02001410,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0
1232,E02001411,1,0.0,0.6,6.6,0.0,0.0,0.0,0.0,0.0,1.8,9.0,0.0,7.6,0.0
1233,E02001412,1,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.333333333333334,5.0,6.0,2.6666666666666665
1234,E02001413,1,,,,,,,inf,,,inf,,,
1235,E02001414,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.333333333333333,8.333333333333334,0.0,3.6666666666666665,0.0
1236,E02001415,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.8333333333333335,0.0,3.3333333333333335,0.0
1237,E02001416,1,,,,,,,,inf,,inf,,inf,
1238,E02001417,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,17.0,3.1666666666666665,7.5
1239,E02001418,1,0.0,0.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.3333333333333335,8.666666666666666,1.0
1240,E02001419,1,0.0,0.0,6.285714285714286,0.0,0.0,2.5714285714285716,0.0,0.42857142857142855,0.0,11.285714285714286,2.0,8.714285714285714,1.2857142857142858
1241,E02001420,1,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,12.0,15.0,1.0
1242,E02001421,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.666666666666666,9.666666666666666,0.0,8.333333333333334,0.0
1243,E02001422,1,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,7.333333333333333,0.0
1244,E02001423,1,12.25,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.75,19.5,0.0,19.5,0.0
1245,E02001424,1,11.25,0.0,0.0,0.0,7.25,0.0,0.0,0.0,4.75,23.25,0.0,18.25,0.0
1246,E02001425,1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,9.6,4.4,5.2,1.0
1247,E02001426,1,0.0,0.0,0.0,0.0,0.0,5.25,0.0,9.25,5.5,20.0,0.0,20.0,0.0
1248,E02001428,1,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2.8,7.8,11.8,0.6,10.5,0.3
1249,E02001429,1,,,,inf,,,,,,inf,,inf,
1250,E02001430,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,18.0,0.75,15.5,0.0
1251,E02001431,1,0.0,0.2702702702702703,0.35135135135135137,0.2702702702702703,0.0,1.7837837837837838,0.24324324324324326,5.486486486486487,6.621621621621622,15.108108108108109,0.08108108108108109,13.378378378378379,0.0
1252,E02001432,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2758620689655173,4.724137931034483,9.413793103448276,1.4137931034482758,6.689655172413793,0.39655172413793105
1253,E02001433,1,,,,,,,inf,,,inf,inf,inf,inf
1254,E02001434,1,0.0,0.0,0.0,0.0,0.0,4.666666666666667,0.0,1.3333333333333333,7.777777777777778,14.11111111111111,0.3333333333333333,13.555555555555555,0.3333333333333333
1255,E02001435,1,0.0,0.0,1.0,0.1875,0.0,0.0,0.0,1.8125,4.5625,9.0,1.4375,6.8125,1.25
1256,E02001436,1,3.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,8.25,0.0
1257,E02001437,1,0.0,0.0,0.6111111111111112,0.0,0.0,0.1388888888888889,0.0,3.4166666666666665,7.666666666666667,12.694444444444445,0.8611111111111112,10.472222222222221,0.4166666666666667
1258,E02001438,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1259,E02001439,1,0.0,0.0,0.0,0.0,0.0,7.666666666666667,0.0,6.0,0.0,13.666666666666666,0.0,13.666666666666666,0.0
1260,E02001440,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.666666666666667,7.666666666666667,0.0,1.0
1261,E02001441,1,0.0,0.0,0.0,0.0,0.0,4.833333333333333,0.0,6.0,2.8333333333333335,17.666666666666668,4.0,12.0,0.5
1262,E02001442,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,9.222222222222221,9.555555555555555,0.0,7.777777777777778,0.0
1263,E02001443,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,11.333333333333334,21.666666666666668,0.0,21.0,0.0
1264,E02001444,1,,,,,,,,inf,,inf,,inf,
1265,E02001445,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0
1266,E02001446,1,0.0,0.0,0.0,0.0,134.33333333333334,0.0,0.0,0.0,2.6666666666666665,137.0,0.0,98.0,0.0
1267,E02001447,1,0.0,0.0,1.25,0.0,0.0,0.0,0.0,4.25,10.75,16.25,0.0,16.0,0.0
1268,E02001448,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.333333333333333,16.5,21.833333333333332,0.0,21.666666666666668,0.0
1269,E02001449,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.666666666666666,12.666666666666666,0.0,12.333333333333334,0.0
1270,E02001450,1,0.0,0.0,0.5,0.21428571428571427,0.0,3.5714285714285716,0.0,11.571428571428571,2.0714285714285716,18.928571428571427,1.0,17.214285714285715,0.5
1271,E02001451,1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,14.0,0.0,14.0,0.0
1272,E02001453,1,0.0,0.0,0.0,0.0,0.75,0.0,4.5,0.0,12.25,17.5,0.0,11.75,0.0
1273,E02001454,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.333333333333334,8.333333333333334,0.0,8.333333333333334,0.0
1274,E02001455,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,E02001456,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,14.857142857142858,1.8571428571428572,13.142857142857142,1.8571428571428572
1276,E02001457,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1277,E02001458,1,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75,6.25,4.75,1.5,1.25
1278,E02001459,1,,,,,,,,,,inf,inf,,inf
1279,E02001460,1,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,6.833333333333333,3.7222222222222223,12.88888888888889,0.0,12.5,0.0
1280,E02001462,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.75
1281,E02001463,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,2.3333333333333335,0.0,2.3333333333333335,0.0
1282,E02001464,1,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0,6.0,16.5
1283,E02001465,1,0.0,0.0,2.5555555555555554,0.0,0.0,0.0,0.0,2.6666666666666665,8.444444444444445,14.444444444444445,0.7777777777777778,9.11111111111111,0.3333333333333333
1284,E02001466,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,0.0
1285,E02001467,1,0.0,0.0,1.1666666666666667,0.0,0.0,0.8333333333333334,0.0,1.5,1.75,6.75,1.5,4.583333333333333,0.5
1286,E02001468,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.241379310344827,8.241379310344827,13.689655172413794,0.20689655172413793,12.758620689655173,0.13793103448275862
1287,E02001469,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,0.0,1.0,0.0
1288,E02001470,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0
1289,E02001471,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.25,9.5,15.75,0.0,15.5,0.0
1290,E02001473,1,0.0,0.0,0.5714285714285714,1.7142857142857142,0.0,0.0,0.0,11.285714285714286,0.0,13.571428571428571,0.0,11.714285714285714,0.0
1291,E02001475,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1292,E02001477,1,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,4.5,5.666666666666667,0.0,5.666666666666667,0.0
1293,E02001478,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.166666666666667,1.3333333333333333,7.166666666666667,0.6666666666666666,6.5,0.6666666666666666
1294,E02001479,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.6666666666666667
1295,E02001480,1,0.0,0.0,1.4782608695652173,0.0,0.0,0.6086956521739131,0.0,4.6521739130434785,7.521739130434782,15.565217391304348,1.3043478260869565,13.391304347826088,0.13043478260869565
1296,E02001481,1,1.3333333333333333,0.0,0.2222222222222222,0.0,0.0,0.2222222222222222,0.0,2.4444444444444446,5.055555555555555,14.0,4.722222222222222,7.944444444444445,3.5
1297,E02001482,1,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.4,15.8,8.4,7.2,4.2
1298,E02001483,1,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0
1299,E02001484,1,0.0,0.0,12.333333333333334,0.0,0.0,0.0,0.0,14.333333333333334,0.0,26.666666666666668,0.0,26.333333333333332,0.0
1300,E02001485,1,,inf,,,,,,,,inf,,inf,
1301,E02001486,1,0.0,0.0,0.0,0.125,0.0,0.9583333333333334,0.0,6.208333333333333,3.375,12.25,1.5833333333333333,10.458333333333334,0.6666666666666666
1302,E02001487,1,0.0,0.0,1.2,0.0,1.8,0.0,0.0,0.0,2.4,5.4,0.0,4.8,0.0
1303,E02001488,1,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.090909090909091,7.545454545454546,0.9090909090909091,5.818181818181818,0.6363636363636364
1304,E02001491,1,0.0,0.75,0.0,0.0,0.0,29.25,0.0,0.0,0.0,31.0,1.0,0.75,1.0
1305,E02001492,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.818181818181818,11.090909090909092,2.272727272727273,6.545454545454546,1.7272727272727273
1306,E02001493,1,2.3125,0.0,0.0,0.0,0.0,1.25,0.0,3.5625,5.75,13.1875,0.3125,10.75,0.3125
1307,E02001494,1,,,,,,,,,inf,inf,,inf,
1308,E02001495,1,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,6.375,13.0,5.125,6.875,4.5
1309,E02001496,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.285714285714286,9.857142857142858,16.142857142857142,0.0,16.142857142857142,0.0
1310,E02001497,1,0.0,0.0,0.0,9.5,0.0,0.75,0.0,0.75,0.0,11.0,0.0,10.0,0.0
1311,E02001498,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.666666666666666,9.666666666666666,0.0,9.666666666666666,0.0
1312,E02001500,1,,,,,,,,,inf,inf,,inf,
1313,E02001501,1,,,,,,,,,,inf,inf,inf,inf
1314,E02001502,1,0.0,0.0,8.4,0.0,0.0,0.0,0.0,13.8,0.0,22.8,0.6,21.4,0.6
1315,E02001503,1,0.0,0.0,0.5714285714285714,0.0,0.0,0.8571428571428571,0.0,8.0,6.142857142857143,15.571428571428571,0.0,14.285714285714286,0.0
1316,E02001504,1,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,18.0,5.111111111111111,23.88888888888889,0.0,22.444444444444443,0.0
1317,E02001505,1,0.0,0.0,8.4,0.0,0.0,0.0,0.0,7.8,0.6,16.8,0.0,13.4,0.0
1318,E02001506,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,10.333333333333334,3.0,7.333333333333333,2.0
1319,E02001507,1,,,,,,,,inf,,inf,,inf,
1320,E02001509,1,0.8333333333333334,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,7.166666666666667,0.8333333333333334,6.333333333333333,0.8333333333333334
1321,E02001511,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6666666666666665,2.6666666666666665,0.0,2.6666666666666665,0.0
1322,E02001512,1,0.0,0.0,4.333333333333333,0.0,0.0,0.0,0.0,12.166666666666666,5.833333333333333,26.0,3.6666666666666665,15.833333333333334,1.1666666666666667
1323,E02001513,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.666666666666668,21.666666666666668,0.0,12.333333333333334,0.0
1324,E02001514,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.333333333333332,7.0,27.333333333333332,0.0,27.333333333333332,0.0
1325,E02001515,1,,,,,,,,inf,inf,inf,,inf,
1326,E02001516,1,0.0,0.0,2.6,0.0,0.0,0.0,0.0,8.0,11.8,22.4,0.0,22.4,0.0
1327,E02001517,1,,,inf,,,,,,inf,inf,,inf,
1328,E02001518,1,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,10.571428571428571,20.571428571428573,0.0,18.571428571428573,0.0
1329,E02001519,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.333333333333332,10.333333333333334,33.666666666666664,0.0,33.666666666666664,0.0
1330,E02001520,1,0.0,2.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,11.833333333333334,22.166666666666668,7.666666666666667,11.666666666666666,0.5
1331,E02001521,1,0.0,0.3,0.0,1.4,0.0,0.0,0.0,0.0,1.8,4.7,1.2,3.4,0.6
1332,E02001522,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.333333333333334,10.0,21.333333333333332,0.0,21.0,0.0
1333,E02001523,1,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,7.0,17.0,8.4,8.4,1.0
1334,E02001524,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.333333333333333,7.333333333333333,0.0,7.333333333333333,0.0
1335,E02001525,1,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,12.833333333333334,1.5,15.166666666666666,0.0,15.166666666666666,0.0
1336,E02001526,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0
1337,E02001527,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,6.666666666666667,19.333333333333332,3.3333333333333335,16.0,3.0
1338,E02001528,1,0.0,0.0,1.4,0.0,0.0,0.0,0.0,7.2,11.4,20.0,0.0,18.6,0.0
1339,E02001529,1,0.0,0.0,4.833333333333333,0.6666666666666666,0.0,0.0,0.0,8.333333333333334,6.0,19.833333333333332,0.0,19.833333333333332,0.5
1340,E02001531,1,0.0,1.6666666666666667,7.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333333334,0.0,9.0,0.0
1341,E02001532,1,0.0,0.0,10.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666,1.0,10.666666666666666,0.0
1342,E02001533,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.333333333333332,0.0,25.333333333333332,0.0,25.333333333333332,0.0
1343,E02001534,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,6.5,24.75,0.0,24.5,0.0
1344,E02001535,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.875,3.875,0.0,0.625
1345,E02001536,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,4.0,0.0
1346,E02001537,1,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,13.666666666666666,15.333333333333334,0.0,15.333333333333334,0.0
1347,E02001538,1,0.0,0.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,15.0,11.333333333333334,3.6666666666666665,11.0
1348,E02001540,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,9.6,28.6,4.6,23.6,3.4
1349,E02001541,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.785714285714286,4.357142857142857,10.5,0.35714285714285715,10.071428571428571,0.0
1350,E02001542,1,0.0,0.0,7.5,0.0,0.0,0.0,0.0,9.5,3.25,20.25,0.0,19.5,0.0
1351,E02001543,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.666666666666666,6.666666666666667,17.333333333333332,0.0,15.333333333333334,0.0
1352,E02001544,1,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,10.0,14.0,25.333333333333332,0.0,25.0,0.0
1353,E02001546,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.571428571428571,6.0,193.0,182.42857142857142,10.571428571428571,23.428571428571427
1354,E02001547,1,0.0,0.0,7.0,0.0,0.0,0.0,0.0,12.333333333333334,11.666666666666666,31.0,0.0,31.0,0.0
1355,E02001548,1,0.0,0.0,1.4,0.6,0.0,0.0,0.0,0.0,5.8,7.8,0.0,6.0,0.0
1356,E02001549,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.75,6.75,1.0,5.75,1.0
1357,E02001550,1,,,,inf,,,,,,inf,,inf,
1358,E02001552,1,0.0,1.2,3.8,0.0,0.0,0.0,0.0,6.0,0.6,11.6,0.0,10.0,0.0
1359,E02001554,1,,,inf,,,,,,,inf,,inf,
1360,E02001555,1,,,,,,,,inf,,inf,,inf,
1361,E02001556,1,0.8571428571428571,0.0,0.0,9.142857142857142,0.7142857142857143,0.0,0.0,0.0,0.0,10.714285714285714,0.0,1.5714285714285714,0.0
1362,E02001557,1,0.0,0.125,0.0,0.25,0.0,0.0,0.0,1.96875,2.28125,9.6875,5.0625,4.375,3.90625
1363,E02001558,1,,,inf,,,,,,,inf,inf,inf,
1364,E02001559,1,,,,,,,,,inf,inf,,inf,
1365,E02001560,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2,15.2,0.0,2.933333333333333
1366,E02001561,1,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,5.4,13.8,0.0,13.4,0.0
1367,E02001563,1,0.0,0.0,5.75,0.0,0.0,0.0,0.0,7.5,11.25,24.5,0.0,24.25,0.0
1368,E02001564,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6666666666666665,3.6666666666666665,0.0,1.6666666666666667
1369,E02001565,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.333333333333334,15.333333333333334,1.0,13.666666666666666,0.0
1370,E02001566,1,0.0,0.0,0.0,0.0,8.833333333333334,0.0,0.0,0.0,0.0,28.166666666666668,19.333333333333332,8.666666666666666,14.666666666666666
1371,E02001567,1,0.0,0.0,4.25,0.0,0.0,0.0,0.0,12.25,0.0,16.5,0.0,16.5,0.0
1372,E02001569,1,0.0,0.0,0.0,0.4444444444444444,0.0,1.3333333333333333,0.0,9.666666666666666,3.111111111111111,14.555555555555555,0.0,14.222222222222221,0.0
1373,E02001570,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,4.666666666666667,17.666666666666668,0.0,17.666666666666668,0.0
1374,E02001572,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,12.75,19.0,0.0,19.0,0.0
1375,E02001573,1,2.4,0.0,9.0,0.6,0.0,0.0,0.0,0.0,0.0,12.6,0.6,11.0,0.6
1376,E02001574,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.333333333333334,0.0,12.333333333333334,0.0,12.333333333333334,0.0
1377,E02001575,1,0.0,0.0,10.666666666666666,0.0,0.0,0.0,0.0,7.333333333333333,0.0,18.0,0.0,17.0,0.0
1378,E02001576,1,0.0,0.0,0.0,2.3333333333333335,0.0,0.0,0.0,0.0,0.0,4.333333333333333,2.0,2.3333333333333335,1.0
1379,E02001577,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.666666666666668,18.666666666666668,0.0,18.666666666666668,0.0
1380,E02001578,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,5.5,20.0,0.0,19.5,0.0
1381,E02001579,1,4.5,0.0,0.0,0.0,14.0,0.75,0.0,0.0,11.75,31.0,0.0,28.0,0.0
1382,E02001580,1,0.0,1.25,6.5,0.0,0.0,0.0,0.0,11.25,4.0,23.0,0.0,22.0,0.0
1383,E02001581,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.333333333333334,1.0,11.333333333333334,0.0,11.333333333333334,0.0
1384,E02001584,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.333333333333333,6.333333333333333,0.0,6.333333333333333,0.0
1385,E02001585,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.833333333333332,4.833333333333333,22.666666666666668,0.0,22.666666666666668,0.0
1386,E02001586,1,,,,,,,,inf,inf,inf,,inf,
1387,E02001587,1,,,,,,,,inf,,inf,,inf,
1388,E02001588,1,,inf,,,,,,inf,,inf,,inf,
1389,E02001590,1,0.0,2.0,1.25,0.0,0.0,0.0,0.0,0.0,4.0,7.25,0.0,5.5,0.0
1390,E02001591,1,0.0,0.0,3.6666666666666665,2.5555555555555554,0.0,0.0,0.0,0.0,5.666666666666667,12.333333333333334,0.4444444444444444,11.444444444444445,0.3333333333333333
1391,E02001592,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.666666666666667,4.666666666666667,0.0,4.666666666666667,0.0
1392,E02001593,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4.5,3.0,1.5,1.5
1393,E02001594,1,1.2857142857142858,0.2857142857142857,1.9285714285714286,0.0,0.0,0.0,0.0,5.142857142857143,7.428571428571429,19.357142857142858,3.2857142857142856,15.714285714285714,0.7142857142857143
1394,E02001595,1,0.0,0.5,2.8333333333333335,0.0,0.0,0.0,0.0,11.5,0.0,14.833333333333334,0.0,14.5,0.0
1395,E02001596,1,0.0,0.0,8.25,0.0,0.0,0.0,0.0,13.25,0.0,21.5,0.0,18.0,0.0
1396,E02001597,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,14.0,0.0,13.333333333333334,0.0
1397,E02001598,1,,,,,,,,inf,,inf,,inf,
1398,E02001599,1,0.0,0.0,8.25,0.0,0.0,0.0,0.0,0.0,0.75,9.0,0.0,8.5,0.0
1399,E02001600,1,0.0,0.0,1.25,0.0,3.8333333333333335,0.0,0.0,2.0,1.0,9.75,1.6666666666666667,7.75,1.1666666666666667
1400,E02001601,1,,,,,,,,,inf,inf,,inf,
1401,E02001602,1,0.0,0.0,9.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,9.666666666666666,0.0,9.666666666666666,0.0
