,GEOGRAPHY_CODE,All households,Average household size,Average number of rooms per household,Lowest floor level - Basement or semi-basement,Lowest floor level - Ground level (street level),Lowest floor level - fifth floor or higher,Lowest floor level - first to fourth floor,Occupancy rating of -1 or less,With central heating and sole use of bath/shower and toilet,With central heating; without sole use of bath/shower and toilet,Without central heating or sole use of bath/shower and toilet,Without central heating; with sole use of bath/shower and toilet
565,E02000566,3332.0,2.16,4.47,0.18217286914765907,0.4150660264105642,0.00900360144057623,0.3937575030012005,0.21608643457382953,0.9030612244897959,0.01290516206482593,0.0027010804321728693,0.08133253301320528
566,E02000567,4436.0,1.97,4.02,0.30928764652840396,0.2342200180342651,0.02569882777276826,0.43079350766456265,0.23647430117222723,0.890892696122633,0.012623985572587917,0.006537421100090171,0.08994589720468892
567,E02000568,3204.0,2.08,3.87,0.06460674157303371,0.4403870162297129,0.039950062421972535,0.4550561797752809,0.2581148564294632,0.9609862671660424,0.00686641697877653,0.0009363295880149813,0.031210986267166042
568,E02000569,4270.0,2.09,4.11,0.1412177985948478,0.3262295081967213,0.025995316159250586,0.5065573770491804,0.2189695550351288,0.9227166276346604,0.003278688524590164,0.000702576112412178,0.07330210772833724
569,E02000570,3620.0,2.07,4.38,0.3342541436464088,0.26077348066298345,0.00856353591160221,0.39640883977900554,0.21823204419889503,0.9259668508287293,0.005801104972375691,0.0055248618784530384,0.06270718232044199
570,E02000571,3657.0,2.07,4.0,0.24391577796007657,0.31774678698386655,0.02980585179108559,0.4085315832649713,0.2417281925075198,0.9387476073284112,0.009023789991796555,0.0019141372709871479,0.050314465408805034
571,E02000572,3217.0,2.29,3.9,0.0665216039788623,0.345663661796705,0.07118433322971712,0.5166304009947156,0.28784581908610507,0.9564811936586882,0.004973577867578489,0.0018650917003419335,0.03668013677339136
572,E02000573,3623.0,2.0,4.33,0.35219431410433344,0.22991995583770355,0.010212531051614683,0.40767319900634835,0.2191553960805962,0.9125034501794094,0.005796301407673199,0.006624344465912227,0.07507590394700524
573,E02000574,3274.0,1.95,3.86,0.20006108735491754,0.2458766035430666,0.06200366524129505,0.49205864386072085,0.2593158216249236,0.8989004276114845,0.007330482590103849,0.0021380574221136223,0.0916310323762981
574,E02000575,4253.0,1.9,3.66,0.08229485069362803,0.22219609687279568,0.1801081589466259,0.5154008934869504,0.29249941217963793,0.9285210439689631,0.008229485069362802,0.003526922172584058,0.05972254878909006
575,E02000576,3563.0,2.01,3.69,0.024978950322761716,0.2040415380297502,0.2312657872579287,0.5397137243895593,0.26129666011787817,0.9438675273645805,0.0019646365422396855,0.0008419870895312938,0.053887173730002805
576,E02000577,2964.0,2.46,3.7,0.1420377867746289,0.3188259109311741,0.07995951417004049,0.4591767881241565,0.43488529014844807,0.9163292847503374,0.008097165991902834,0.0043859649122807015,0.07118758434547909
577,E02000578,2440.0,2.4,3.97,0.06639344262295081,0.4110655737704918,0.02663934426229508,0.4959016393442623,0.3319672131147541,0.9028688524590164,0.003278688524590164,0.0020491803278688526,0.09180327868852459
578,E02000579,3565.0,2.1,4.08,0.15455820476858345,0.4112201963534362,0.030014025245441795,0.40420757363253856,0.30238429172510517,0.8474053295932679,0.017110799438990184,0.009817671809256662,0.1256661991584853
579,E02000580,3905.0,2.01,3.58,0.24865556978233033,0.223303457106274,0.01587708066581306,0.5121638924455826,0.3736235595390525,0.8089628681177977,0.007170294494238156,0.01587708066581306,0.16798975672215108
580,E02000581,3133.0,2.35,3.85,0.07373124800510693,0.3791892754548356,0.05043089690392595,0.4966485796361315,0.3983402489626556,0.9368017874241941,0.0063836578359399935,0.003830194701563996,0.052984360038301946
581,E02000582,4545.0,1.76,3.91,0.2605060506050605,0.23014301430143014,0.04884488448844884,0.4605060506050605,0.32893289328932895,0.827942794279428,0.038943894389438946,0.023542354235423543,0.10957095709570958
582,E02000583,3676.0,2.03,4.55,0.352557127312296,0.2290533188248096,0.015233949945593036,0.40315560391730143,0.250272034820457,0.8789445048966268,0.007072905331882481,0.00544069640914037,0.10854189336235039
583,E02000584,4155.0,1.95,4.61,0.2789410348977136,0.24283995186522261,0.06570397111913358,0.4125150421179302,0.2190132370637786,0.890734055354994,0.0036101083032490976,0.008182912154031288,0.09747292418772563
584,E02000585,3770.0,2.08,4.47,0.24084880636604775,0.2726790450928382,0.05862068965517241,0.42785145888594167,0.24376657824933687,0.8981432360742706,0.015915119363395226,0.008222811671087533,0.07771883289124669
585,E02000586,3849.0,2.03,4.45,0.27773447648739935,0.20836580930111717,0.05481943361912185,0.45908028059236167,0.2504546635489738,0.857365549493375,0.027020005196154846,0.01662769550532606,0.0989867498051442
586,E02000587,3564.0,2.08,4.68,0.2991021324354658,0.22530864197530864,0.04769921436588103,0.4278900112233446,0.22923681257014591,0.8804713804713805,0.01122334455667789,0.02132435465768799,0.08698092031425365
587,E02000588,4345.0,1.79,4.48,0.3228998849252014,0.18457997698504028,0.04856156501726122,0.44395857307249714,0.1903337169159954,0.8787111622554661,0.007825086306098964,0.0071346375143843494,0.10632911392405063
588,E02000589,4345.0,1.83,3.6,0.24695051783659377,0.19309551208285386,0.06098964326812428,0.4989643268124281,0.3666283084004603,0.8352128883774453,0.029228998849252015,0.02140391254315305,0.11415420023014959
589,E02000590,4255.0,1.81,3.91,0.16333725029377202,0.23031727379553465,0.10928319623971798,0.4970622796709753,0.31045828437132783,0.9219741480611046,0.008225616921269096,0.005170387779083431,0.06462984723854288
590,E02000591,3345.0,1.85,3.28,0.2526158445440957,0.17010463378176383,0.03587443946188341,0.5414050822122571,0.45201793721973094,0.8089686098654708,0.015246636771300448,0.024514200298953664,0.15127055306427503
591,E02000592,3901.0,1.79,4.07,0.2909510381953345,0.1853370930530633,0.04178415790822866,0.4819277108433735,0.26582927454498845,0.845936939246347,0.016662394257882594,0.05049987182773648,0.08690079466803384
592,E02000593,4089.0,1.81,3.64,0.2756175103937393,0.1887992174125703,0.024700415749572022,0.5108828564441183,0.31841526045487895,0.8713621912448031,0.016629982880899976,0.010516018586451455,0.10149180728784545
593,E02000594,4081.0,1.78,4.42,0.25900514579759865,0.23695172751776525,0.06419995099240382,0.4398431756922323,0.21489830923793188,0.9071306052438128,0.004655721636853712,0.0031854937515314874,0.085028179367802
594,E02000595,4079.0,1.8,4.52,0.28708016670752634,0.2510419220397156,0.06349595489090464,0.3983819563618534,0.22799705810247609,0.9119882324099043,0.001961265015935278,0.001961265015935278,0.08408923755822506
595,E02000596,3553.0,1.85,4.34,0.3216999718547706,0.2141851956093442,0.023923444976076555,0.44019138755980863,0.2257247396566282,0.8840416549394877,0.009287925696594427,0.009850830284266816,0.096819589079651
596,E02000597,3587.0,2.17,3.93,0.16977976024533037,0.27042096459436854,0.09311402286032897,0.4666852522999721,0.33649289099526064,0.8893225536660162,0.009757457485363814,0.004460551993309172,0.09645943685531085
597,E02000598,2826.0,2.45,5.6,0.0074309978768577496,0.8903043170559094,0.0010615711252653928,0.10191082802547771,0.047416843595187545,0.9642604387827318,0.004953998584571833,0.0010615711252653928,0.03043170559094126
598,E02000599,2335.0,2.78,6.97,0.014561027837259101,0.908779443254818,0.0,0.07623126338329765,0.05182012847965739,0.9730192719486082,0.0029978586723768737,0.0,0.023554603854389723
599,E02000600,3371.0,2.24,4.85,0.03263126668644319,0.6182141797686147,0.0231385345594779,0.32601601898546423,0.11598932067635716,0.9323642835953723,0.0059329575793533075,0.0026698309107089885,0.05903292791456541
600,E02000601,3332.0,2.33,5.11,0.030012004801920768,0.7448979591836735,0.00900360144057623,0.21608643457382953,0.09633853541416566,0.9123649459783914,0.01290516206482593,0.005702280912364946,0.06902761104441776
601,E02000602,3469.0,2.16,4.53,0.017872585759584895,0.6243874315364658,0.0403574517151917,0.31738253098875757,0.14615162871144421,0.9054482559815509,0.009801095416546555,0.005477082732776016,0.07927356586912655
602,E02000603,2762.0,2.66,4.97,0.003620564808110065,0.8787110789283128,0.001448225923244026,0.11622013034033309,0.1498913830557567,0.9000724112961622,0.010499637943519189,0.001448225923244026,0.08797972483707459
603,E02000604,3276.0,2.44,5.21,0.008241758241758242,0.7936507936507936,0.0018315018315018315,0.19627594627594627,0.11935286935286936,0.9191086691086691,0.003663003663003663,0.0018315018315018315,0.07539682539682539
604,E02000605,3010.0,2.5,5.47,0.003986710963455149,0.8877076411960133,0.0009966777408637873,0.10764119601328903,0.07109634551495017,0.945514950166113,0.002990033222591362,0.0009966777408637873,0.0504983388704319
605,E02000606,4172.0,1.85,4.37,0.06903163950143816,0.5026366251198466,0.009108341323106424,0.4192233940556088,0.15172579098753594,0.8770373921380633,0.009348034515819751,0.028523489932885907,0.08509108341323106
606,E02000607,2470.0,2.3,5.27,0.02348178137651822,0.7886639676113361,0.0012145748987854252,0.18663967611336033,0.08502024291497975,0.9153846153846154,0.007692307692307693,0.0032388663967611335,0.07368421052631578
607,E02000608,3243.0,1.74,3.88,0.10083256244218317,0.42984890533456677,0.0070921985815602835,0.4622263336416898,0.20351526364477335,0.8442799876657416,0.015417823003391921,0.030835646006783842,0.10946654332408264
608,E02000609,2744.0,2.59,5.65,0.0029154518950437317,0.8520408163265306,0.0,0.14431486880466474,0.08418367346938775,0.9504373177842566,0.008381924198250729,0.0014577259475218659,0.03972303206997085
609,E02000610,3992.0,1.83,4.14,0.0405811623246493,0.5335671342685371,0.0027555110220440883,0.42309619238476953,0.1938877755511022,0.8672344689378757,0.027304609218436873,0.009519038076152305,0.09594188376753507
610,E02000611,2716.0,2.72,5.96,0.002577319587628866,0.9455081001472754,0.0,0.05154639175257732,0.05044182621502209,0.9650220913107511,0.003681885125184094,0.0011045655375552283,0.03055964653902798
611,E02000612,2972.0,2.54,5.76,0.001009421265141319,0.9189098250336474,0.001009421265141319,0.07907133243606998,0.04946164199192463,0.9498654104979811,0.0070659488559892325,0.001009421265141319,0.0423956931359354
612,E02000613,3168.0,2.29,5.11,0.015151515151515152,0.7679924242424242,0.0,0.21654040404040403,0.10164141414141414,0.9090909090909091,0.005050505050505051,0.005366161616161616,0.08049242424242424
613,E02000614,3113.0,2.58,5.04,0.004818503051718599,0.8538387407645358,0.0009637006103437199,0.1407002891101831,0.10504336652746547,0.9235464182460649,0.00513973658849984,0.00128493414712496,0.07002891101831031
614,E02000615,2943.0,2.52,5.26,0.0030581039755351682,0.8943255181787292,0.0,0.1019367991845056,0.07135575942915393,0.928644240570846,0.008834522595990485,0.0,0.06252123683316343
615,E02000616,2353.0,2.54,5.13,0.008074798130046749,0.9213769655758606,0.0,0.07054823629409265,0.055248618784530384,0.9332766680832979,0.004249893752656183,0.0012749681257968552,0.06204844878878028
616,E02000617,3159.0,2.48,5.06,0.0022158911047799935,0.8607154162709718,0.0,0.13706869262424817,0.07850585628363406,0.9503007280785059,0.0,0.0,0.04969927192149414
617,E02000618,3876.0,1.85,3.77,0.05701754385964912,0.33565531475748195,0.10577915376676987,0.5015479876160991,0.28147574819401444,0.8908668730650154,0.0046439628482972135,0.0015479876160990713,0.10294117647058823
618,E02000619,3511.0,2.06,3.89,0.06636285958416406,0.3187126174878952,0.11335801765878667,0.5015665052691541,0.2660210766163486,0.9176872685844488,0.00740529763600114,0.0028481913984619764,0.072059242381088
619,E02000620,3495.0,2.08,4.08,0.07496423462088699,0.3419170243204578,0.05436337625178827,0.5287553648068669,0.23547925608011444,0.9273247496423462,0.002861230329041488,0.0034334763948497852,0.06638054363376251
620,E02000621,3379.0,2.14,4.1,0.08819177271382066,0.42172240307783365,0.03728913879846108,0.4527966854098846,0.26072802604320805,0.8532110091743119,0.009174311926605505,0.012725658478839894,0.12488902042024268
621,E02000622,3250.0,2.21,4.16,0.16953846153846153,0.36430769230769233,0.015076923076923076,0.4510769230769231,0.25476923076923075,0.9181538461538462,0.0043076923076923075,0.004,0.07353846153846154
622,E02000623,3385.0,2.3,4.11,0.08596750369276218,0.3276218611521418,0.10901033973412112,0.4774002954209749,0.2735598227474151,0.8750369276218611,0.005908419497784343,0.009748892171344165,0.10930576070901034
623,E02000624,3371.0,2.23,4.06,0.08751112429546129,0.385642242657965,0.025215069712251556,0.5016315633343221,0.2595668940967072,0.9133788193414417,0.005636309700385643,0.005043013942450311,0.07594185701572234
624,E02000625,3127.0,2.4,4.08,0.050527662296130475,0.34953629677006715,0.04924848097217781,0.5506875599616246,0.29165334186120884,0.85865046370323,0.005756315957787016,0.003517748640869843,0.1320754716981132
625,E02000626,3154.0,2.3,3.94,0.08370323398858592,0.3649334178820545,0.07799619530754598,0.4733671528218136,0.31642358909321494,0.929296131896005,0.017438173747622066,0.0019023462270133164,0.05136334812935954
