,GEOGRAPHY_CODE,All people,Elsewhere,England,Northern Ireland,Other EU countries,Republic of Ireland,Scotland,Wales
590,E02000591,1,0.36345065996228787,0.4464173475801383,0.006128221244500315,0.11942174732872407,0.031112507856693904,0.024355751099937147,0.009113764927718416
591,E02000592,1,0.36050938689772877,0.40803465931469085,0.0070894052776683735,0.17841669948798738,0.012209531311539977,0.023106209793882105,0.01063410791650256
592,E02000593,1,0.31384655806621126,0.4688649500788229,0.007488176563321072,0.1428008407777194,0.02653704676826064,0.025880189174986863,0.014582238570677877
593,E02000594,1,0.26259462281388674,0.5522056904202558,0.006264682850430697,0.11002349256068912,0.02427564604541895,0.030409814669799008,0.014226050639519707
594,E02000595,1,0.27320069435171584,0.5411937508345573,0.006142342101749233,0.12044331686473495,0.02189878488449726,0.02456936840699693,0.012551742555748431
595,E02000596,1,0.26310679611650484,0.5359223300970873,0.008876560332871012,0.13314840499306518,0.0188626907073509,0.027045769764216365,0.0130374479889043
596,E02000597,1,0.2663509535389735,0.5936260079354921,0.008191475745552285,0.07500319979521311,0.027646230641238962,0.018942787661589657,0.010239344681940356
597,E02000598,1,0.12238115879208207,0.7702644126571305,0.006212975003612195,0.045513654096228866,0.01791648605692819,0.019650339546308338,0.01806097384770987
598,E02000599,1,0.262445295404814,0.625410284463895,0.004923413566739606,0.0713894967177243,0.012035010940919038,0.013949671772428883,0.009846827133479213
599,E02000600,1,0.21102219927723284,0.6763035622096025,0.007614868353123387,0.052271553949406295,0.015875064532782653,0.02284460505937016,0.01406814661848219
600,E02000601,1,0.1341134113411341,0.7504178989327505,0.008872315803008872,0.04963353478204963,0.016073035875016073,0.02263083451202263,0.018258968754018258
601,E02000602,1,0.15183106121357925,0.7538091419406576,0.0056134723336006415,0.03207698476343224,0.01937984496124031,0.021919272921678695,0.01537022186581128
