,GEOGRAPHY_CODE,All categories: NS-SeC,Full-time students,Higher professional occupations,Intermediate occupations,Large employers and higher managerial and administrative occupations,Long-term unemployed,"Lower managerial, administrative and professional occupations",Lower supervisory and technical occupations,Never worked,Not classifiable for other reasons,Routine occupations,Semi-routine occupations,Small employers and own account workers
5161,E02005162,5131.333333333333,0.05313758607249579,0.05131869559568663,0.11459010003897623,0.044173054436793556,0.003897622450305314,0.2233337664024945,0.07626347927764064,0.0111731843575419,0.1466805248798233,0.08496816941665584,0.11056255684032741,0.07990126023125893
5162,E02005163,3541.3333333333335,0.05817018072289156,0.06099397590361445,0.10353915662650602,0.04988704819277108,0.0035768072289156625,0.24209337349397592,0.0626882530120482,0.01223644578313253,0.14928463855421686,0.06362951807228916,0.10768072289156626,0.08621987951807228
5163,E02005164,3503.3333333333335,0.046241674595623214,0.05461465271170314,0.11474785918173168,0.03425309229305423,0.0028544243577545195,0.2209324452901998,0.07402473834443386,0.014462416745956231,0.1609895337773549,0.07402473834443386,0.128639391056137,0.07421503330161751
5164,E02005165,3676.6666666666665,0.05240253853127833,0.06962828649138712,0.10516772438803265,0.050770625566636446,0.0027198549410698096,0.22665457842248415,0.05838621940163191,0.011060743427017225,0.17080689029918406,0.05639165911151406,0.09918404351767907,0.09682683590208523
5165,E02005166,3008.6666666666665,0.04232218036782628,0.03523155329049413,0.08730334588965212,0.023487702193662755,0.0068690449811655225,0.16507866164413917,0.08796809217815202,0.02791934411699535,0.1743851096831376,0.11588743629514736,0.16662973631730557,0.06691779304232219
5166,E02005167,3390.6666666666665,0.0554463232402674,0.08808493904836807,0.09870232009437672,0.0656704679512387,0.0025560361777428233,0.23023987416437278,0.03912701533621706,0.006488399528116398,0.19917420369642158,0.03598112465591821,0.08218639402280771,0.09634290208415258
5167,E02005168,3042.0,0.057637519175980714,0.09467455621301775,0.10585141354372124,0.058294981371904454,0.0041639272408503175,0.2886259040105194,0.04120096427788735,0.006574621959237344,0.14464168310322156,0.037694499232960775,0.08722331799254876,0.07341661187815034
5168,E02005169,3310.6666666666665,0.03564236810310109,0.08215867901731777,0.10773258155457109,0.04349577124446235,0.005436971405557794,0.29299234796616996,0.06141763995167137,0.008860249697946033,0.12122432541280709,0.060008054772452676,0.10068465565847765,0.08034635521546517
5169,E02005170,3742.6666666666665,0.040790879942999646,0.08158175988599929,0.10651941574634842,0.053794086213038834,0.005165657285358034,0.2784111150694692,0.052725329533309585,0.016209476309226933,0.15318845742785894,0.04239401496259351,0.09618810117563235,0.0730317064481653
5170,E02005171,2700.0,0.04345679012345679,0.04814814814814815,0.08271604938271605,0.02567901234567901,0.008148148148148147,0.18641975308641975,0.08345679012345679,0.018765432098765432,0.19061728395061728,0.09901234567901233,0.13753086419753086,0.07604938271604939
5171,E02005172,3813.3333333333335,0.07115384615384615,0.07482517482517481,0.07692307692307691,0.05192307692307692,0.00506993006993007,0.2276223776223776,0.05244755244755245,0.011363636363636364,0.16398601398601398,0.061013986013986006,0.08199300699300699,0.12167832167832167
5172,E02005173,3508.0,0.050931204865070315,0.10870391486126947,0.0952109464082098,0.07658684910680351,0.004180919802356518,0.27309007981755984,0.030026605853287723,0.005891296085138731,0.18167996959331054,0.027556062333713417,0.07183580387685291,0.07430634739642722
5173,E02005174,3432.6666666666665,0.08312293649252282,0.056904253253058854,0.07865604971839192,0.04020198096717809,0.007185861332297534,0.20042726743056904,0.05806952806370169,0.01495436006991649,0.17168382210137892,0.07749077490774908,0.09361040978830841,0.11769275587492718
5174,E02005175,3692.0,0.08378475984109786,0.058143734200072225,0.08215962441314553,0.0339472733838931,0.004333694474539545,0.21794871794871795,0.0539906103286385,0.019862766341639578,0.15944384254243407,0.06843625857710364,0.08775731310942579,0.13019140483929217
5175,E02005176,4354.0,0.05588730669116521,0.034451079467156635,0.11636809064461798,0.032613688562241616,0.004440361353544633,0.16934619506966775,0.09431939978563773,0.01423977951309141,0.17164293370081152,0.11192772929107334,0.13765120195988365,0.05711223396110856
5176,E02005177,2721.3333333333335,0.04654581087702107,0.032582067613914745,0.09333659970602645,0.01788339049485546,0.004164625183733464,0.14429201371876532,0.09039686428221459,0.023027927486526212,0.20235178833904946,0.13890249877511024,0.15605095541401273,0.05046545810877021
