,GEOGRAPHY_CODE,1. Managers and senior officials,2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,6. Personal service occupations,7. Sales and customer service occupations,"8. Process, plant and machine operatives",9. Elementary occupations,All categories: Occupation
6620,E02006621,0.19593114241001564,0.12300469483568074,0.14773082942097027,0.17183098591549295,0.10860719874804382,0.07230046948356808,0.07104851330203443,0.04131455399061033,0.06823161189358373,2130.0
6621,E02006622,0.16860291927316054,0.10187667560321716,0.14655942806076855,0.16651772415847485,0.10932380101280906,0.09174858504617218,0.07864164432529044,0.05540661304736372,0.08132260947274352,2238.0
6622,E02006623,0.13263574660633484,0.0757918552036199,0.1255656108597285,0.16657239819004524,0.12386877828054298,0.09841628959276018,0.08625565610859728,0.06928733031674209,0.12160633484162896,2357.3333333333335
6623,E02006624,0.19038984587488667,0.14052583862194015,0.15231187669990934,0.16560894530069506,0.10003022061045633,0.08038682381384105,0.0770625566636446,0.03445149592021759,0.05923239649440918,2206.0
6624,E02006625,0.12835349815886377,0.09074171488690164,0.15702261967385586,0.15202524986849028,0.13598106259863232,0.0873224618621778,0.08679642293529721,0.06891109942135717,0.092845870594424,2534.6666666666665
6625,E02006626,0.12533020252421484,0.07543293219841503,0.11564426181391253,0.16612855884942762,0.12621074258878778,0.10038156736131493,0.0880540064572938,0.07572644555327267,0.12709128265336073,2271.3333333333335
6626,E02006627,0.12629896083133493,0.09379163335997869,0.14788169464428458,0.17665867306155075,0.12150279776179057,0.09432454036770584,0.08446576072475354,0.06288302691180389,0.09219291233679723,2502.0
6627,E02006628,0.14051585169263836,0.10075228371843095,0.14857603439011285,0.14642665233745297,0.12278344975819452,0.08597528210639441,0.0921547555077915,0.06286942504030091,0.0999462654486835,2481.3333333333335
6628,E02006629,0.11488329796908153,0.08214610488026673,0.14064868141861167,0.1397393149439224,0.12700818429827218,0.09760533494998483,0.08851167020309184,0.08093361624734767,0.12852379508942105,2199.3333333333335
6629,E02006630,0.1679491468718635,0.12813650050184008,0.17363666778186684,0.13850786216125793,0.09066577450652391,0.09468049514887922,0.07527601204416193,0.04784208765473402,0.08330545332887253,1992.6666666666667
6630,E02006631,0.16155133928571427,0.11300223214285714,0.16378348214285712,0.13169642857142858,0.10602678571428571,0.08872767857142856,0.08035714285714285,0.052734375,0.10212053571428571,2389.3333333333335
6631,E02006632,0.1745598057073467,0.13873709775349122,0.1703096539162113,0.16514875531268974,0.08287795992714025,0.08287795992714025,0.08136004857316333,0.044626593806921674,0.059502125075895564,2196.0
6632,E02006633,0.17865666553017387,0.1346743948175929,0.13774292533242413,0.18786225707466758,0.09410160245482442,0.07125809751108081,0.07159904534606205,0.048414592567337204,0.07569041936583704,1955.3333333333333
6633,E02006634,0.2292857142857143,0.1276190476190476,0.13476190476190475,0.10523809523809524,0.1326190476190476,0.07642857142857143,0.045,0.045,0.10404761904761904,2800.0
6634,E02006635,0.17420249653259362,0.15256588072122051,0.12399445214979195,0.09930651872399444,0.12371705963938973,0.0840499306518724,0.0668515950069348,0.050208044382801666,0.12510402219140082,2403.3333333333335
6635,E02006636,0.18963254593175852,0.11154855643044619,0.14009186351706038,0.10072178477690288,0.15748031496062992,0.08595800524934383,0.0531496062992126,0.0583989501312336,0.10301837270341208,2032.0
6636,E02006637,0.13730288200108756,0.0720500271886895,0.1473626971179989,0.1310494834148994,0.13077759651984774,0.07585644371941272,0.07558455682436108,0.10494834148994017,0.1250679717237629,2452.0
6637,E02006638,0.13716502115655851,0.09026798307475316,0.11777150916784201,0.1272919605077574,0.12094499294781381,0.07968970380818052,0.07968970380818052,0.10966149506346967,0.1375176304654443,1890.6666666666667
6638,E02006639,0.18891891891891893,0.11324324324324324,0.12891891891891893,0.10783783783783785,0.1456756756756757,0.06648648648648649,0.054054054054054064,0.08621621621621622,0.10864864864864865,2466.6666666666665
6639,E02006640,0.22321428571428573,0.11934523809523809,0.1282738095238095,0.11696428571428572,0.13154761904761905,0.07916666666666668,0.04851190476190476,0.05565476190476191,0.09732142857142857,2240.0
6640,E02006641,0.16124171187462327,0.13080168776371306,0.1512959614225437,0.12025316455696203,0.14014466546112117,0.07444243520192886,0.04731766124171188,0.0753465943339361,0.09915611814345993,2212.0
6641,E02006642,0.18374202216996977,0.11656029559959691,0.15384615384615383,0.13100436681222707,0.13335572724219014,0.07524353375881761,0.0423244877393349,0.05979173664763184,0.10413167618407793,1984.6666666666667
6642,E02006643,0.09519637903343554,0.04453204847422982,0.35202219302087895,0.12089356110381078,0.09724047306176084,0.05489852533216528,0.05168637757336837,0.0721273178566214,0.11140312454372901,4566.0
6643,E02006644,0.21154401154401156,0.12958152958152958,0.12352092352092352,0.1339105339105339,0.10476190476190476,0.050793650793650794,0.06406926406926407,0.08023088023088024,0.10158730158730159,2310.0
