,GEOGRAPHY_CODE,All females aged 16-74 in employment,All males aged 16-74 in employment,Female - Mean hours worked,Females - Full-time - 31 to 37 hours,Females - Full-time - 38 to 48 hours,Females - Full-time - 49 or more hours,Females - Part-time - 1 to 5 hours,Females - Part-time - 16 to 30 hours,Females - Part-time - 6 to 15 hours,Male - Mean hours worked,Males - Full-time - 31 to 37 hours,Males - Full-time - 38 to 48 hours,Males - Full-time - 49 or more hours,Males - Part-time - 1 to 5 hours,Males - Part-time - 16 to 30 hours,Males - Part-time - 6 to 15 hours
10,E02000011,0.8063660477453581,1508.0,31.5,0.2473474801061008,0.21220159151193635,0.04111405835543767,0.007957559681697613,0.19960212201591512,0.09814323607427056,42.37,0.1816976127320955,0.5358090185676393,0.22281167108753316,0.004641909814323607,0.03647214854111406,0.01856763925729443
11,E02000012,0.845910290237467,1895.0,30.97,0.24960422163588392,0.22480211081794196,0.03905013192612137,0.016886543535620052,0.2079155672823219,0.10765171503957784,42.02,0.18733509234828497,0.5182058047493404,0.21741424802110818,0.0031662269129287598,0.049604221635883905,0.024274406332453827
12,E02000013,0.8478527607361963,1630.0,30.76,0.25214723926380367,0.2233128834355828,0.027607361963190184,0.01411042944785276,0.2460122699386503,0.08466257668711656,42.25,0.15644171779141106,0.5552147239263804,0.2184049079754601,0.0,0.04969325153374233,0.020245398773006136
13,E02000014,0.7998979070954568,1959.0,30.33,0.21388463501786625,0.20877998979070955,0.033690658499234305,0.01174068402246044,0.22358346094946402,0.1082184788157223,42.62,0.1633486472690148,0.5380296069423175,0.2307299642674834,0.0015313935681470138,0.0479836651352731,0.018376722817764167
14,E02000015,0.8459804658151766,1331.0,32.07,0.2569496619083396,0.24492862509391436,0.04432757325319309,0.009767092411720512,0.2021036814425244,0.0879038317054846,42.4,0.16078136739293764,0.535687453042825,0.2359128474830954,0.003005259203606311,0.039819684447783624,0.024793388429752067
15,E02000016,0.7702702702702703,1258.0,33.31,0.23370429252782193,0.24880763116057233,0.04769475357710652,0.00794912559618442,0.151033386327504,0.08108108108108109,41.01,0.178060413354531,0.4825119236883943,0.20270270270270271,0.00397456279809221,0.10254372019077901,0.030206677265500796
16,E02000017,0.7585653104925053,1868.0,32.81,0.22858672376873662,0.22858672376873662,0.05032119914346895,0.010171306209850108,0.16541755888650964,0.07548179871520343,40.73,0.17987152034261242,0.5208779443254818,0.1841541755888651,0.004817987152034261,0.08618843683083512,0.024089935760171308
17,E02000018,0.874450721908349,1593.0,31.68,0.2517263025737602,0.26804770872567485,0.032642812303829254,0.012554927809165096,0.21720025109855617,0.09227871939736347,42.25,0.17011927181418707,0.5637162586315129,0.20464532328939108,0.003766478342749529,0.037037037037037035,0.02071563088512241
18,E02000019,0.7846693973083675,1709.0,31.99,0.2264482153306027,0.23405500292568754,0.03452311293153891,0.011117612638970159,0.19426565242832067,0.08425980105324751,42.55,0.15740198946752487,0.5652428320655354,0.22235225277940315,0.0017554125219426564,0.037448800468110006,0.01579871269748391
19,E02000020,0.8397997496871089,1598.0,32.54,0.26282853566958697,0.27284105131414266,0.03379224030037547,0.007509386733416771,0.18710888610763454,0.07571964956195244,41.67,0.18397997496871088,0.5287859824780976,0.20337922403003755,0.0018773466833541927,0.0607008760951189,0.02127659574468085
20,E02000021,0.8185437997724687,1758.0,31.41,0.23720136518771331,0.23777019340159272,0.0335608646188851,0.013083048919226393,0.1962457337883959,0.10068259385665529,41.94,0.19112627986348124,0.5170648464163823,0.2150170648464164,0.002844141069397042,0.052901023890784986,0.02104664391353811
21,E02000022,0.8055028462998103,1054.0,31.65,0.22960151802656548,0.2666034155597723,0.018975332068311195,0.011385199240986717,0.19639468690702086,0.0825426944971537,41.72,0.16603415559772297,0.4981024667931689,0.23244781783681215,0.0028462998102466793,0.06925996204933586,0.031309297912713474
22,E02000023,0.8334825425246195,1117.0,32.98,0.24171888988361684,0.2918531781557744,0.02954341987466428,0.010743061772605193,0.19337511190689347,0.06624888093106536,41.92,0.1557743957027753,0.5720680393912265,0.20322291853178157,0.0,0.047448522829006266,0.021486123545210387
23,E02000024,0.8705302096177558,2433.0,32.93,0.17632552404438964,0.27538018906699546,0.08631319358816276,0.013152486642005754,0.2240032881216605,0.09535552815454172,41.94,0.14755445951500207,0.46568023016851623,0.26962597616111794,0.007398273736128237,0.0690505548705302,0.040690505548705305
24,E02000025,0.8878504672897196,2033.0,33.34,0.1987211018199705,0.3034923757993114,0.08362026561731431,0.012297097884899164,0.1987211018199705,0.09099852434825381,42.21,0.12838170191834727,0.5189375307427447,0.24840137727496311,0.003935071323167732,0.07279881947860305,0.027545499262174127
25,E02000026,0.8625079567154679,1571.0,32.56,0.20432845321451304,0.27753023551877787,0.062380649267982174,0.01718650541056652,0.21005728835136855,0.0910248249522597,41.84,0.13812858052196053,0.5181413112667091,0.23297262889879058,0.004455760661998727,0.07192870782940802,0.03437301082113304
26,E02000027,0.9224952741020794,2116.0,32.12,0.2391304347826087,0.2731568998109641,0.06568998109640832,0.015595463137996219,0.22164461247637052,0.10727788279773157,41.47,0.14839319470699433,0.5070888468809074,0.23156899810964082,0.0033081285444234404,0.07277882797731569,0.036862003780718335
27,E02000028,0.8064935064935065,1540.0,32.43,0.17012987012987013,0.2512987012987013,0.07532467532467532,0.016233766233766232,0.19285714285714287,0.10064935064935066,42.46,0.14025974025974025,0.4720779220779221,0.2779220779220779,0.003896103896103896,0.07142857142857142,0.03441558441558441
28,E02000029,0.8804143126177024,2124.0,33.01,0.2123352165725047,0.2928436911487759,0.07109227871939737,0.015536723163841809,0.1972693032015066,0.09133709981167608,41.67,0.1553672316384181,0.5094161958568738,0.2335216572504708,0.005649717514124294,0.06544256120527307,0.030602636534839925
29,E02000030,0.7951971001359311,2207.0,31.14,0.15768010874490257,0.2088808337109198,0.07159039420027186,0.017671046669687357,0.22519256909832353,0.11418214771182601,43.15,0.10965111010421387,0.4626189397371998,0.31490711372904395,0.007702763932940644,0.06932487539646578,0.03579519710013593
30,E02000031,0.7991452991452992,1872.0,32.87,0.13354700854700854,0.2777777777777778,0.07478632478632478,0.017628205128205128,0.20993589743589744,0.08547008547008547,43.08,0.1201923076923077,0.484508547008547,0.2900641025641026,0.003205128205128205,0.0641025641025641,0.037927350427350424
