,GEOGRAPHY_CODE,Buddhist,Christian,Hindu,Jewish,Muslim,No religion,Not answered,Other religion,Sikh,Total: All usual residents
0,E02000001,0.011069680727103239,0.3467723141458867,0.02365415986949429,0.020624563038918665,0.06292239571195525,0.4384758797483104,0.0893731065019809,0.006408762526217665,0.0006991377301328362,8582.0
1,E02000002,0.0032604757879483156,0.4708368554522401,0.03248399951696655,0.003622750875498128,0.1944209636517329,0.21929718633015335,0.05144306243207342,0.0038642676005313367,0.020770438352855934,8281.0
2,E02000003,0.0030321406913280777,0.42978428484795983,0.049467209564238064,0.00155938664125444,0.2661353201074244,0.13653296370094428,0.051026596205492505,0.004851425106124924,0.05761067313523347,11543.0
3,E02000004,0.004969879518072289,0.5204819277108433,0.02454819277108434,0.001957831325301205,0.12484939759036144,0.2516566265060241,0.05316265060240964,0.002710843373493976,0.01566265060240964,6640.0
4,E02000005,0.004150126308191988,0.4138397690364489,0.06712378202814868,0.001984843016961386,0.21535546734031036,0.19938650306748465,0.05458318296643811,0.0070371706964994585,0.03653915553951642,11084.0
5,E02000007,0.003346127349670308,0.502804842043106,0.01899419348489322,0.0003936620411376833,0.16277925401043206,0.25115638224584197,0.051963389430174194,0.004527113473083358,0.004035035921661254,10161.0
6,E02000008,0.0030188679245283017,0.47162264150943395,0.01569811320754717,0.001358490566037736,0.1869433962264151,0.25350943396226416,0.054490566037735846,0.0028679245283018866,0.010490566037735849,13250.0
7,E02000009,0.0034986782770953196,0.4647799720105738,0.02915565230912766,0.0007774840615767377,0.2353444254392785,0.1837972321567408,0.05613434924584046,0.008785569895817136,0.01772663660394962,12862.0
8,E02000010,0.0017923036373220875,0.5159725882973115,0.014971006852925671,0.0008434370057986294,0.15224037954665262,0.2467053241960991,0.05598313125988403,0.006009488666315234,0.005482340537691091,9485.0
9,E02000011,0.002702318304650832,0.5280898876404494,0.01806286445740293,0.002133409187882236,0.1917223723510169,0.17678850803584129,0.06528232114919641,0.003555681979803726,0.011662636893756222,7031.0
10,E02000012,0.003562119895742832,0.26516072980017374,0.03622936576889661,0.0008688097306689834,0.5138140747176368,0.08879235447437012,0.050912250217202436,0.002780191138140747,0.03788010425716768,11510.0
11,E02000013,0.005426686529048734,0.4939348797616514,0.011385401149180676,0.0009576505639497765,0.18354969142370717,0.24249840391572675,0.05384124281762077,0.002660140455416046,0.005745903383698659,9398.0
12,E02000014,0.004256181597081476,0.5149979732468586,0.013984596676124847,0.002128090798540738,0.14308877178759627,0.2560802594244021,0.059586542359140654,0.004053506282934738,0.0018240778273206323,9868.0
13,E02000015,0.0035241220075343297,0.5214485356665451,0.014704095272815652,0.0007291286912139992,0.16065135496415117,0.22675902296755376,0.057965730951512945,0.008384979948960992,0.005833029529711994,8229.0
14,E02000016,0.003122634367903104,0.37821725965177894,0.08705526116578349,0.00047312641937925814,0.33942089326267977,0.11468584405753217,0.054125662376987134,0.005015140045420136,0.017884178652535956,10568.0
15,E02000017,0.004159824849480022,0.3438423645320197,0.04674329501915709,0.0005473453749315818,0.4192665571975917,0.07914614121510673,0.059113300492610835,0.002079912424740011,0.04510125889436234,9135.0
16,E02000018,0.0030360134003350084,0.49309045226130654,0.013086264656616416,0.00157035175879397,0.2004815745393635,0.21681323283082077,0.0571608040201005,0.0041876046901172526,0.010573701842546064,9552.0
