,GEOGRAPHY_CODE,Arrived 1951 to 1960,Arrived 1961 to 1970,Arrived 1971 to 1980,Arrived 1981 to 1990,Arrived 1991 to 2000,Arrived 2001 to 2010,Arrived 2011 to 2013,Arrived 2014 to 2016,Arrived 2017 to 2019,Arrived 2020 to 2021,Arrived before 1951,Born in the UK,Total: All usual residents
1846,E02001936,0.010183299389002037,0.023813253955820148,0.020209932633557887,0.011279962400125333,0.021306595644681185,0.04276985743380855,0.009713300955663482,0.01331662227792574,0.009713300955663482,0.005013316622277926,0.0023499921666927776,0.8303305655647815,6383.0
1847,E02001937,0.00799045915324985,0.01765056648777579,0.014669051878354204,0.011687537268932617,0.02564102564102564,0.06320810971973763,0.02075134168157424,0.019558735837805607,0.01908169350029815,0.007632677400119261,0.001073345259391771,0.7910554561717352,8385.0
1848,E02001938,0.005719369598373157,0.009913573970513472,0.005338078291814947,0.007371631926792069,0.013218098627351297,0.029994916115912557,0.012836807320793085,0.017920691408235892,0.018937468225724452,0.00788002033553635,0.0017793594306049821,0.8690899847483478,7868.0
1849,E02001939,0.00667302192564347,0.009850651414045123,0.009850651414045123,0.005401970130282809,0.0219256434699714,0.03987925007944074,0.014299332697807437,0.016841436288528758,0.016841436288528758,0.007785192246584048,0.0030187480139815697,0.8476326660311407,6294.0
1850,E02001941,0.006256676331451244,0.01861742713261102,0.011902945215931634,0.007935296810621089,0.021211658782237144,0.051732031130779794,0.013276361971616054,0.02060125133526629,0.01541278803601404,0.008545704257591942,0.001220814893941706,0.8232870441019381,6553.0
1851,E02001942,0.006046305854593718,0.01017549034065772,0.006193776729096004,0.005751364105589146,0.016074325320749153,0.04143931573514231,0.010765373838666863,0.017991446689278868,0.01577938357174458,0.0045715971095708595,0.001474708745022858,0.8637369119598879,6781.0
1852,E02001943,0.00926497838171711,0.014206300185299567,0.013279802347127856,0.008956145768993206,0.016831377393452748,0.03304508956145769,0.009110562075355157,0.013897467572575664,0.014051883878937617,0.0032427424336009883,0.0009264978381717109,0.8631871525633107,6476.0
1853,E02001944,0.007437709185570844,0.015867112929217803,0.009792983761001612,0.008305441923887442,0.015371265650179745,0.04239494235775381,0.012148258336432379,0.018098425684889053,0.007561671005330358,0.006198090987975704,0.0013635800173546547,0.8554605181604066,8067.0
1854,E02001945,0.003800354699771979,0.005573853559665568,0.003800354699771979,0.0034203192297947807,0.01608816822903471,0.061312389156321256,0.012161135039270332,0.022042057258677476,0.015328097289080314,0.004813782619711173,0.001266784899923993,0.8503927033189764,7894.0
1855,E02001946,0.008308057497032837,0.007648687854411183,0.006989318211789529,0.005538704998021891,0.011341157853092443,0.03415534748780166,0.008967427139654491,0.016484241065541343,0.015297375708822366,0.0031649742845839377,0.0015824871422919688,0.8805222207569563,7583.0
