,GEOGRAPHY_CODE,All other gender identities,Gender identity different from sex registered at birth but no specific identity given,Gender identity the same as sex registered at birth,Not answered,Total,Trans man,Trans woman
6056,E02006300,0.0009236453201970443,0.0021551724137931034,0.9318041871921182,0.06265394088669951,1,0.0010775862068965517,0.0013854679802955665
6057,E02006301,0.0012948575656677765,0.001664816870144284,0.9258231594524602,0.06936736958934517,1,0.0007399186089530152,0.0011098779134295228
6058,E02006302,0.0006858710562414266,0.00051440329218107,0.9471879286694102,0.05092592592592592,1,0.0003429355281207133,0.0003429355281207133
6059,E02006303,0.0008015389547932029,0.0014427701186277653,0.9403655017633857,0.05642834241744149,1,0.0006412311638345624,0.0003206155819172812
6060,E02006304,0.000434593654932638,0.0007243227582210633,0.937997971896277,0.0595393307257714,1,0.000434593654932638,0.000869187309865276
6061,E02006305,0.002107204003687607,0.0026340050046095085,0.9222968523640195,0.0701962333728434,1,0.001185302252074279,0.0015804030027657052
6062,E02006306,0.0004961958319550116,0.0006615944426066821,0.9363215348991069,0.06202447899437645,1,0.0003307972213033411,0.00016539861065167054
6063,E02006307,0.00046845721424109934,0.001561524047470331,0.9381636477201749,0.05871330418488445,1,0.0003123048094940662,0.0007807620237351655
6064,E02006308,0.0014269858886951008,0.003646741715554146,0.9265895037260187,0.06500713492944347,1,0.0025368638021246235,0.0007927699381639448
6065,E02006309,0.000178826895565093,0.000357653791130186,0.9118383404864091,0.08512160228898426,1,0.000894134477825465,0.001609442060085837
6066,E02006310,0.0006083650190114068,0.0,0.9470722433460076,0.05125475285171103,1,0.0007604562737642585,0.0003041825095057034
6067,E02006311,0.0005777841976021956,0.00130001444460494,0.936588184313159,0.060378448649429435,1,0.0007222302470027445,0.00043333814820164666
6068,E02006312,0.0005554012774229381,0.0011108025548458762,0.9525131907803388,0.045265204109969454,1,0.0005554012774229381,0.0
6069,E02006313,0.0005906674542232723,0.00023626698168930892,0.9412876550502067,0.056467808623744835,1,0.0007088009450679268,0.0007088009450679268
6070,E02006314,0.0008105041335710813,0.0014589074404279462,0.9513697519857351,0.044739828173123684,1,0.0009726049602852974,0.000648403306856865
6071,E02006315,0.0,0.0007860090391039497,0.9441933582236196,0.05423462369817253,1,0.00019650225977598743,0.0005895067793279622
