,GEOGRAPHY_CODE,Number of households
2221,E02002320,2942.0
2222,E02002321,2673.0
2223,E02002322,2810.0
2224,E02002323,3640.0
2225,E02002324,2918.0
2226,E02002325,3885.0
2227,E02002326,2471.0
2228,E02002327,4252.0
2229,E02002328,3068.0
2230,E02002329,5266.0
2231,E02002330,3034.0
2232,E02002331,3076.0
2233,E02002332,2880.0
2234,E02002333,3726.0
2235,E02002334,3337.0
2236,E02002335,3139.0
2237,E02002336,2899.0
2238,E02002337,3239.0
2239,E02002338,3093.0
2240,E02002339,2631.0
2241,E02002340,2743.0
2242,E02002341,2988.0
2243,E02002342,2722.0
2244,E02002343,2520.0
2245,E02002344,3459.0
2246,E02002345,2521.0
2247,E02002346,2790.0
2248,E02002347,2755.0
2249,E02002348,2862.0
2250,E02002349,2598.0
2251,E02002350,2531.0
2252,E02002351,2352.0
2253,E02002352,3216.0
2254,E02002353,2317.0
2255,E02002354,3322.0
2256,E02002356,3818.0
2257,E02002357,3746.0
2258,E02002358,3639.0
2259,E02002359,2875.0
2260,E02002360,3066.0
2261,E02002361,2475.0
2262,E02002362,3600.0
2263,E02002363,3398.0
2264,E02002364,2785.0
2265,E02002366,2961.0
2266,E02002367,2691.0
2267,E02002368,3718.0
2268,E02002369,3228.0
2269,E02002370,3081.0
2270,E02002371,4381.0
2271,E02002373,2939.0
2272,E02002374,3131.0
2273,E02002375,2619.0
2274,E02002376,2595.0
2275,E02002377,2432.0
2276,E02002379,2357.0
2277,E02002380,2525.0
2278,E02002381,3015.0
2279,E02002382,2403.0
2280,E02002383,2509.0
2281,E02002384,4513.0
2282,E02002385,3704.0
2283,E02002386,4251.0
2284,E02002387,2719.0
2285,E02002388,3486.0
2286,E02002389,2986.0
2287,E02002390,3074.0
2288,E02002391,3627.0
2289,E02002392,2771.0
2290,E02002393,4014.0
2291,E02002394,3229.0
2292,E02002395,2770.0
2293,E02002396,4087.0
2294,E02002397,3422.0
2295,E02002398,3309.0
2296,E02002399,2640.0
2297,E02002400,4252.0
2298,E02002401,2622.0
2299,E02002402,2497.0
2300,E02002403,2791.0
2301,E02002404,5254.0
2302,E02002405,3790.0
2303,E02002406,3017.0
2304,E02002407,2860.0
2305,E02002408,3429.0
2306,E02002409,2693.0
2307,E02002410,3159.0
2308,E02002411,4309.0
2309,E02002412,3250.0
2310,E02002414,2815.0
2311,E02002415,2715.0
2312,E02002416,3020.0
2313,E02002417,3144.0
2314,E02002418,3072.0
2315,E02002419,3587.0
2316,E02002420,3319.0
2317,E02002421,2647.0
2318,E02002422,2817.0
2319,E02002423,2459.0
2320,E02002424,3293.0
2321,E02002425,3844.0
2322,E02002426,3336.0
2323,E02002427,3032.0
2324,E02002428,3417.0
2325,E02002429,3656.0
2326,E02002430,3240.0
2327,E02002431,3990.0
2328,E02002432,3174.0
2329,E02002433,3536.0
2330,E02002434,4106.0
2331,E02002435,3640.0
2332,E02002436,2988.0
2333,E02002437,2519.0
2334,E02002438,3663.0
2335,E02002439,4149.0
2336,E02002440,3271.0
2337,E02002441,4359.0
2338,E02002442,3149.0
2339,E02002443,2561.0
2340,E02002444,3042.0
2341,E02002445,3675.0
2342,E02002446,2649.0
2343,E02002447,2734.0
2344,E02002448,3603.0
2345,E02002449,4069.0
2346,E02002450,3339.0
2347,E02002451,3464.0
2348,E02002452,4288.0
2349,E02002453,4297.0
2350,E02002454,4006.0
2351,E02002455,2707.0
2352,E02002456,3203.0
2353,E02002457,3263.0
2354,E02002458,3984.0
2355,E02002459,4146.0
2356,E02002460,3330.0
2357,E02002461,4992.0
2358,E02002462,3461.0
2359,E02002463,4069.0
2360,E02002464,4002.0
2361,E02002465,2904.0
2362,E02002466,4117.0
2363,E02002467,3825.0
2364,E02002468,2742.0
2365,E02002469,2746.0
2366,E02002470,2670.0
2367,E02002471,5003.0
2368,E02002472,2484.0
2369,E02002473,2996.0
2370,E02002474,3000.0
2371,E02002475,2728.0
2372,E02002476,2734.0
2373,E02002477,2738.0
2374,E02002478,2636.0
2375,E02002479,3712.0
2376,E02002480,2635.0
2377,E02002481,3053.0
2378,E02002482,2876.0
2379,E02002483,4330.0
2380,E02002484,4594.0
2381,E02002485,3539.0
2382,E02002489,3240.0
2383,E02002490,2646.0
2384,E02002491,2811.0
2385,E02002492,2975.0
2386,E02002493,2955.0
2387,E02002494,3389.0
2388,E02002496,4460.0
2389,E02002497,2744.0
2390,E02002498,3643.0
2391,E02002499,3067.0
2392,E02002500,2334.0
2393,E02002501,2608.0
2394,E02002502,4354.0
2395,E02002503,2740.0
2396,E02002504,3777.0
2397,E02002505,2645.0
2398,E02002506,2331.0
2399,E02002507,2557.0
2400,E02002508,2279.0
2401,E02002509,2253.0
2402,E02002510,3116.0
2403,E02002512,2306.0
2404,E02002513,4530.0
2405,E02002514,3789.0
2406,E02002515,3134.0
2407,E02002516,2564.0
2408,E02002517,2386.0
2409,E02002518,4766.0
2410,E02002519,3395.0
2411,E02002520,5954.0
2412,E02002521,2867.0
2413,E02002523,2673.0
2414,E02002524,2380.0
2415,E02002525,3797.0
2416,E02002526,3385.0
2417,E02002527,2224.0
2418,E02002529,2614.0
2419,E02002530,2886.0
2420,E02002532,3232.0
2421,E02002533,2850.0
2422,E02002534,2499.0
2423,E02002535,4040.0
2424,E02002536,4258.0
2425,E02002537,3604.0
2426,E02002538,2449.0
2427,E02002539,4300.0
2428,E02002540,2827.0
2429,E02002541,2875.0
2430,E02002542,3367.0
2431,E02002543,3858.0
2432,E02002544,3569.0
2433,E02002545,2266.0
2434,E02002546,3059.0
2435,E02002547,2765.0
2436,E02002549,3312.0
2437,E02002550,2582.0
2438,E02002551,2632.0
2439,E02002552,3003.0
2440,E02002553,2487.0
2441,E02002554,2295.0
2442,E02002555,4387.0
2443,E02002556,2878.0
2444,E02002558,4890.0
2445,E02002559,4120.0
2446,E02002560,2688.0
2447,E02002561,2475.0
2448,E02002562,2852.0
2449,E02002563,2472.0
2450,E02002564,4352.0
2451,E02002567,4111.0
2452,E02002568,2721.0
2453,E02002569,4064.0
2454,E02002570,3602.0
2455,E02002571,2702.0
2456,E02002572,2795.0
2457,E02002573,3971.0
2458,E02002574,3588.0
2459,E02002575,3811.0
2460,E02002576,3402.0
2461,E02002577,3242.0
2462,E02002578,3499.0
2463,E02002579,3377.0
2464,E02002580,3686.0
2465,E02002581,3087.0
2466,E02002582,3625.0
2467,E02002583,3386.0
2468,E02002584,3113.0
2469,E02002585,5208.0
2470,E02002586,4074.0
2471,E02002587,2871.0
2472,E02002588,3259.0
2473,E02002589,2725.0
2474,E02002590,2639.0
2475,E02002591,2854.0
2476,E02002592,2576.0
2477,E02002593,2364.0
2478,E02002594,2601.0
2479,E02002595,3448.0
2480,E02002596,3512.0
2481,E02002597,3862.0
2482,E02002598,4264.0
2483,E02002599,4377.0
2484,E02002600,4163.0
2485,E02002601,3847.0
2486,E02002602,3529.0
2487,E02002603,2870.0
2488,E02002604,3239.0
2489,E02002605,3728.0
2490,E02002606,5483.0
2491,E02002607,5652.0
2492,E02002608,3560.0
2493,E02002609,4393.0
2494,E02002610,5311.0
2495,E02002611,3257.0
2496,E02002612,3989.0
2497,E02002613,2640.0
2498,E02002614,2380.0
2499,E02002615,4119.0
2500,E02002616,2994.0
2501,E02002617,2767.0
2502,E02002618,2205.0
2503,E02002619,3040.0
2504,E02002620,3419.0
2505,E02002621,2540.0
2506,E02002622,3981.0
2507,E02002623,4703.0
2508,E02002624,3590.0
2509,E02002625,3956.0
2510,E02002626,3143.0
2511,E02002627,2934.0
2512,E02002628,3117.0
2513,E02002629,2641.0
2514,E02002630,2898.0
2515,E02002631,4020.0
2516,E02002632,2700.0
2517,E02002633,3575.0
2518,E02002634,4047.0
2519,E02002635,3651.0
2520,E02002636,3708.0
2521,E02002637,2707.0
2522,E02002638,2939.0
2523,E02002639,2720.0
2524,E02002640,3327.0
2525,E02002641,3600.0
2526,E02002642,3397.0
2527,E02002643,3387.0
2528,E02002644,3499.0
2529,E02002645,2837.0
2530,E02002646,3382.0
2531,E02002647,3628.0
2532,E02002648,3219.0
2533,E02002649,3732.0
2534,E02002650,3902.0
2535,E02002651,3532.0
2536,E02002653,3381.0
2537,E02002654,3069.0
2538,E02002655,3527.0
2539,E02002656,2556.0
2540,E02002657,3247.0
2541,E02002658,3024.0
2542,E02002659,4609.0
2543,E02002660,3071.0
2544,E02002661,3380.0
2545,E02002662,3365.0
2546,E02002663,2414.0
2547,E02002664,2956.0
2548,E02002665,3359.0
2549,E02002666,3528.0
2550,E02002667,3374.0
2551,E02002668,3594.0
2552,E02002669,3602.0
2553,E02002670,3610.0
2554,E02002671,3436.0
2555,E02002672,2858.0
2556,E02002673,3382.0
2557,E02002674,3220.0
2558,E02002675,3860.0
2559,E02002676,3470.0
2560,E02002677,4130.0
2561,E02002678,3706.0
2562,E02002679,3402.0
2563,E02002680,5414.0
2564,E02002681,3999.0
2565,E02002682,4590.0
2566,E02002684,4963.0
2567,E02002685,3760.0
2568,E02002686,3633.0
2569,E02002687,2826.0
2570,E02002688,2586.0
2571,E02002689,2543.0
2572,E02002691,3669.0
2573,E02002692,3847.0
2574,E02002693,3139.0
2575,E02002694,5850.0
2576,E02002695,3710.0
2577,E02002696,2472.0
2578,E02002697,3304.0
2579,E02002698,3765.0
2580,E02002699,4326.0
2581,E02002700,2787.0
2582,E02002701,3667.0
2583,E02002702,5104.0
2584,E02002703,3911.0
2585,E02002704,3177.0
2586,E02002705,3141.0
2587,E02002706,3240.0
2588,E02002707,2918.0
2589,E02002708,2890.0
2590,E02002709,3292.0
2591,E02002710,3172.0
2592,E02002711,3406.0
2593,E02002712,3358.0
2594,E02002714,3439.0
2595,E02002715,5632.0
2596,E02002716,3699.0
2597,E02002717,3737.0
2598,E02002718,3401.0
2599,E02002719,2794.0
2600,E02002720,3253.0
2601,E02002721,2959.0
2602,E02002722,3787.0
2603,E02002723,3732.0
2604,E02002724,4110.0
2605,E02002725,2923.0
2606,E02002726,4454.0
2607,E02002727,2594.0
2608,E02002728,3652.0
2609,E02002729,2562.0
2610,E02002730,3081.0
2611,E02002731,2376.0
2612,E02002732,3323.0
2613,E02002733,2769.0
2614,E02002734,2442.0
2615,E02002736,2415.0
2616,E02002737,3037.0
2617,E02002738,2971.0
2618,E02002739,2836.0
2619,E02002740,2364.0
2620,E02002741,3675.0
2621,E02002743,2645.0
2622,E02002744,2777.0
2623,E02002745,3341.0
2624,E02002746,4280.0
2625,E02002747,4026.0
2626,E02002748,3534.0
2627,E02002749,5366.0
2628,E02002750,2735.0
2629,E02002751,2751.0
2630,E02002752,3050.0
2631,E02002753,4017.0
2632,E02002754,3567.0
2633,E02002755,3006.0
2634,E02002756,3367.0
2635,E02002757,2524.0
2636,E02002758,2779.0
2637,E02002759,4269.0
2638,E02002760,2498.0
2639,E02002761,2865.0
2640,E02002762,2831.0
2641,E02002763,3750.0
2642,E02002764,2321.0
2643,E02002765,2726.0
2644,E02002766,3814.0
2645,E02002767,3061.0
2646,E02002768,3256.0
2647,E02002769,2524.0
2648,E02002770,3064.0
2649,E02002771,3032.0
2650,E02002772,2785.0
2651,E02002773,2619.0
2652,E02002774,2636.0
2653,E02002775,2597.0
2654,E02002776,3025.0
2655,E02002777,3836.0
2656,E02002778,3541.0
2657,E02002779,4151.0
2658,E02002780,3447.0
2659,E02002781,4139.0
2660,E02002782,2539.0
2661,E02002783,4286.0
2662,E02002784,5691.0
2663,E02002785,3239.0
2664,E02002786,3868.0
2665,E02002787,4301.0
2666,E02002788,3919.0
2667,E02002789,3976.0
2668,E02002790,4632.0
2669,E02002791,2708.0
2670,E02002792,3515.0
2671,E02002793,4222.0
2672,E02002794,2213.0
2673,E02002795,3580.0
2674,E02002796,2599.0
2675,E02002797,3325.0
2676,E02002798,4471.0
2677,E02002799,2568.0
2678,E02002800,3172.0
2679,E02002801,3174.0
2680,E02002802,3275.0
2681,E02002803,3613.0
2682,E02002804,3760.0
2683,E02002805,2605.0
2684,E02002806,2823.0
2685,E02002807,3739.0
2686,E02002808,5854.0
2687,E02002809,3012.0
2688,E02002810,3916.0
2689,E02002811,3632.0
2690,E02002812,3010.0
2691,E02002813,3948.0
2692,E02002814,3228.0
2693,E02002815,2507.0
2694,E02002816,3380.0
2695,E02002817,2372.0
2696,E02002818,2904.0
2697,E02002819,3544.0
2698,E02002820,4136.0
2699,E02002821,4538.0
2700,E02002822,2727.0
2701,E02002823,3275.0
2702,E02002824,3984.0
2703,E02002825,3653.0
2704,E02002826,2908.0
2705,E02002827,2642.0
2706,E02002828,3042.0
2707,E02002829,4349.0
2708,E02002830,3936.0
2709,E02002831,2389.0
2710,E02002832,3314.0
2711,E02002833,2674.0
2712,E02002834,4701.0
2713,E02002836,3284.0
2714,E02002837,2894.0
2715,E02002838,3090.0
2716,E02002839,3035.0
2717,E02002842,3482.0
2718,E02002843,4029.0
2719,E02002844,3609.0
2720,E02002845,3865.0
2721,E02002846,3047.0
2722,E02002847,2837.0
2723,E02002848,3278.0
2724,E02002849,5181.0
2725,E02002851,2866.0
2726,E02002852,2604.0
2727,E02002853,4048.0
2728,E02002854,3145.0
2729,E02002855,3018.0
2730,E02002856,4953.0
2731,E02002857,3244.0
2732,E02002858,2948.0
2733,E02002860,3442.0
2734,E02002861,2792.0
2735,E02002862,3534.0
2736,E02002863,2875.0
2737,E02002864,3553.0
2738,E02002865,3502.0
2739,E02002866,3200.0
2740,E02002867,3564.0
2741,E02002868,2519.0
2742,E02002869,3287.0
2743,E02002871,3516.0
2744,E02002872,3753.0
2745,E02002873,3848.0
2746,E02002874,3069.0
2747,E02002875,3676.0
2748,E02002876,3416.0
2749,E02002877,3680.0
2750,E02002878,3162.0
2751,E02002879,4040.0
2752,E02002880,3219.0
2753,E02002881,2764.0
2754,E02002882,3885.0
2755,E02002883,3503.0
2756,E02002884,2518.0
2757,E02002885,3081.0
2758,E02002886,3669.0
2759,E02002887,2756.0
2760,E02002888,3365.0
2761,E02002889,2674.0
2762,E02002890,4197.0
2763,E02002891,3284.0
2764,E02002892,2473.0
2765,E02002893,4131.0
2766,E02002895,3456.0
2767,E02002896,4167.0
2768,E02002897,3235.0
2769,E02002898,3294.0
2770,E02002901,2679.0
2771,E02002902,3417.0
2772,E02002903,2674.0
2773,E02002904,2602.0
2774,E02002905,2769.0
2775,E02002906,2519.0
2776,E02002907,2937.0
2777,E02002908,3915.0
2778,E02002909,4859.0
2779,E02002910,3558.0
2780,E02002911,3999.0
2781,E02002912,3169.0
2782,E02002913,2533.0
2783,E02002914,4125.0
2784,E02002915,3418.0
2785,E02002916,4729.0
2786,E02002917,3106.0
2787,E02002918,2418.0
2788,E02002919,3892.0
2789,E02002920,2847.0
2790,E02002921,3267.0
2791,E02002922,2790.0
2792,E02002923,4472.0
2793,E02002924,2620.0
2794,E02002925,4586.0
2795,E02002926,5197.0
2796,E02002927,5101.0
2797,E02002928,2557.0
2798,E02002929,2453.0
2799,E02002930,3103.0
2800,E02002931,2693.0
2801,E02002932,3557.0
2802,E02002933,3475.0
2803,E02002934,2567.0
2804,E02002935,2877.0
2805,E02002936,4172.0
2806,E02002937,4550.0
2807,E02002938,2869.0
2808,E02002939,3504.0
2809,E02002940,2713.0
2810,E02002941,4653.0
2811,E02002942,3007.0
2812,E02002944,3508.0
2813,E02002945,3759.0
2814,E02002946,3491.0
2815,E02002947,2752.0
2816,E02002948,2774.0
2817,E02002949,2565.0
2818,E02002950,2394.0
2819,E02002951,3355.0
2820,E02002952,3091.0
2821,E02002953,3148.0
2822,E02002954,3599.0
2823,E02002955,3045.0
2824,E02002956,3792.0
2825,E02002957,4225.0
2826,E02002958,3763.0
2827,E02002959,3989.0
2828,E02002960,2466.0
2829,E02002961,3004.0
2830,E02002962,3362.0
2831,E02002963,3414.0
2832,E02002964,3875.0
2833,E02002965,2925.0
2834,E02002966,4217.0
2835,E02002967,4250.0
2836,E02002968,4158.0
2837,E02002969,4324.0
2838,E02002970,3793.0
2839,E02002973,3427.0
2840,E02002974,2610.0
2841,E02002975,3146.0
2842,E02002976,2387.0
2843,E02002977,2702.0
2844,E02002978,2947.0
2845,E02002979,2163.0
2846,E02002980,2673.0
2847,E02002981,3330.0
2848,E02002982,3650.0
2849,E02002983,2257.0
2850,E02002984,2259.0
2851,E02002985,2861.0
2852,E02002986,3140.0
2853,E02002987,2480.0
2854,E02002988,2452.0
2855,E02002989,2362.0
2856,E02002990,2780.0
2857,E02002991,5464.0
2858,E02002992,2427.0
2859,E02002993,2564.0
2860,E02002994,4319.0
2861,E02002995,2393.0
2862,E02002996,3587.0
2863,E02002997,3126.0
2864,E02002998,2275.0
2865,E02002999,2336.0
2866,E02003000,4017.0
2867,E02003001,2229.0
2868,E02003002,2663.0
2869,E02003003,2363.0
2870,E02003004,2887.0
2871,E02003005,2679.0
2872,E02003006,3606.0
2873,E02003007,3951.0
2874,E02003008,2554.0
2875,E02003009,2663.0
2876,E02003010,2611.0
2877,E02003011,2465.0
2878,E02003012,5057.0
2879,E02003013,4806.0
2880,E02003014,3358.0
2881,E02003015,2769.0
2882,E02003016,3065.0
2883,E02003017,2744.0
2884,E02003018,2495.0
2885,E02003019,4259.0
2886,E02003020,2504.0
2887,E02003021,2733.0
2888,E02003022,2442.0
2889,E02003023,2613.0
2890,E02003024,4017.0
2891,E02003025,2902.0
2892,E02003026,3292.0
2893,E02003027,5025.0
2894,E02003028,3439.0
2895,E02003029,2514.0
2896,E02003030,3250.0
2897,E02003031,4103.0
2898,E02003032,3373.0
2899,E02003033,3500.0
2900,E02003036,3617.0
2901,E02003037,3988.0
2902,E02003038,2954.0
2903,E02003039,3772.0
2904,E02003040,4644.0
2905,E02003041,2874.0
2906,E02003044,2657.0
2907,E02003045,2844.0
2908,E02003046,4352.0
2909,E02003047,4741.0
2910,E02003048,3154.0
2911,E02003049,3300.0
2912,E02003050,4945.0
2913,E02003051,2996.0
2914,E02003052,3032.0
2915,E02003053,3447.0
2916,E02003054,2823.0
2917,E02003055,3291.0
2918,E02003056,2922.0
2919,E02003057,2551.0
2920,E02003058,4074.0
2921,E02003059,2872.0
2922,E02003060,4668.0
2923,E02003061,2497.0
2924,E02003062,2383.0
2925,E02003063,2981.0
2926,E02003064,2985.0
2927,E02003065,4598.0
2928,E02003066,2617.0
2929,E02003067,3458.0
2930,E02003068,2730.0
2931,E02003069,2504.0
2932,E02003070,5420.0
2933,E02003071,3717.0
2934,E02003072,4248.0
2935,E02003073,2658.0
2936,E02003074,3456.0
2937,E02003075,2398.0
2938,E02003076,4139.0
2939,E02003077,2607.0
2940,E02003078,3099.0
2941,E02003079,3866.0
2942,E02003080,4002.0
2943,E02003081,4143.0
2944,E02003082,4662.0
2945,E02003084,5186.0
2946,E02003085,3458.0
2947,E02003086,2793.0
2948,E02003087,4716.0
2949,E02003088,3759.0
2950,E02003089,2598.0
2951,E02003090,3758.0
2952,E02003091,2909.0
2953,E02003092,3260.0
2954,E02003093,2788.0
2955,E02003094,3568.0
2956,E02003095,3443.0
2957,E02003096,2712.0
2958,E02003097,2884.0
2959,E02003098,4073.0
2960,E02003099,3188.0
2961,E02003101,4345.0
2962,E02003102,2827.0
2963,E02003103,2860.0
2964,E02003104,3176.0
2965,E02003105,2603.0
2966,E02003107,4591.0
2967,E02003108,5040.0
2968,E02003109,2441.0
2969,E02003110,4771.0
2970,E02003111,2750.0
2971,E02003112,2666.0
2972,E02003113,4296.0
2973,E02003114,3180.0
2974,E02003115,4236.0
2975,E02003116,3322.0
2976,E02003117,3925.0
2977,E02003118,4202.0
2978,E02003119,4206.0
2979,E02003120,3841.0
2980,E02003121,4410.0
2981,E02003122,3151.0
2982,E02003123,3735.0
2983,E02003124,3547.0
2984,E02003125,2733.0
2985,E02003126,3466.0
2986,E02003127,3075.0
2987,E02003128,4092.0
2988,E02003129,2814.0
2989,E02003130,4529.0
2990,E02003131,3183.0
2991,E02003132,3740.0
2992,E02003133,3056.0
2993,E02003134,2880.0
2994,E02003135,2931.0
2995,E02003136,3327.0
2996,E02003137,3164.0
2997,E02003138,3219.0
2998,E02003139,2735.0
2999,E02003140,3245.0
3000,E02003141,3780.0
3001,E02003142,4007.0
3002,E02003143,3284.0
3003,E02003144,3212.0
3004,E02003145,2863.0
3005,E02003146,3513.0
3006,E02003147,4348.0
3007,E02003148,4423.0
3008,E02003149,4325.0
3009,E02003151,3564.0
3010,E02003152,4768.0
3011,E02003153,3335.0
3012,E02003154,3041.0
3013,E02003155,2720.0
3014,E02003156,4404.0
3015,E02003157,3065.0
3016,E02003158,2618.0
3017,E02003159,2592.0
3018,E02003161,3957.0
3019,E02003163,4341.0
3020,E02003164,3923.0
3021,E02003165,3073.0
3022,E02003166,5193.0
3023,E02003167,5015.0
3024,E02003168,3290.0
3025,E02003169,3035.0
3026,E02003170,4641.0
3027,E02003171,3302.0
3028,E02003172,2759.0
3029,E02003173,3076.0
3030,E02003174,3608.0
3031,E02003175,3833.0
3032,E02003176,3048.0
3033,E02003177,3288.0
3034,E02003178,3546.0
3035,E02003179,2766.0
3036,E02003180,3821.0
3037,E02003181,3440.0
3038,E02003182,2636.0
3039,E02003183,2870.0
3040,E02003184,3246.0
3041,E02003185,3094.0
3042,E02003186,3840.0
3043,E02003187,4138.0
3044,E02003188,5760.0
3045,E02003189,4080.0
3046,E02003190,5529.0
3047,E02003191,3943.0
3048,E02003192,5264.0
3049,E02003194,2479.0
3050,E02003195,2333.0
3051,E02003196,4275.0
3052,E02003197,2890.0
3053,E02003198,3054.0
3054,E02003199,4096.0
3055,E02003200,4168.0
3056,E02003201,4702.0
3057,E02003202,2660.0
3058,E02003203,3260.0
3059,E02003204,4040.0
3060,E02003205,3414.0
3061,E02003206,4338.0
3062,E02003207,2973.0
3063,E02003208,5566.0
3064,E02003209,2999.0
3065,E02003210,4637.0
3066,E02003211,4323.0
3067,E02003212,3745.0
3068,E02003214,2811.0
3069,E02003215,3048.0
3070,E02003216,4274.0
3071,E02003217,3020.0
3072,E02003218,2552.0
3073,E02003219,4947.0
3074,E02003220,4451.0
3075,E02003221,2883.0
3076,E02003222,2513.0
3077,E02003223,4650.0
3078,E02003224,3815.0
3079,E02003225,2833.0
3080,E02003226,3738.0
3081,E02003227,2785.0
3082,E02003228,2921.0
3083,E02003229,2362.0
3084,E02003230,3907.0
3085,E02003231,3268.0
3086,E02003232,3599.0
3087,E02003233,3743.0
3088,E02003234,3567.0
3089,E02003235,4114.0
3090,E02003236,5309.0
3091,E02003237,2667.0
3092,E02003238,2468.0
3093,E02003239,3546.0
3094,E02003240,2708.0
3095,E02003241,3049.0
3096,E02003242,3769.0
3097,E02003243,4810.0
3098,E02003244,3788.0
3099,E02003245,3058.0
3100,E02003246,3200.0
3101,E02003247,3502.0
3102,E02003248,3465.0
3103,E02003249,5019.0
3104,E02003250,4694.0
3105,E02003251,3057.0
3106,E02003252,4766.0
3107,E02003253,4543.0
3108,E02003254,4067.0
3109,E02003255,5587.0
3110,E02003257,3774.0
3111,E02003258,3489.0
3112,E02003259,2609.0
3113,E02003260,3257.0
3114,E02003261,2477.0
3115,E02003262,4065.0
3116,E02003263,4488.0
3117,E02003264,3202.0
3118,E02003265,3499.0
3119,E02003266,3651.0
3120,E02003267,3685.0
3121,E02003268,3746.0
3122,E02003269,4204.0
3123,E02003270,3092.0
3124,E02003271,4023.0
3125,E02003272,2829.0
3126,E02003273,4310.0
3127,E02003274,3363.0
3128,E02003276,2728.0
3129,E02003277,3967.0
3130,E02003278,5255.0
3131,E02003279,4058.0
3132,E02003280,4480.0
3133,E02003281,4201.0
3134,E02003282,4443.0
3135,E02003283,4446.0
3136,E02003284,4640.0
3137,E02003285,4628.0
3138,E02003286,3854.0
3139,E02003287,4195.0
3140,E02003288,5974.0
3141,E02003289,4708.0
3142,E02003290,4472.0
3143,E02003291,5139.0
3144,E02003292,5556.0
3145,E02003293,5668.0
3146,E02003294,3954.0
3147,E02003295,3926.0
3148,E02003296,2763.0
3149,E02003297,2914.0
3150,E02003298,2832.0
3151,E02003299,2457.0
3152,E02003300,3588.0
3153,E02003301,4511.0
3154,E02003302,4024.0
3155,E02003303,3540.0
3156,E02003304,3640.0
3157,E02003305,2655.0
3158,E02003307,3959.0
3159,E02003308,2805.0
3160,E02003309,3002.0
3161,E02003311,3442.0
3162,E02003312,3768.0
3163,E02003313,5217.0
3164,E02003314,2863.0
3165,E02003315,2225.0
3166,E02003316,4664.0
3167,E02003317,2757.0
3168,E02003318,2283.0
3169,E02003319,3297.0
3170,E02003320,3791.0
3171,E02003321,2495.0
3172,E02003322,3136.0
3173,E02003323,2821.0
3174,E02003324,3861.0
3175,E02003325,3008.0
3176,E02003326,2962.0
3177,E02003327,3663.0
3178,E02003328,4331.0
3179,E02003329,2643.0
3180,E02003330,2732.0
3181,E02003331,3668.0
3182,E02003332,2313.0
3183,E02003333,2787.0
3184,E02003334,2311.0
3185,E02003335,2700.0
3186,E02003336,2634.0
3187,E02003337,2676.0
3188,E02003338,3174.0
3189,E02003339,2435.0
3190,E02003340,3218.0
3191,E02003341,2661.0
3192,E02003342,2572.0
3193,E02003343,2376.0
3194,E02003344,2698.0
3195,E02003345,2453.0
3196,E02003346,2875.0
3197,E02003347,2436.0
3198,E02003348,3191.0
3199,E02003349,3068.0
3200,E02003350,2514.0
3201,E02003351,3167.0
3202,E02003352,2505.0
3203,E02003353,4936.0
3204,E02003354,4129.0
3205,E02003355,2878.0
3206,E02003356,2850.0
3207,E02003357,4326.0
3208,E02003358,5035.0
3209,E02003359,2797.0
3210,E02003360,4335.0
3211,E02003361,3074.0
3212,E02003362,2734.0
3213,E02003363,2672.0
3214,E02003364,2712.0
3215,E02003365,2745.0
3216,E02003366,2520.0
3217,E02003367,2476.0
3218,E02003368,2507.0
3219,E02003369,2566.0
3220,E02003370,2719.0
3221,E02003371,2348.0
3222,E02003372,3093.0
3223,E02003373,3042.0
3224,E02003374,2453.0
3225,E02003375,2692.0
3226,E02003376,2691.0
3227,E02003377,3972.0
3228,E02003378,3597.0
3229,E02003379,2828.0
3230,E02003380,3362.0
3231,E02003381,2378.0
3232,E02003382,3206.0
3233,E02003383,2764.0
3234,E02003384,2710.0
3235,E02003385,5350.0
3236,E02003386,3660.0
3237,E02003387,3749.0
3238,E02003388,2498.0
3239,E02003389,3189.0
3240,E02003390,2894.0
3241,E02003391,3409.0
3242,E02003392,3767.0
3243,E02003393,3278.0
3244,E02003394,3204.0
3245,E02003395,4296.0
3246,E02003396,4071.0
3247,E02003397,3248.0
3248,E02003398,4274.0
3249,E02003400,3092.0
3250,E02003401,3855.0
3251,E02003402,4060.0
3252,E02003403,3824.0
3253,E02003404,2279.0
3254,E02003405,4909.0
3255,E02003406,3049.0
3256,E02003407,3709.0
3257,E02003408,3524.0
3258,E02003409,3985.0
3259,E02003410,3400.0
3260,E02003411,3743.0
3261,E02003412,3619.0
3262,E02003414,4733.0
3263,E02003415,4260.0
3264,E02003416,3312.0
3265,E02003417,4588.0
3266,E02003418,3373.0
3267,E02003419,3145.0
3268,E02003420,2395.0
3269,E02003421,2151.0
3270,E02003422,4857.0
3271,E02003423,2381.0
3272,E02003424,3897.0
3273,E02003425,5621.0
3274,E02003426,3768.0
3275,E02003427,3037.0
3276,E02003428,3562.0
3277,E02003429,2959.0
3278,E02003430,2589.0
3279,E02003431,2795.0
3280,E02003432,3139.0
3281,E02003433,2664.0
3282,E02003434,3773.0
3283,E02003435,2929.0
3284,E02003436,3501.0
3285,E02003437,2955.0
3286,E02003438,4353.0
3287,E02003439,2320.0
3288,E02003440,3783.0
3289,E02003441,3016.0
3290,E02003442,3334.0
3291,E02003443,2784.0
3292,E02003444,3279.0
3293,E02003445,3423.0
3294,E02003446,3130.0
3295,E02003447,3949.0
