,GEOGRAPHY_CODE,1 room,2 rooms,3 rooms,4 rooms,5 rooms,6 rooms,7 rooms,8 rooms,9 or more rooms,Total: All households
2762,E02002890,0.019776030497974745,0.32308791994281627,0.3214200619490112,0.20752918751489158,0.08553728853943293,0.023350011913271386,0.01143674052894925,0.0035739814152966403,0.004288777698355968,1
2763,E02002891,0.0003045066991473812,0.03836784409257003,0.21954933008526187,0.42600487210718635,0.2624847746650426,0.037758830694275276,0.010657734470158343,0.00243605359317905,0.00243605359317905,1
2764,E02002892,0.0,0.0918284789644013,0.12257281553398058,0.20024271844660194,0.5432847896440129,0.023462783171521034,0.012540453074433657,0.004449838187702265,0.0016181229773462784,1
2765,E02002893,0.02832244008714597,0.1832486080852094,0.32171387073347857,0.2604696199467441,0.10384894698620188,0.048172355361897845,0.04405712902444928,0.0060518034374243525,0.00411522633744856,1
2766,E02002895,0.010416666666666666,0.20023148148148148,0.3197337962962963,0.1484375,0.09403935185185185,0.09780092592592593,0.05179398148148148,0.048032407407407406,0.029513888888888888,1
2767,E02002896,0.004799616030717543,0.1111111111111111,0.326133909287257,0.3316534677225822,0.17782577393808496,0.03479721622270218,0.008399328053755699,0.0023998080153587713,0.0028797696184305254,1
2768,E02002897,0.0009273570324574962,0.04544049459041731,0.15394126738794436,0.2571870170015456,0.3693972179289026,0.10695517774343122,0.04605873261205564,0.015765069551777436,0.004327666151468315,1
2769,E02002898,0.00545950864422202,0.11191992720655142,0.17986047922353654,0.24082499241734912,0.2229299363057325,0.12981498331816804,0.060661207158022444,0.0272975432211101,0.021231422505307854,1
2770,E02002901,0.0007465472191116088,0.06420306084359836,0.16648002986188876,0.2799552071668533,0.4001493094438223,0.060470324748040316,0.022396416573348264,0.003732736095558044,0.001866368047779022,1
2771,E02002902,0.002048580626280363,0.14135206321334504,0.06965174129353234,0.24612232952882646,0.5153643546971027,0.019022534386889084,0.003511852502194908,0.001170617500731636,0.001755926251097454,1
2772,E02002903,0.00037397157816005983,0.168661181750187,0.22288706058339566,0.39902767389678384,0.15519820493642483,0.036275243081525806,0.011967090501121914,0.004487658937920718,0.0011219147344801795,1
2773,E02002904,0.0003843197540353574,0.08224442736356649,0.03420445810914681,0.6648731744811683,0.21022290545734051,0.004996156802459646,0.0007686395080707148,0.0003843197540353574,0.001921598770176787,1
2774,E02002905,0.002163721601153985,0.031013342949873783,0.16155787955283088,0.2982329606923909,0.22142084385142444,0.13739632167327803,0.06923909123692752,0.03425892535160476,0.04471691309051569,1
2775,E02002906,0.0015879317189360857,0.08296943231441048,0.2604208019055181,0.3620484319174275,0.16395394998015086,0.09011512504962287,0.026597856292179436,0.007145692735212386,0.005160778086542279,1
2776,E02002907,0.017364657814096015,0.13925774599931903,0.2744296901600272,0.2540006809669731,0.18352059925093633,0.07660878447395301,0.027919645897173988,0.011235955056179775,0.015662240381341504,1
2777,E02002908,0.0033205619412515963,0.03269476372924649,0.15095785440613027,0.28045977011494255,0.23065134099616857,0.15887611749680716,0.0735632183908046,0.034993614303959135,0.034482758620689655,1
2778,E02002909,0.0024706609017912293,0.10891496808729668,0.17953469219682933,0.2789787934939263,0.20032942145357216,0.11467984352480955,0.05847230800905909,0.02697138151122092,0.02964793082149475,1
2779,E02002910,0.0036537380550871277,0.048060708263069137,0.18887015177065766,0.29314221472737495,0.20798201236649802,0.11860595840359753,0.06408094435075885,0.03850477796514896,0.03709949409780776,1
