,GEOGRAPHY_CODE,Occupancy rating of bedrooms: +1,Occupancy rating of bedrooms: +2 or more,Occupancy rating of bedrooms: -1,Occupancy rating of bedrooms: -2 or less,Occupancy rating of bedrooms: 0,Total: All households
70,E02000073,0.35575221238938054,0.4384323640960809,0.027307206068268017,0.007079646017699115,0.17142857142857143,3955.0
71,E02000074,0.2803311447330859,0.1804167856123323,0.0844990008564088,0.009991435912075365,0.44476163288609766,3503.0
72,E02000075,0.3632899333121626,0.4410924102889806,0.019688790092092727,0.0028580501746586218,0.17307081613210543,3149.0
73,E02000077,0.3337874659400545,0.36614441416893734,0.04393732970027248,0.009877384196185286,0.2462534059945504,2936.0
74,E02000078,0.3653527658164955,0.393176548526002,0.028155018217952965,0.0059622391520370984,0.2073534282875124,3019.0
75,E02000079,0.34068080357142855,0.3306361607142857,0.0390625,0.004464285714285714,0.28515625,3584.0
76,E02000080,0.36461336828309304,0.3347313237221494,0.04482306684141547,0.006290956749672346,0.24954128440366974,3815.0
77,E02000081,0.3366880146386093,0.35559621835925587,0.03629155230253126,0.007929246721561452,0.26349496797804206,3279.0
78,E02000082,0.3502759221609062,0.4281150159744409,0.03485332558814987,0.004356665698518733,0.18239907057798432,3443.0
79,E02000083,0.35553555355535554,0.26552655265526554,0.05378037803780378,0.0063006300630063005,0.31885688568856885,4444.0
80,E02000084,0.35079780900214336,0.4339128363896166,0.024291497975708502,0.0050011907597046915,0.18599666587282687,4199.0
81,E02000085,0.39863325740318906,0.31858119101854865,0.036121054344288965,0.007159127888057273,0.23950536934591604,3073.0
82,E02000086,0.3436154949784792,0.4253945480631277,0.021520803443328552,0.001793400286944046,0.2076757532281205,2788.0
83,E02000087,0.33162804694553116,0.4646403851941017,0.021065302437556426,0.0012037315678603672,0.18146253385495034,3323.0
84,E02000088,0.355249916135525,0.4491781281449178,0.023817510902381753,0.0033545790003354577,0.16839986581684,2981.0
85,E02000089,0.340564738292011,0.48484848484848486,0.014807162534435262,0.003443526170798898,0.15633608815426997,2904.0
86,E02000090,0.349297116988325,0.2606623778889683,0.03812246842983083,0.005718370264474625,0.3461996664284012,4197.0
87,E02000091,0.3218778077268643,0.32367475292003595,0.029874213836477988,0.004043126684636119,0.32053009883198563,4452.0
88,E02000092,0.33394698085419733,0.24852724594992637,0.06111929307805596,0.008468335787923416,0.3479381443298969,2716.0
89,E02000093,0.2922459893048128,0.2606951871657754,0.11122994652406418,0.03877005347593583,0.29705882352941176,3740.0
90,E02000094,0.25822273514137334,0.2184073860357761,0.12435083669936527,0.031736872475476054,0.36728216964800925,3466.0
91,E02000095,0.26319095477386933,0.2795226130653266,0.12311557788944724,0.05307788944723618,0.2810929648241206,3184.0
92,E02000096,0.23378702962369896,0.4355484387510008,0.07045636509207366,0.017614091273018415,0.24259407526020815,2498.0
93,E02000097,0.26102699144173797,0.28110599078341014,0.10533245556287031,0.04246214614878209,0.31007241606319946,3038.0
94,E02000098,0.24704244954766874,0.2807933194154488,0.11238691718858733,0.029575504523312455,0.3302018093249826,2874.0
95,E02000099,0.22077476859787454,0.24237230030853615,0.15152553993829276,0.06102159753171066,0.32430579362358586,2917.0
96,E02000100,0.2244738893219018,0.42049883086515977,0.08300857365549494,0.03195635229929852,0.24006235385814498,2566.0
97,E02000101,0.2260253762171732,0.18353496606668634,0.1498967246975509,0.04396577161404544,0.39657716140454413,3389.0
98,E02000102,0.22131147540983606,0.17921013412816691,0.14307004470938897,0.05402384500745157,0.40238450074515647,2684.0
99,E02000103,0.20883882149046792,0.2019064124783362,0.14067013287117272,0.032351242056614674,0.41623339110340846,3462.0
100,E02000104,0.24544701986754966,0.24834437086092714,0.11216887417218543,0.0451158940397351,0.34892384105960267,2416.0
101,E02000105,0.2282958199356913,0.17717041800643088,0.15691318327974277,0.05466237942122187,0.38295819935691316,3110.0
102,E02000106,0.19269380925822643,0.22030117122141663,0.1430563301728946,0.049079754601226995,0.39486893474623536,3586.0
