,GEOGRAPHY_CODE,Usual residents per square kilometre
2229,E02002328,204.9
2230,E02002329,465.1
2231,E02002330,2073.3
2232,E02002331,341.8
2233,E02002332,2243.0
2234,E02002333,871.5
2235,E02002334,300.0
2236,E02002335,144.5
2237,E02002336,242.9
2238,E02002337,519.0
2239,E02002338,3424.4
2240,E02002339,3996.5
2241,E02002340,2693.7
2242,E02002341,554.3
2243,E02002342,2005.4
2244,E02002343,2076.4
2245,E02002344,4175.1
2246,E02002345,1166.4
2247,E02002346,4173.2
2248,E02002347,3501.1
2249,E02002348,2741.1
2250,E02002349,1268.6
2251,E02002350,1691.9
2252,E02002351,331.9
2253,E02002352,4832.3
2254,E02002353,4829.0
2255,E02002354,4116.6
2256,E02002356,1587.4
2257,E02002357,4735.2
2258,E02002358,2923.3
2259,E02002359,144.3
2260,E02002360,4221.2
2261,E02002361,3156.3
2262,E02002362,3160.2
2263,E02002363,4961.9
2264,E02002364,3744.2
2265,E02002366,3644.3
2266,E02002367,3588.5
2267,E02002368,1101.2
2268,E02002369,4660.3
2269,E02002370,3655.8
2270,E02002371,5972.3
2271,E02002373,9826.7
2272,E02002374,4121.9
2273,E02002375,2690.5
2274,E02002376,7067.9
2275,E02002377,14762.2
2276,E02002379,4801.4
2277,E02002380,4073.4
2278,E02002381,2916.5
2279,E02002382,15257.5
2280,E02002383,19894.8
2281,E02002384,6383.6
2282,E02002385,6313.6
2283,E02002386,1311.2
2284,E02002387,5137.8
2285,E02002388,4497.2
2286,E02002389,3787.3
2287,E02002390,3984.9
2288,E02002391,3662.8
2289,E02002392,7503.4
2290,E02002393,6448.3
2291,E02002394,7108.2
2292,E02002395,2535.2
2293,E02002396,4320.6
2294,E02002397,4208.8
2295,E02002398,940.6
2296,E02002399,1638.3
2297,E02002400,3801.2
2298,E02002401,1762.7
2299,E02002402,1367.3
2300,E02002403,2609.3
2301,E02002404,6330.7
2302,E02002405,1958.5
2303,E02002406,2859.5
2304,E02002407,4942.0
2305,E02002408,2629.0
2306,E02002409,1256.5
2307,E02002410,3275.0
2308,E02002411,4217.4
2309,E02002412,1469.0
2310,E02002414,5141.1
2311,E02002415,10946.5
2312,E02002416,451.8
2313,E02002417,292.6
2314,E02002418,2777.1
2315,E02002419,2800.5
2316,E02002420,4171.2
2317,E02002421,4589.6
2318,E02002422,2160.2
2319,E02002423,3787.5
2320,E02002424,1848.0
2321,E02002425,1438.9
2322,E02002426,2155.4
2323,E02002427,3539.8
2324,E02002428,2105.5
2325,E02002429,511.6
2326,E02002430,3051.4
2327,E02002431,2741.6
2328,E02002432,694.2
2329,E02002433,4453.4
2330,E02002434,1724.3
2331,E02002435,1025.8
2332,E02002436,1149.4
2333,E02002437,1183.2
2334,E02002438,1811.0
2335,E02002439,2816.9
2336,E02002440,2927.6
2337,E02002441,3565.7
2338,E02002442,1883.6
2339,E02002443,1668.5
2340,E02002444,748.9
2341,E02002445,2485.4
2342,E02002446,832.7
2343,E02002447,1141.1
2344,E02002448,1064.8
2345,E02002449,2186.1
2346,E02002450,1615.0
2347,E02002451,1402.2
2348,E02002452,1203.4
2349,E02002453,947.2
2350,E02002454,4026.4
2351,E02002455,2512.7
2352,E02002456,4561.5
2353,E02002457,4621.6
2354,E02002458,1300.4
2355,E02002459,2571.5
2356,E02002460,2070.3
2357,E02002461,752.4
2358,E02002462,1413.0
2359,E02002463,4282.1
2360,E02002464,1305.1
2361,E02002465,1463.5
2362,E02002466,2688.1
2363,E02002467,2100.7
2364,E02002468,1925.3
2365,E02002469,429.0
2366,E02002470,1482.8
2367,E02002471,271.1
2368,E02002472,416.3
2369,E02002473,885.1
2370,E02002474,1501.8
2371,E02002475,166.5
2372,E02002476,688.5
2373,E02002477,537.7
2374,E02002478,469.4
2375,E02002479,1116.7
2376,E02002480,2396.7
2377,E02002481,1185.7
2378,E02002482,930.9
2379,E02002483,3644.9
2380,E02002484,2171.1
2381,E02002485,4457.4
2382,E02002489,3802.2
2383,E02002490,3340.8
2384,E02002491,2795.9
2385,E02002492,1512.0
2386,E02002493,555.0
2387,E02002494,4994.1
2388,E02002496,2054.7
2389,E02002497,3563.4
2390,E02002498,7521.9
2391,E02002499,4116.6
2392,E02002500,5539.3
2393,E02002501,5300.7
2394,E02002502,4318.2
2395,E02002503,2828.5
2396,E02002504,5820.1
2397,E02002505,5348.0
2398,E02002506,2693.2
2399,E02002507,3075.6
2400,E02002508,2051.9
2401,E02002509,4060.5
2402,E02002510,2158.4
2403,E02002512,2240.8
2404,E02002513,1586.9
2405,E02002514,2041.1
2406,E02002515,4722.7
2407,E02002516,4468.0
2408,E02002517,157.9
2409,E02002518,3645.4
2410,E02002519,4796.5
2411,E02002520,1057.8
2412,E02002521,1904.0
2413,E02002523,2920.5
2414,E02002524,697.5
2415,E02002525,1967.7
2416,E02002526,553.5
2417,E02002527,1243.9
2418,E02002529,1952.1
2419,E02002530,80.3
2420,E02002532,322.0
2421,E02002533,3155.2
2422,E02002534,127.7
2423,E02002535,2646.2
2424,E02002536,4428.5
2425,E02002537,309.9
2426,E02002538,899.8
2427,E02002539,131.0
2428,E02002540,2451.4
2429,E02002541,3313.7
2430,E02002542,4003.3
2431,E02002543,3857.3
2432,E02002544,3035.7
2433,E02002545,2109.2
2434,E02002546,3767.4
2435,E02002547,3215.1
2436,E02002549,2038.1
2437,E02002550,2254.8
2438,E02002551,1521.2
2439,E02002552,4214.0
2440,E02002553,3658.3
2441,E02002554,1595.8
2442,E02002555,1455.2
2443,E02002556,542.6
2444,E02002558,604.9
2445,E02002559,72.9
2446,E02002560,3028.2
2447,E02002561,3691.1
2448,E02002562,4522.6
2449,E02002563,3553.2
2450,E02002564,4956.0
2451,E02002567,2288.6
2452,E02002568,3880.7
2453,E02002569,1807.4
2454,E02002570,5898.6
2455,E02002571,3217.5
2456,E02002572,4157.6
2457,E02002573,241.6
2458,E02002574,1770.6
2459,E02002575,3920.6
2460,E02002576,2246.9
2461,E02002577,5209.5
2462,E02002578,3572.2
2463,E02002579,5376.0
2464,E02002580,2035.6
2465,E02002581,510.9
2466,E02002582,442.6
2467,E02002583,1450.3
2468,E02002584,4685.0
2469,E02002585,1478.6
2470,E02002586,3880.9
2471,E02002587,3187.0
2472,E02002588,3653.2
2473,E02002589,1590.1
2474,E02002590,334.9
2475,E02002591,404.2
2476,E02002592,338.4
2477,E02002593,1144.3
2478,E02002594,1507.2
2479,E02002595,2863.9
2480,E02002596,2942.2
2481,E02002597,5666.6
2482,E02002598,1953.1
2483,E02002599,3256.8
2484,E02002600,4998.4
2485,E02002601,3140.7
2486,E02002602,3136.8
2487,E02002603,763.3
2488,E02002604,4610.5
2489,E02002605,3791.1
2490,E02002606,4133.0
2491,E02002607,1765.2
2492,E02002608,609.5
2493,E02002609,3914.8
2494,E02002610,751.1
2495,E02002611,2728.0
2496,E02002612,3851.2
2497,E02002613,263.4
2498,E02002614,915.1
2499,E02002615,2274.3
2500,E02002616,3805.0
2501,E02002617,6645.3
2502,E02002618,10365.8
2503,E02002619,8569.9
2504,E02002620,3698.8
2505,E02002621,7183.2
2506,E02002622,4309.4
2507,E02002623,5110.3
2508,E02002624,614.3
2509,E02002625,2020.1
2510,E02002626,3863.0
2511,E02002627,2566.2
2512,E02002628,1789.3
2513,E02002629,4663.8
2514,E02002630,1756.0
2515,E02002631,807.8
2516,E02002632,85.0
2517,E02002633,4382.9
2518,E02002634,3105.6
2519,E02002635,4068.5
2520,E02002636,3042.9
2521,E02002637,5168.2
2522,E02002638,5466.8
2523,E02002639,5372.0
2524,E02002640,8152.7
2525,E02002641,3837.0
2526,E02002642,5661.3
2527,E02002643,9721.6
2528,E02002644,2532.2
2529,E02002645,5339.1
2530,E02002646,1960.9
2531,E02002647,6811.4
2532,E02002648,5919.4
2533,E02002649,4999.1
2534,E02002650,1950.6
2535,E02002651,5976.4
2536,E02002653,4258.3
2537,E02002654,6500.2
2538,E02002655,2129.9
2539,E02002656,4652.7
2540,E02002657,3682.8
2541,E02002658,4118.9
2542,E02002659,5688.7
2543,E02002660,4250.2
2544,E02002661,4185.1
2545,E02002662,3758.9
2546,E02002663,3236.5
2547,E02002664,4213.8
2548,E02002665,3796.6
2549,E02002666,5950.1
2550,E02002667,2128.7
2551,E02002668,4565.7
2552,E02002669,6986.0
2553,E02002670,3844.9
2554,E02002671,1204.7
2555,E02002672,3395.8
2556,E02002673,8467.7
2557,E02002674,5281.2
2558,E02002675,4394.5
2559,E02002676,5733.9
2560,E02002677,3231.4
2561,E02002678,7530.0
2562,E02002679,5148.9
2563,E02002680,2933.7
2564,E02002681,2936.8
2565,E02002682,4904.1
2566,E02002684,190.0
2567,E02002685,476.8
2568,E02002686,1266.0
2569,E02002687,4765.6
2570,E02002688,5325.8
2571,E02002689,30.0
2572,E02002691,35.6
2573,E02002692,130.8
2574,E02002693,47.8
2575,E02002694,89.5
2576,E02002695,485.5
2577,E02002696,52.0
2578,E02002697,61.0
2579,E02002698,124.8
2580,E02002699,1434.7
2581,E02002700,2750.1
2582,E02002701,38.4
2583,E02002702,1560.2
2584,E02002703,240.6
2585,E02002704,74.3
2586,E02002705,301.5
2587,E02002706,883.8
2588,E02002707,73.5
2589,E02002708,1327.6
2590,E02002709,102.7
2591,E02002710,3168.7
2592,E02002711,992.6
2593,E02002712,349.2
2594,E02002714,54.4
2595,E02002715,524.7
2596,E02002716,227.4
2597,E02002717,3214.6
2598,E02002718,511.9
2599,E02002719,1965.1
2600,E02002720,397.4
2601,E02002721,70.4
2602,E02002722,108.6
2603,E02002723,169.4
2604,E02002724,3682.0
2605,E02002725,148.9
2606,E02002726,444.5
2607,E02002727,2360.4
2608,E02002728,2025.7
2609,E02002729,1449.3
2610,E02002730,7731.1
2611,E02002731,10264.1
2612,E02002732,169.9
2613,E02002733,5799.8
2614,E02002734,3242.3
2615,E02002736,7195.8
2616,E02002737,2255.8
2617,E02002738,3644.8
2618,E02002739,6375.1
2619,E02002740,3875.7
2620,E02002741,2612.1
2621,E02002743,3117.9
2622,E02002744,4788.9
2623,E02002745,815.6
2624,E02002746,3503.0
2625,E02002747,1021.5
2626,E02002748,113.9
2627,E02002749,464.5
2628,E02002750,145.7
2629,E02002751,151.0
2630,E02002752,61.7
2631,E02002753,149.4
2632,E02002754,88.5
2633,E02002755,763.9
2634,E02002756,5707.4
2635,E02002757,3359.1
2636,E02002758,659.8
2637,E02002759,120.2
2638,E02002760,1906.2
2639,E02002761,94.6
2640,E02002762,4526.1
2641,E02002763,3871.0
2642,E02002764,3432.7
2643,E02002765,4542.2
2644,E02002766,4271.8
2645,E02002767,1106.1
2646,E02002768,123.8
2647,E02002769,91.4
2648,E02002770,88.1
2649,E02002771,89.3
2650,E02002772,337.0
2651,E02002773,718.0
2652,E02002774,705.7
2653,E02002775,1325.7
2654,E02002776,1069.5
2655,E02002777,658.3
2656,E02002778,1913.8
2657,E02002779,524.8
2658,E02002780,7323.3
2659,E02002781,5941.3
2660,E02002782,159.9
2661,E02002783,3854.2
2662,E02002784,4484.1
2663,E02002785,1235.4
2664,E02002786,6981.3
2665,E02002787,5155.3
2666,E02002788,3861.7
2667,E02002789,5303.5
2668,E02002790,4371.6
2669,E02002791,141.7
2670,E02002792,2077.2
2671,E02002793,2718.1
2672,E02002794,207.2
2673,E02002795,431.7
2674,E02002796,1844.7
2675,E02002797,2355.5
2676,E02002798,4373.2
2677,E02002799,3036.7
2678,E02002800,2176.4
2679,E02002801,4644.2
2680,E02002802,2639.8
2681,E02002803,4269.1
2682,E02002804,4342.0
2683,E02002805,2508.9
2684,E02002806,8370.6
2685,E02002807,3220.2
2686,E02002808,5531.4
2687,E02002809,1228.9
2688,E02002810,3138.8
2689,E02002811,10958.5
2690,E02002812,3075.3
2691,E02002813,6242.0
2692,E02002814,3361.4
2693,E02002815,10739.9
2694,E02002816,2810.7
2695,E02002817,3740.7
2696,E02002818,6604.0
2697,E02002819,1473.6
2698,E02002820,5781.7
2699,E02002821,4278.8
2700,E02002822,4150.0
2701,E02002823,3952.0
2702,E02002824,2000.6
2703,E02002825,3102.6
2704,E02002826,3094.7
2705,E02002827,1384.2
2706,E02002828,2230.1
2707,E02002829,3834.1
2708,E02002830,2815.5
2709,E02002831,5788.1
2710,E02002832,7702.4
2711,E02002833,10523.9
2712,E02002834,3776.6
2713,E02002836,9573.7
2714,E02002837,8887.8
2715,E02002838,4696.7
2716,E02002839,5869.5
2717,E02002842,11122.4
2718,E02002843,16288.8
2719,E02002844,12818.6
2720,E02002845,5022.5
2721,E02002846,2733.1
2722,E02002847,7653.1
2723,E02002848,21062.3
2724,E02002849,10966.9
2725,E02002851,2745.2
2726,E02002852,3564.1
2727,E02002853,9544.9
2728,E02002854,5691.6
2729,E02002855,5466.7
2730,E02002856,4375.7
2731,E02002857,4692.4
2732,E02002858,3470.4
2733,E02002860,2524.0
2734,E02002861,5077.0
2735,E02002862,6346.6
2736,E02002863,62.0
2737,E02002864,231.0
2738,E02002865,1463.0
2739,E02002866,88.7
2740,E02002867,75.7
2741,E02002868,3819.7
2742,E02002869,2574.2
2743,E02002871,4589.9
2744,E02002872,3560.0
2745,E02002873,5869.6
2746,E02002874,4332.3
2747,E02002875,5556.9
2748,E02002876,3502.0
2749,E02002877,5127.6
2750,E02002878,5689.9
2751,E02002879,6844.4
2752,E02002880,7363.4
2753,E02002881,3487.2
2754,E02002882,4363.3
2755,E02002883,5375.8
2756,E02002884,11782.4
2757,E02002885,11595.3
2758,E02002886,4379.3
2759,E02002887,3138.6
2760,E02002888,7051.0
2761,E02002889,8258.1
2762,E02002890,9718.4
2763,E02002891,3423.7
2764,E02002892,3603.6
2765,E02002893,11109.2
2766,E02002895,8334.9
2767,E02002896,3453.6
2768,E02002897,3054.4
2769,E02002898,2108.2
2770,E02002901,2993.6
2771,E02002902,3284.5
2772,E02002903,2129.0
2773,E02002904,4973.9
2774,E02002905,27.4
2775,E02002906,808.2
2776,E02002907,221.9
2777,E02002908,38.3
2778,E02002909,50.0
2779,E02002910,37.4
2780,E02002911,66.2
2781,E02002912,141.7
2782,E02002913,73.7
2783,E02002914,1589.2
2784,E02002915,550.8
2785,E02002916,3059.5
2786,E02002917,2546.3
2787,E02002918,2945.0
2788,E02002919,3050.3
2789,E02002920,178.0
2790,E02002921,4782.5
2791,E02002922,43.3
2792,E02002923,204.9
2793,E02002924,21.9
2794,E02002925,48.1
2795,E02002926,1228.2
2796,E02002927,57.0
2797,E02002928,2763.9
2798,E02002929,67.6
2799,E02002930,3605.5
2800,E02002931,261.7
2801,E02002932,2429.2
2802,E02002933,3241.7
2803,E02002934,1876.5
2804,E02002935,2606.6
2805,E02002936,1745.4
2806,E02002937,110.7
2807,E02002938,2959.6
2808,E02002939,3288.0
2809,E02002940,3171.9
2810,E02002941,2183.1
2811,E02002942,1880.3
2812,E02002944,2573.1
2813,E02002945,1493.3
2814,E02002946,2509.0
2815,E02002947,4665.0
2816,E02002948,5313.0
2817,E02002949,1997.8
2818,E02002950,1233.0
2819,E02002951,1915.6
2820,E02002952,1802.7
2821,E02002953,4286.2
2822,E02002954,1481.6
2823,E02002955,3016.2
2824,E02002956,4090.6
2825,E02002957,2618.5
2826,E02002958,4419.0
2827,E02002959,3032.1
2828,E02002960,4022.1
2829,E02002961,2770.8
2830,E02002962,2662.4
2831,E02002963,6124.0
2832,E02002964,2354.8
2833,E02002965,2112.0
2834,E02002966,2670.6
2835,E02002967,2789.8
2836,E02002968,3383.5
2837,E02002969,4791.7
2838,E02002970,2527.6
2839,E02002973,2301.8
2840,E02002974,3108.2
2841,E02002975,4076.1
2842,E02002976,2397.8
2843,E02002977,2991.3
2844,E02002978,4903.7
2845,E02002979,6614.1
2846,E02002980,1687.4
2847,E02002981,2350.0
2848,E02002982,2516.6
2849,E02002983,2725.6
2850,E02002984,1792.3
2851,E02002985,1283.0
2852,E02002986,3529.3
2853,E02002987,1188.0
2854,E02002988,3201.8
2855,E02002989,2811.0
2856,E02002990,6736.1
2857,E02002991,2928.0
2858,E02002992,3074.7
2859,E02002993,4652.5
2860,E02002994,127.6
2861,E02002995,3745.6
2862,E02002996,1872.9
2863,E02002997,8888.2
2864,E02002998,6215.8
2865,E02002999,4181.9
2866,E02003000,205.5
2867,E02003001,2686.0
2868,E02003002,2316.3
2869,E02003003,4557.8
2870,E02003004,210.6
2871,E02003005,94.5
2872,E02003006,247.4
2873,E02003007,642.5
2874,E02003008,1004.6
2875,E02003009,2022.4
2876,E02003010,2742.1
2877,E02003011,2841.5
2878,E02003012,3485.2
2879,E02003013,4573.0
2880,E02003014,783.9
2881,E02003015,4452.3
2882,E02003016,7479.1
2883,E02003017,4565.8
2884,E02003018,2272.5
2885,E02003019,1371.0
2886,E02003020,2560.5
2887,E02003021,6944.3
2888,E02003022,4891.2
2889,E02003023,2615.3
2890,E02003024,5781.6
2891,E02003025,2405.1
2892,E02003026,2264.6
2893,E02003027,8655.8
2894,E02003028,6928.7
2895,E02003029,6587.2
2896,E02003030,4573.8
2897,E02003031,8559.6
2898,E02003032,4974.1
2899,E02003033,11182.5
2900,E02003036,10940.1
2901,E02003037,11042.6
2902,E02003038,7409.8
2903,E02003039,7603.7
2904,E02003040,7423.8
2905,E02003041,5519.0
2906,E02003044,4479.7
2907,E02003045,10938.4
2908,E02003046,5569.2
2909,E02003047,5840.5
2910,E02003048,7677.9
2911,E02003049,2533.7
2912,E02003050,6908.4
2913,E02003051,7877.8
2914,E02003052,4135.9
2915,E02003053,5997.5
2916,E02003054,2817.2
2917,E02003055,6442.7
2918,E02003056,4238.6
2919,E02003057,2606.4
2920,E02003058,3719.4
2921,E02003059,4116.6
2922,E02003060,3636.8
2923,E02003061,5325.5
2924,E02003062,4685.8
2925,E02003063,4270.8
2926,E02003064,3537.4
2927,E02003065,3785.9
2928,E02003066,2368.8
2929,E02003067,2366.8
2930,E02003068,353.0
2931,E02003069,839.3
2932,E02003070,220.5
2933,E02003071,4161.4
2934,E02003072,976.9
2935,E02003073,2536.3
2936,E02003074,1900.1
2937,E02003075,222.6
2938,E02003076,276.2
2939,E02003077,120.3
2940,E02003078,191.4
2941,E02003079,4775.8
2942,E02003080,4203.1
2943,E02003081,3467.0
2944,E02003082,2903.0
2945,E02003084,5273.0
2946,E02003085,4019.4
2947,E02003086,3222.7
2948,E02003087,332.3
2949,E02003088,234.3
2950,E02003089,1822.2
2951,E02003090,441.3
2952,E02003091,482.4
2953,E02003092,154.6
2954,E02003093,90.2
2955,E02003094,200.2
2956,E02003095,1674.1
2957,E02003096,4960.3
2958,E02003097,1284.4
2959,E02003098,3612.2
2960,E02003099,3876.7
2961,E02003101,6103.4
2962,E02003102,847.8
2963,E02003103,5266.1
2964,E02003104,4155.3
2965,E02003105,850.5
2966,E02003107,2776.8
2967,E02003108,399.9
2968,E02003109,4177.8
2969,E02003110,3632.6
2970,E02003111,4445.2
2971,E02003112,5553.6
2972,E02003113,61.5
2973,E02003114,5310.8
2974,E02003115,6321.5
2975,E02003116,5615.5
2976,E02003117,5591.9
2977,E02003118,2829.6
2978,E02003119,2623.9
2979,E02003120,2882.0
2980,E02003121,2112.0
2981,E02003122,2022.8
2982,E02003123,3171.0
2983,E02003124,3002.2
2984,E02003125,1857.8
2985,E02003126,1655.9
2986,E02003127,3946.1
2987,E02003128,4422.9
2988,E02003129,2917.1
2989,E02003130,5625.0
2990,E02003131,2680.7
2991,E02003132,4744.1
2992,E02003133,4011.4
2993,E02003134,3594.5
2994,E02003135,2699.4
2995,E02003136,1825.7
2996,E02003137,4031.7
2997,E02003138,5455.8
2998,E02003139,5200.9
2999,E02003140,2124.6
3000,E02003141,9634.4
3001,E02003142,3914.4
3002,E02003143,3833.2
3003,E02003144,9436.6
3004,E02003145,5502.5
3005,E02003146,10376.3
3006,E02003147,4403.4
3007,E02003148,7394.1
3008,E02003149,4585.3
3009,E02003151,1786.0
3010,E02003152,1435.3
3011,E02003153,3097.5
3012,E02003154,3705.8
3013,E02003155,1358.6
3014,E02003156,2558.3
3015,E02003157,4279.3
3016,E02003158,4918.4
3017,E02003159,8152.9
3018,E02003161,5211.6
3019,E02003163,2005.8
3020,E02003164,3301.4
3021,E02003165,5136.4
3022,E02003166,1175.0
3023,E02003167,5642.3
3024,E02003168,2342.0
3025,E02003169,667.9
3026,E02003170,2868.9
3027,E02003171,2533.3
3028,E02003172,2531.2
3029,E02003173,2947.7
3030,E02003174,3763.7
3031,E02003175,2994.6
3032,E02003176,3470.1
3033,E02003177,5908.7
3034,E02003178,4359.2
3035,E02003179,2434.1
3036,E02003180,8446.4
3037,E02003181,4997.7
3038,E02003182,2073.0
3039,E02003183,2533.9
3040,E02003184,6655.2
3041,E02003185,5219.1
3042,E02003186,5767.0
3043,E02003187,5832.5
3044,E02003188,7035.0
3045,E02003189,5617.2
3046,E02003190,10337.8
3047,E02003191,2007.9
3048,E02003192,6684.1
3049,E02003194,442.6
3050,E02003195,1909.2
3051,E02003196,1678.0
3052,E02003197,2137.9
3053,E02003198,3935.2
3054,E02003199,2489.9
3055,E02003200,3907.3
3056,E02003201,4533.3
3057,E02003202,2445.3
3058,E02003203,5753.3
3059,E02003204,3965.4
3060,E02003205,3966.5
3061,E02003206,4033.2
3062,E02003207,2249.7
3063,E02003208,3945.2
3064,E02003209,3252.4
3065,E02003210,3152.7
3066,E02003211,1622.7
3067,E02003212,268.3
3068,E02003214,4769.5
3069,E02003215,4582.5
3070,E02003216,3212.1
3071,E02003217,5819.9
3072,E02003218,4622.9
3073,E02003219,133.6
3074,E02003220,1851.7
3075,E02003221,3631.3
3076,E02003222,3647.3
3077,E02003223,2264.5
3078,E02003224,4468.5
3079,E02003225,2232.2
3080,E02003226,11306.1
3081,E02003227,6055.4
3082,E02003228,4209.1
3083,E02003229,3120.5
3084,E02003230,8789.5
3085,E02003231,6144.5
3086,E02003232,3845.2
3087,E02003233,3234.3
3088,E02003234,2875.3
3089,E02003235,1697.6
3090,E02003236,280.0
3091,E02003237,238.2
3092,E02003238,2883.9
3093,E02003239,200.8
3094,E02003240,100.0
3095,E02003241,75.3
3096,E02003242,2823.9
3097,E02003243,3364.9
3098,E02003244,5060.3
3099,E02003245,3962.5
3100,E02003246,4145.6
3101,E02003247,4337.5
3102,E02003248,6130.3
3103,E02003249,1470.1
3104,E02003250,5538.7
3105,E02003251,1391.3
3106,E02003252,5059.0
3107,E02003253,3783.6
3108,E02003254,229.8
3109,E02003255,1354.1
3110,E02003257,3834.7
3111,E02003258,4126.5
3112,E02003259,3683.2
3113,E02003260,7491.8
3114,E02003261,5068.4
3115,E02003262,6204.7
3116,E02003263,6463.4
3117,E02003264,4370.5
3118,E02003265,2868.1
3119,E02003266,6048.0
3120,E02003267,10581.1
3121,E02003268,7676.2
3122,E02003269,4424.6
3123,E02003270,5403.7
3124,E02003271,1843.2
3125,E02003272,8157.6
3126,E02003273,4755.0
3127,E02003274,12575.2
3128,E02003276,5996.6
3129,E02003277,4484.0
3130,E02003278,4865.7
3131,E02003279,4222.2
3132,E02003280,3597.8
3133,E02003281,3580.7
3134,E02003282,4301.1
3135,E02003283,4853.4
3136,E02003284,3190.3
3137,E02003285,12304.0
3138,E02003286,3118.7
3139,E02003287,2181.6
3140,E02003288,8088.5
3141,E02003289,6656.1
3142,E02003290,6138.9
3143,E02003291,3081.6
3144,E02003292,9627.4
3145,E02003293,7151.9
3146,E02003294,3300.6
3147,E02003295,3527.0
3148,E02003296,332.6
3149,E02003297,3653.1
3150,E02003298,3977.9
3151,E02003299,135.8
3152,E02003300,1437.2
3153,E02003301,818.0
3154,E02003302,3363.3
3155,E02003303,1075.6
3156,E02003304,2756.2
3157,E02003305,3275.4
3158,E02003307,2917.2
3159,E02003308,447.5
3160,E02003309,3868.4
3161,E02003311,4469.0
3162,E02003312,8644.3
3163,E02003313,1298.4
3164,E02003314,129.2
3165,E02003315,224.5
3166,E02003316,433.9
3167,E02003317,1443.9
3168,E02003318,3631.9
3169,E02003319,6351.7
3170,E02003320,2645.4
3171,E02003321,5004.2
3172,E02003322,10346.3
3173,E02003323,4498.9
3174,E02003324,3889.2
3175,E02003325,8824.9
3176,E02003326,8205.0
3177,E02003327,5059.4
3178,E02003328,4322.4
3179,E02003329,9629.0
3180,E02003330,7272.1
3181,E02003331,5431.7
3182,E02003332,3489.0
3183,E02003333,7927.3
3184,E02003334,8659.0
3185,E02003335,8273.9
3186,E02003336,1101.2
3187,E02003337,1480.4
3188,E02003338,3425.6
3189,E02003339,4145.2
3190,E02003340,4117.5
3191,E02003341,435.9
3192,E02003342,5465.5
3193,E02003343,2040.1
3194,E02003344,1359.3
3195,E02003345,1565.8
3196,E02003346,2963.3
3197,E02003347,5139.5
3198,E02003348,1970.2
3199,E02003349,4582.7
3200,E02003350,4829.9
3201,E02003351,4750.9
3202,E02003352,233.5
3203,E02003353,576.6
3204,E02003354,4146.9
3205,E02003355,4041.7
3206,E02003356,414.7
3207,E02003357,4508.7
3208,E02003358,3932.7
3209,E02003359,5760.2
3210,E02003360,2139.5
3211,E02003361,3993.6
3212,E02003362,5800.0
3213,E02003363,1471.0
3214,E02003364,488.1
3215,E02003365,1758.4
3216,E02003366,1680.9
3217,E02003367,53.7
3218,E02003368,62.0
3219,E02003369,150.0
3220,E02003370,556.0
3221,E02003371,2349.7
3222,E02003372,2464.0
3223,E02003373,152.2
3224,E02003374,3476.4
3225,E02003375,223.5
3226,E02003376,213.1
3227,E02003377,118.0
3228,E02003378,701.6
3229,E02003379,4246.3
3230,E02003380,2427.6
3231,E02003381,357.3
3232,E02003382,5670.5
3233,E02003383,1097.8
3234,E02003384,48.8
3235,E02003385,889.0
3236,E02003386,4551.8
3237,E02003387,2692.6
3238,E02003388,166.6
3239,E02003389,2728.5
3240,E02003390,2660.4
3241,E02003391,3975.7
3242,E02003392,5816.6
3243,E02003393,4092.6
3244,E02003394,5196.3
3245,E02003395,3976.6
3246,E02003396,7733.9
3247,E02003397,4755.4
3248,E02003398,9853.9
3249,E02003400,9082.6
3250,E02003401,3265.2
3251,E02003402,7470.4
3252,E02003403,2845.3
3253,E02003404,4661.5
3254,E02003405,2758.1
3255,E02003406,3209.2
3256,E02003407,6348.2
3257,E02003408,4884.3
3258,E02003409,4753.5
3259,E02003410,7792.0
3260,E02003411,6583.1
3261,E02003412,7233.4
3262,E02003414,3732.6
3263,E02003415,6372.0
3264,E02003416,4828.0
3265,E02003417,4391.5
3266,E02003418,6553.0
3267,E02003419,6622.2
3268,E02003420,1139.6
3269,E02003421,1387.0
3270,E02003422,167.8
3271,E02003423,5688.4
3272,E02003424,1768.9
3273,E02003425,5117.7
3274,E02003426,2780.4
3275,E02003427,4885.7
3276,E02003428,1728.2
3277,E02003429,300.4
3278,E02003430,914.4
3279,E02003431,635.2
3280,E02003432,2964.2
3281,E02003433,3261.9
3282,E02003434,5277.9
3283,E02003435,786.1
3284,E02003436,396.7
3285,E02003437,792.2
3286,E02003438,1130.0
3287,E02003439,183.5
3288,E02003440,1501.3
3289,E02003441,1229.9
3290,E02003442,1449.3
3291,E02003443,4000.8
3292,E02003444,2873.7
3293,E02003445,3494.4
3294,E02003446,3312.1
3295,E02003447,1982.9
3296,E02003448,400.3
3297,E02003449,4545.6
3298,E02003450,1809.7
3299,E02003451,3417.5
3300,E02003452,3284.3
3301,E02003453,1153.5
3302,E02003454,1807.3
3303,E02003455,408.0
3304,E02003456,385.9
3305,E02003457,843.3
3306,E02003458,867.2
3307,E02003459,172.5
3308,E02003460,91.1
3309,E02003461,1845.5
3310,E02003462,2429.7
3311,E02003463,2334.0
3312,E02003464,3638.5
3313,E02003465,1733.8
3314,E02003466,3646.7
3315,E02003467,2339.0
3316,E02003468,1550.0
3317,E02003469,2845.9
3318,E02003470,3215.7
3319,E02003471,3604.5
