,GEOGRAPHY_CODE,"1. Managers, directors and senior officials",2. Professional occupations,3. Associate professional and technical occupations,4. Administrative and secretarial occupations,5. Skilled trades occupations,"6. Caring, leisure and other service occupations",7. Sales and customer service occupations,"8. Process, plant and machine operatives",9. Elementary occupations,Total: All usual residents aged 16 years and over in employment the week before the census
27,E02000029,0.13457377758546085,0.25162267416702727,0.138035482475119,0.10558199913457378,0.09649502379922112,0.08805711813067936,0.06122890523582865,0.04694937256598875,0.07745564690610125,1
28,E02000030,0.25216994061215164,0.2802649611694838,0.1397898583828232,0.09090909090909091,0.05870260392873458,0.06395614435815442,0.04042941982640475,0.02923709456372773,0.044540886249428965,1
29,E02000031,0.22817314746881878,0.3335778919051113,0.1467351430667645,0.08730741012472487,0.052090975788701394,0.049400831499144045,0.03521643433602348,0.025678650036683785,0.04181951577402788,1
30,E02000032,0.18618143459915612,0.29087552742616035,0.13475738396624473,0.11286919831223628,0.07172995780590717,0.06513713080168776,0.05300632911392405,0.03850210970464135,0.0469409282700422,1
31,E02000033,0.15034965034965034,0.22773892773892773,0.1494172494172494,0.09953379953379954,0.09906759906759907,0.08531468531468532,0.06433566433566433,0.05034965034965035,0.07389277389277389,1
32,E02000034,0.1635135135135135,0.265990990990991,0.15,0.09256756756756757,0.08400900900900901,0.07117117117117117,0.06013513513513514,0.043243243243243246,0.06936936936936937,1
33,E02000035,0.16064814814814815,0.32546296296296295,0.1550925925925926,0.08148148148148149,0.06898148148148148,0.05787037037037037,0.05578703703703704,0.03518518518518519,0.05949074074074074,1
34,E02000036,0.14353702646106986,0.2509042451932229,0.1262135922330097,0.1016561964591662,0.08966304968589378,0.08338092518560822,0.06053683609366076,0.059394631639063396,0.08471349704930516,1
35,E02000037,0.19690887193898032,0.3034925732637495,0.12545162585307107,0.10497792051384985,0.057406663990365314,0.06222400642312324,0.05479727017262144,0.043155359293456444,0.051585708550782816,1
36,E02000038,0.17302556276230446,0.2594429607020221,0.14612743227775657,0.09519267455169783,0.07668828691339183,0.07916825639069057,0.061999236932468525,0.04463945059137734,0.06371613887829072,1
