,GEOGRAPHY_CODE,10km to less than 20km,20km to less than 30km,2km to less than 5km,30km to less than 40km,40km to less than 60km,5km to less than 10km,60km and over,Less than 2km,Total: All usual residents aged 16 years and over in employment the week before the census,"Works mainly at an offshore installation, in no fixed place, or outside the UK",Works mainly from home
40,E02000042,0.13378766140602583,0.009863701578192252,0.06725251076040172,0.0037661406025824963,0.0016140602582496414,0.09809899569583931,0.006456241032998565,0.07550215208034433,1,0.15333572453371594,0.4503228120516499
41,E02000043,0.11358635863586358,0.012376237623762377,0.0638063806380638,0.0038503850385038503,0.0016501650165016502,0.09020902090209021,0.004125412541254125,0.05198019801980198,1,0.08718371837183718,0.5712321232123212
42,E02000044,0.14789235532269587,0.016432483924743987,0.09359371278875923,0.0038104310550130982,0.006191950464396285,0.14003334127173137,0.010954989283162658,0.08692545844248631,1,0.1993331745653727,0.29483210288163847
43,E02000045,0.0997586484312148,0.01166532582461786,0.09714400643604183,0.0036202735317779565,0.003821399839098954,0.15526950925181013,0.004827031375703942,0.07461786001609011,1,0.17719227674979887,0.37208366854384556
44,E02000046,0.10128238680973567,0.011515310128238681,0.061240512954723894,0.004449097095001309,0.0015702695629416384,0.12326616069091861,0.003925673907354096,0.05888510861031144,1,0.13870714472651138,0.4951583355142633
45,E02000047,0.1625045905251561,0.015056922511935366,0.09309585016525891,0.0058758721997796545,0.004957767168564084,0.1485493940506794,0.0071612192434814545,0.09897172236503857,1,0.2377892030848329,0.22603745868527358
46,E02000048,0.10624224886316659,0.00847457627118644,0.09322033898305085,0.0047540305911533695,0.0033071517155849523,0.10665564282761472,0.00413393964448119,0.050227366680446466,1,0.13207937164117403,0.4909053327821414
47,E02000049,0.16727585465491293,0.015050526768436896,0.08901311545904107,0.0040851429800043,0.003010105353687379,0.14405504192646743,0.010320361212642442,0.08385293485271984,1,0.18684153945388088,0.29649537733820686
48,E02000050,0.09721374822045963,0.010575554199715273,0.07829977628635347,0.0052877770998576365,0.0014236322961155175,0.14317673378076062,0.002847264592231035,0.0774862721171446,1,0.14053284523083182,0.4431563961765304
49,E02000051,0.08984105044920525,0.00783229670582815,0.073715733701912,0.002533978346003225,0.0027643400138217,0.11863625892651462,0.005298318359824925,0.05874222529371113,1,0.11771481225524073,0.5229209859479382
50,E02000052,0.06922776911076443,0.009165366614664586,0.08190327613104524,0.00234009360374415,0.0017550702028081124,0.1376755070202808,0.004875195007800312,0.05031201248049922,1,0.11290951638065523,0.5298361934477379
51,E02000054,0.1332982086406744,0.012118018967334035,0.08772391991570073,0.004478398314014752,0.004478398314014752,0.13540569020021076,0.007376185458377239,0.06243414120126449,1,0.1894099051633298,0.36327713382507903
52,E02000055,0.11762670818197543,0.012973533990659055,0.09029579657498703,0.0020757654385054488,0.0039785504238021106,0.1454765611485902,0.007438159487977858,0.09911779968863518,1,0.1773049645390071,0.34371216052586057
53,E02000056,0.04529453180004694,0.005397793945083313,0.07322224829852148,0.0035203003989673787,0.0018774935461159353,0.13776108894625674,0.004459047172025346,0.033560197136822345,1,0.07838535555034029,0.6165219432058202
54,E02000057,0.09720259960440802,0.00734670810963549,0.10398417632099463,0.004238485447866629,0.0011302627860977678,0.15286804181972308,0.004803616840915513,0.11896015823679006,1,0.14778185928228313,0.36168409155128567
55,E02000058,0.059688944934846576,0.007356031946195881,0.08112652374947457,0.002101723413198823,0.0031525851197982345,0.14123581336696092,0.005674653215636823,0.06956704497688104,1,0.09541824295922656,0.5346784363177806
56,E02000059,0.12679781782112745,0.01653165812530997,0.09852868242684741,0.00529013060009919,0.003141015043808894,0.1507687221028269,0.010084311456439081,0.07935195900148785,1,0.20416597784757812,0.30533972557447514
57,E02000060,0.06073567151411463,0.00641573994867408,0.1092814371257485,0.00320786997433704,0.00106928999144568,0.1484174508126604,0.00641573994867408,0.15483319076133448,1,0.12211291702309666,0.38751069289991447
58,E02000061,0.0488560533841754,0.004766444232602479,0.08150619637750238,0.0014299332697807435,0.002859866539561487,0.16086749285033364,0.003336510962821735,0.046472831267874166,1,0.1024785510009533,0.5474261201143946
59,E02000062,0.07993579454253612,0.010914927768860353,0.10786516853932585,0.002568218298555377,0.0038523274478330658,0.2057784911717496,0.005778491171749599,0.0853932584269663,1,0.20513643659711076,0.292776886035313
60,E02000063,0.05969714618520676,0.00902737332556785,0.09813628421665696,0.00320326150262085,0.0026208503203261502,0.1904484566103669,0.008153756552125802,0.0669772859638905,1,0.1956901572510192,0.36604542807221896
61,E02000064,0.05388471177944862,0.008771929824561403,0.10119047619047619,0.003446115288220551,0.0018796992481203006,0.17951127819548873,0.006892230576441102,0.05043859649122807,1,0.13565162907268172,0.4583333333333333
62,E02000065,0.19899244332493704,0.04645955779457039,0.09179960817240414,0.013154212146655471,0.006717044500419815,0.14021830394626364,0.009795689896445563,0.05961376994122586,1,0.1978729359082004,0.2353764343688777
63,E02000066,0.17283055354121343,0.038917089678511,0.14237370074933528,0.011602610587382161,0.005076142131979695,0.12279429538312787,0.011360889533478366,0.0676818950930626,1,0.2001450326323423,0.22721779066956732
64,E02000067,0.14541792547834845,0.04511581067472306,0.11641490433031218,0.00866062437059416,0.005035246727089627,0.11822759315206445,0.009264853977844914,0.08982880161127896,1,0.1768378650553877,0.2851963746223565
65,E02000068,0.14150943396226415,0.06492785793562708,0.09850166481687014,0.00776914539400666,0.010821309655937847,0.12708102108768035,0.011376248612652608,0.10099889012208657,1,0.17203107658157601,0.26498335183129856
66,E02000069,0.11987290583477758,0.055170421721548235,0.11496244945118429,0.010398613518197574,0.004332755632582322,0.11785095320623917,0.005488157134604275,0.08492201039861352,1,0.17446562680531486,0.3125361062969382
67,E02000070,0.1296822526478946,0.030483079307672436,0.13924050632911392,0.008783260139498837,0.0038749677086024285,0.11754068716094032,0.007233273056057866,0.05812451562903642,1,0.1828984758460346,0.3221389821751485
68,E02000071,0.10898502495840266,0.04270660011092623,0.14198557958957295,0.008042151968940654,0.004437049362174155,0.11869107043815863,0.007210205213533,0.07681641708264005,1,0.1877426511369939,0.3033832501386578
69,E02000072,0.13152937146771707,0.08939886966946395,0.1323856824798767,0.01147456756293886,0.007364274704572701,0.1243363589655763,0.011303305360506936,0.06302449049494777,1,0.1678369583832848,0.2613461209111149
70,E02000073,0.14202844311377247,0.022080838323353294,0.13416916167664672,0.0074850299401197605,0.005239520958083832,0.10142215568862276,0.006736526946107785,0.0531437125748503,1,0.15288173652694612,0.374812874251497
