,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEATING_13_NAME,OBS_VALUE
285,2021,E02007055,2021 super output areas - middle layer,152,No central heating,36
286,2021,E02007055,2021 super output areas - middle layer,152,Mains gas only,2761
287,2021,E02007055,2021 super output areas - middle layer,152,Tank or bottled gas only,15
288,2021,E02007055,2021 super output areas - middle layer,152,Electric only,150
289,2021,E02007055,2021 super output areas - middle layer,152,Oil only,103
290,2021,E02007055,2021 super output areas - middle layer,152,Wood only,2
291,2021,E02007055,2021 super output areas - middle layer,152,Solid fuel only,3
292,2021,E02007055,2021 super output areas - middle layer,152,Renewable energy only,18
293,2021,E02007055,2021 super output areas - middle layer,152,District or communal heat networks only,15
294,2021,E02007055,2021 super output areas - middle layer,152,Other central heating only,10
295,2021,E02007055,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),289
296,2021,E02007055,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),37
297,2021,E02006227,2021 super output areas - middle layer,152,Total: All households,2993
298,2021,E02006227,2021 super output areas - middle layer,152,No central heating,34
299,2021,E02006227,2021 super output areas - middle layer,152,Mains gas only,880
300,2021,E02006227,2021 super output areas - middle layer,152,Tank or bottled gas only,97
301,2021,E02006227,2021 super output areas - middle layer,152,Electric only,271
302,2021,E02006227,2021 super output areas - middle layer,152,Oil only,1185
303,2021,E02006227,2021 super output areas - middle layer,152,Wood only,16
304,2021,E02006227,2021 super output areas - middle layer,152,Solid fuel only,6
305,2021,E02006227,2021 super output areas - middle layer,152,Renewable energy only,84
306,2021,E02006227,2021 super output areas - middle layer,152,District or communal heat networks only,7
307,2021,E02006227,2021 super output areas - middle layer,152,Other central heating only,14
308,2021,E02006227,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),352
309,2021,E02006227,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),47
310,2021,E02006228,2021 super output areas - middle layer,152,Total: All households,2642
311,2021,E02006228,2021 super output areas - middle layer,152,No central heating,30
312,2021,E02006228,2021 super output areas - middle layer,152,Mains gas only,1256
313,2021,E02006228,2021 super output areas - middle layer,152,Tank or bottled gas only,58
314,2021,E02006228,2021 super output areas - middle layer,152,Electric only,195
315,2021,E02006228,2021 super output areas - middle layer,152,Oil only,668
316,2021,E02006228,2021 super output areas - middle layer,152,Wood only,14
317,2021,E02006228,2021 super output areas - middle layer,152,Solid fuel only,11
318,2021,E02006228,2021 super output areas - middle layer,152,Renewable energy only,39
319,2021,E02006228,2021 super output areas - middle layer,152,District or communal heat networks only,2
320,2021,E02006228,2021 super output areas - middle layer,152,Other central heating only,5
321,2021,E02006228,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),334
322,2021,E02006228,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),30
323,2021,E02006229,2021 super output areas - middle layer,152,Total: All households,2807
324,2021,E02006229,2021 super output areas - middle layer,152,No central heating,20
325,2021,E02006229,2021 super output areas - middle layer,152,Mains gas only,2097
326,2021,E02006229,2021 super output areas - middle layer,152,Tank or bottled gas only,10
327,2021,E02006229,2021 super output areas - middle layer,152,Electric only,172
328,2021,E02006229,2021 super output areas - middle layer,152,Oil only,184
329,2021,E02006229,2021 super output areas - middle layer,152,Wood only,2
330,2021,E02006229,2021 super output areas - middle layer,152,Solid fuel only,4
331,2021,E02006229,2021 super output areas - middle layer,152,Renewable energy only,19
332,2021,E02006229,2021 super output areas - middle layer,152,District or communal heat networks only,16
333,2021,E02006229,2021 super output areas - middle layer,152,Other central heating only,7
334,2021,E02006229,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),252
335,2021,E02006229,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),24
336,2021,E02006230,2021 super output areas - middle layer,152,Total: All households,4666
337,2021,E02006230,2021 super output areas - middle layer,152,No central heating,50
338,2021,E02006230,2021 super output areas - middle layer,152,Mains gas only,3063
339,2021,E02006230,2021 super output areas - middle layer,152,Tank or bottled gas only,39
340,2021,E02006230,2021 super output areas - middle layer,152,Electric only,345
341,2021,E02006230,2021 super output areas - middle layer,152,Oil only,595
