,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_WLANGU_3_NAME,OBS_VALUE
225,2021,W02000077,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5923
226,2021,W02000077,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,4855
227,2021,W02000077,2021 super output areas - middle layer,152,Can understand spoken Welsh,1068
228,2021,W02000080,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7630
229,2021,W02000080,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,6361
230,2021,W02000080,2021 super output areas - middle layer,152,Can understand spoken Welsh,1269
231,2021,W02000081,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5723
232,2021,W02000081,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,4758
233,2021,W02000081,2021 super output areas - middle layer,152,Can understand spoken Welsh,965
234,2021,W02000082,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,7415
235,2021,W02000082,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,6263
236,2021,W02000082,2021 super output areas - middle layer,152,Can understand spoken Welsh,1152
237,2021,W02000083,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8376
238,2021,W02000083,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,6649
239,2021,W02000083,2021 super output areas - middle layer,152,Can understand spoken Welsh,1727
240,2021,W02000085,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8719
241,2021,W02000085,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,7336
242,2021,W02000085,2021 super output areas - middle layer,152,Can understand spoken Welsh,1383
243,2021,W02000087,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6583
244,2021,W02000087,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,5827
245,2021,W02000087,2021 super output areas - middle layer,152,Can understand spoken Welsh,756
246,2021,W02000088,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8414
247,2021,W02000088,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,7044
248,2021,W02000088,2021 super output areas - middle layer,152,Can understand spoken Welsh,1370
249,2021,W02000089,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,8263
250,2021,W02000089,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,7080
251,2021,W02000089,2021 super output areas - middle layer,152,Can understand spoken Welsh,1183
252,2021,W02000090,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,5539
253,2021,W02000090,2021 super output areas - middle layer,152,Cannot understand spoken Welsh,4191
254,2021,W02000090,2021 super output areas - middle layer,152,Can understand spoken Welsh,1348
255,2021,W02000091,2021 super output areas - middle layer,152,Total: All usual residents aged 3 years and over,6003
