,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_INDGPUK11_NAME,OBS_VALUE
43,2001,E02001589,2001 super output areas - middle layer,305,C Mining and quarrying,23
44,2001,E02001589,2001 super output areas - middle layer,305,D Manufacturing,574
45,2001,E02001589,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",24
46,2001,E02001589,2001 super output areas - middle layer,305,F Constructiion,221
47,2001,E02001589,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",532
48,2001,E02001589,2001 super output areas - middle layer,305,H Hotels and restaurants,106
49,2001,E02001589,2001 super output areas - middle layer,305,I Transport storage and communications,181
50,2001,E02001589,2001 super output areas - middle layer,305,J Financial Intermediation,129
51,2001,E02001589,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",212
52,2001,E02001589,2001 super output areas - middle layer,305,"L Public administration and defence, social security",128
53,2001,E02001589,2001 super output areas - middle layer,305,M Education,208
54,2001,E02001589,2001 super output areas - middle layer,305,N Health and social work,334
55,2001,E02001589,2001 super output areas - middle layer,305,"O,P,Q Other",83
56,2001,E02001590,2001 super output areas - middle layer,305,All categories: Industry,2234
57,2001,E02001590,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",16
58,2001,E02001590,2001 super output areas - middle layer,305,B Fishing,0
59,2001,E02001590,2001 super output areas - middle layer,305,C Mining and quarrying,4
60,2001,E02001590,2001 super output areas - middle layer,305,D Manufacturing,499
61,2001,E02001590,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",10
62,2001,E02001590,2001 super output areas - middle layer,305,F Constructiion,177
63,2001,E02001590,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",479
64,2001,E02001590,2001 super output areas - middle layer,305,H Hotels and restaurants,148
65,2001,E02001590,2001 super output areas - middle layer,305,I Transport storage and communications,182
66,2001,E02001590,2001 super output areas - middle layer,305,J Financial Intermediation,51
67,2001,E02001590,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",166
68,2001,E02001590,2001 super output areas - middle layer,305,"L Public administration and defence, social security",62
69,2001,E02001590,2001 super output areas - middle layer,305,M Education,105
70,2001,E02001590,2001 super output areas - middle layer,305,N Health and social work,250
71,2001,E02001590,2001 super output areas - middle layer,305,"O,P,Q Other",85
72,2001,E02001591,2001 super output areas - middle layer,305,All categories: Industry,2886
73,2001,E02001591,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",9
74,2001,E02001591,2001 super output areas - middle layer,305,B Fishing,0
75,2001,E02001591,2001 super output areas - middle layer,305,C Mining and quarrying,10
76,2001,E02001591,2001 super output areas - middle layer,305,D Manufacturing,596
77,2001,E02001591,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",20
78,2001,E02001591,2001 super output areas - middle layer,305,F Constructiion,219
79,2001,E02001591,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",510
80,2001,E02001591,2001 super output areas - middle layer,305,H Hotels and restaurants,166
81,2001,E02001591,2001 super output areas - middle layer,305,I Transport storage and communications,253
82,2001,E02001591,2001 super output areas - middle layer,305,J Financial Intermediation,77
83,2001,E02001591,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",230
84,2001,E02001591,2001 super output areas - middle layer,305,"L Public administration and defence, social security",105
85,2001,E02001591,2001 super output areas - middle layer,305,M Education,193
86,2001,E02001591,2001 super output areas - middle layer,305,N Health and social work,372
87,2001,E02001591,2001 super output areas - middle layer,305,"O,P,Q Other",126
88,2001,E02001592,2001 super output areas - middle layer,305,All categories: Industry,4372
89,2001,E02001592,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",17
90,2001,E02001592,2001 super output areas - middle layer,305,B Fishing,0
91,2001,E02001592,2001 super output areas - middle layer,305,C Mining and quarrying,16
92,2001,E02001592,2001 super output areas - middle layer,305,D Manufacturing,972
93,2001,E02001592,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",33
94,2001,E02001592,2001 super output areas - middle layer,305,F Constructiion,378
95,2001,E02001592,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",861
96,2001,E02001592,2001 super output areas - middle layer,305,H Hotels and restaurants,193
97,2001,E02001592,2001 super output areas - middle layer,305,I Transport storage and communications,283
98,2001,E02001592,2001 super output areas - middle layer,305,J Financial Intermediation,167
99,2001,E02001592,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",316
100,2001,E02001592,2001 super output areas - middle layer,305,"L Public administration and defence, social security",202
101,2001,E02001592,2001 super output areas - middle layer,305,M Education,295
102,2001,E02001592,2001 super output areas - middle layer,305,N Health and social work,482
103,2001,E02001592,2001 super output areas - middle layer,305,"O,P,Q Other",157
104,2001,E02001593,2001 super output areas - middle layer,305,All categories: Industry,2288
105,2001,E02001593,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",16
106,2001,E02001593,2001 super output areas - middle layer,305,B Fishing,0
107,2001,E02001593,2001 super output areas - middle layer,305,C Mining and quarrying,3
108,2001,E02001593,2001 super output areas - middle layer,305,D Manufacturing,447
109,2001,E02001593,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",24
110,2001,E02001593,2001 super output areas - middle layer,305,F Constructiion,196
111,2001,E02001593,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",465
112,2001,E02001593,2001 super output areas - middle layer,305,H Hotels and restaurants,182
113,2001,E02001593,2001 super output areas - middle layer,305,I Transport storage and communications,198
114,2001,E02001593,2001 super output areas - middle layer,305,J Financial Intermediation,44
115,2001,E02001593,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",209
116,2001,E02001593,2001 super output areas - middle layer,305,"L Public administration and defence, social security",81
117,2001,E02001593,2001 super output areas - middle layer,305,M Education,112
118,2001,E02001593,2001 super output areas - middle layer,305,N Health and social work,224
119,2001,E02001593,2001 super output areas - middle layer,305,"O,P,Q Other",87
120,2001,E02001594,2001 super output areas - middle layer,305,All categories: Industry,2157
121,2001,E02001594,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",16
122,2001,E02001594,2001 super output areas - middle layer,305,B Fishing,0
123,2001,E02001594,2001 super output areas - middle layer,305,C Mining and quarrying,0
124,2001,E02001594,2001 super output areas - middle layer,305,D Manufacturing,371
125,2001,E02001594,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",20
126,2001,E02001594,2001 super output areas - middle layer,305,F Constructiion,165
127,2001,E02001594,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",369
128,2001,E02001594,2001 super output areas - middle layer,305,H Hotels and restaurants,150
129,2001,E02001594,2001 super output areas - middle layer,305,I Transport storage and communications,186
130,2001,E02001594,2001 super output areas - middle layer,305,J Financial Intermediation,70
131,2001,E02001594,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",213
132,2001,E02001594,2001 super output areas - middle layer,305,"L Public administration and defence, social security",99
133,2001,E02001594,2001 super output areas - middle layer,305,M Education,170
134,2001,E02001594,2001 super output areas - middle layer,305,N Health and social work,235
135,2001,E02001594,2001 super output areas - middle layer,305,"O,P,Q Other",93
136,2001,E02001595,2001 super output areas - middle layer,305,All categories: Industry,4556
137,2001,E02001595,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",18
138,2001,E02001595,2001 super output areas - middle layer,305,B Fishing,0
139,2001,E02001595,2001 super output areas - middle layer,305,C Mining and quarrying,59
140,2001,E02001595,2001 super output areas - middle layer,305,D Manufacturing,879
141,2001,E02001595,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",34
142,2001,E02001595,2001 super output areas - middle layer,305,F Constructiion,368
143,2001,E02001595,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",792
144,2001,E02001595,2001 super output areas - middle layer,305,H Hotels and restaurants,200
145,2001,E02001595,2001 super output areas - middle layer,305,I Transport storage and communications,376
146,2001,E02001595,2001 super output areas - middle layer,305,J Financial Intermediation,202
147,2001,E02001595,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",369
148,2001,E02001595,2001 super output areas - middle layer,305,"L Public administration and defence, social security",247
149,2001,E02001595,2001 super output areas - middle layer,305,M Education,330
150,2001,E02001595,2001 super output areas - middle layer,305,N Health and social work,531
151,2001,E02001595,2001 super output areas - middle layer,305,"O,P,Q Other",151
152,2001,E02001596,2001 super output areas - middle layer,305,All categories: Industry,4023
153,2001,E02001596,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",16
154,2001,E02001596,2001 super output areas - middle layer,305,B Fishing,0
155,2001,E02001596,2001 super output areas - middle layer,305,C Mining and quarrying,17
156,2001,E02001596,2001 super output areas - middle layer,305,D Manufacturing,803
157,2001,E02001596,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",33
158,2001,E02001596,2001 super output areas - middle layer,305,F Constructiion,268
159,2001,E02001596,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",791
160,2001,E02001596,2001 super output areas - middle layer,305,H Hotels and restaurants,187
161,2001,E02001596,2001 super output areas - middle layer,305,I Transport storage and communications,278
162,2001,E02001596,2001 super output areas - middle layer,305,J Financial Intermediation,171
163,2001,E02001596,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",330
164,2001,E02001596,2001 super output areas - middle layer,305,"L Public administration and defence, social security",191
165,2001,E02001596,2001 super output areas - middle layer,305,M Education,296
166,2001,E02001596,2001 super output areas - middle layer,305,N Health and social work,499
167,2001,E02001596,2001 super output areas - middle layer,305,"O,P,Q Other",143
168,2001,E02001597,2001 super output areas - middle layer,305,All categories: Industry,3626
169,2001,E02001597,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",28
170,2001,E02001597,2001 super output areas - middle layer,305,B Fishing,0
171,2001,E02001597,2001 super output areas - middle layer,305,C Mining and quarrying,48
172,2001,E02001597,2001 super output areas - middle layer,305,D Manufacturing,845
173,2001,E02001597,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",26
174,2001,E02001597,2001 super output areas - middle layer,305,F Constructiion,344
175,2001,E02001597,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",662
176,2001,E02001597,2001 super output areas - middle layer,305,H Hotels and restaurants,228
177,2001,E02001597,2001 super output areas - middle layer,305,I Transport storage and communications,304
178,2001,E02001597,2001 super output areas - middle layer,305,J Financial Intermediation,91
179,2001,E02001597,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",288
180,2001,E02001597,2001 super output areas - middle layer,305,"L Public administration and defence, social security",110
181,2001,E02001597,2001 super output areas - middle layer,305,M Education,172
182,2001,E02001597,2001 super output areas - middle layer,305,N Health and social work,386
183,2001,E02001597,2001 super output areas - middle layer,305,"O,P,Q Other",94
184,2001,E02001598,2001 super output areas - middle layer,305,All categories: Industry,4025
185,2001,E02001598,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",33
186,2001,E02001598,2001 super output areas - middle layer,305,B Fishing,0
187,2001,E02001598,2001 super output areas - middle layer,305,C Mining and quarrying,14
188,2001,E02001598,2001 super output areas - middle layer,305,D Manufacturing,782
189,2001,E02001598,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",23
190,2001,E02001598,2001 super output areas - middle layer,305,F Constructiion,328
191,2001,E02001598,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",721
192,2001,E02001598,2001 super output areas - middle layer,305,H Hotels and restaurants,178
193,2001,E02001598,2001 super output areas - middle layer,305,I Transport storage and communications,210
194,2001,E02001598,2001 super output areas - middle layer,305,J Financial Intermediation,154
195,2001,E02001598,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",329
196,2001,E02001598,2001 super output areas - middle layer,305,"L Public administration and defence, social security",216
197,2001,E02001598,2001 super output areas - middle layer,305,M Education,351
198,2001,E02001598,2001 super output areas - middle layer,305,N Health and social work,537
199,2001,E02001598,2001 super output areas - middle layer,305,"O,P,Q Other",149
200,2001,E02001599,2001 super output areas - middle layer,305,All categories: Industry,2816
201,2001,E02001599,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",16
202,2001,E02001599,2001 super output areas - middle layer,305,B Fishing,0
203,2001,E02001599,2001 super output areas - middle layer,305,C Mining and quarrying,12
204,2001,E02001599,2001 super output areas - middle layer,305,D Manufacturing,494
205,2001,E02001599,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",30
206,2001,E02001599,2001 super output areas - middle layer,305,F Constructiion,207
207,2001,E02001599,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",499
208,2001,E02001599,2001 super output areas - middle layer,305,H Hotels and restaurants,118
209,2001,E02001599,2001 super output areas - middle layer,305,I Transport storage and communications,177
210,2001,E02001599,2001 super output areas - middle layer,305,J Financial Intermediation,136
211,2001,E02001599,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",274
212,2001,E02001599,2001 super output areas - middle layer,305,"L Public administration and defence, social security",145
213,2001,E02001599,2001 super output areas - middle layer,305,M Education,249
214,2001,E02001599,2001 super output areas - middle layer,305,N Health and social work,367
215,2001,E02001599,2001 super output areas - middle layer,305,"O,P,Q Other",92
216,2001,E02001600,2001 super output areas - middle layer,305,All categories: Industry,4197
217,2001,E02001600,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",21
218,2001,E02001600,2001 super output areas - middle layer,305,B Fishing,0
219,2001,E02001600,2001 super output areas - middle layer,305,C Mining and quarrying,9
220,2001,E02001600,2001 super output areas - middle layer,305,D Manufacturing,727
221,2001,E02001600,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",26
222,2001,E02001600,2001 super output areas - middle layer,305,F Constructiion,250
223,2001,E02001600,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",636
224,2001,E02001600,2001 super output areas - middle layer,305,H Hotels and restaurants,170
225,2001,E02001600,2001 super output areas - middle layer,305,I Transport storage and communications,227
226,2001,E02001600,2001 super output areas - middle layer,305,J Financial Intermediation,216
227,2001,E02001600,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",355
228,2001,E02001600,2001 super output areas - middle layer,305,"L Public administration and defence, social security",250
229,2001,E02001600,2001 super output areas - middle layer,305,M Education,473
230,2001,E02001600,2001 super output areas - middle layer,305,N Health and social work,690
231,2001,E02001600,2001 super output areas - middle layer,305,"O,P,Q Other",147
232,2001,E02001601,2001 super output areas - middle layer,305,All categories: Industry,2253
233,2001,E02001601,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",13
234,2001,E02001601,2001 super output areas - middle layer,305,B Fishing,0
235,2001,E02001601,2001 super output areas - middle layer,305,C Mining and quarrying,5
236,2001,E02001601,2001 super output areas - middle layer,305,D Manufacturing,421
237,2001,E02001601,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",16
238,2001,E02001601,2001 super output areas - middle layer,305,F Constructiion,183
239,2001,E02001601,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",407
240,2001,E02001601,2001 super output areas - middle layer,305,H Hotels and restaurants,106
241,2001,E02001601,2001 super output areas - middle layer,305,I Transport storage and communications,131
242,2001,E02001601,2001 super output areas - middle layer,305,J Financial Intermediation,109
243,2001,E02001601,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",187
244,2001,E02001601,2001 super output areas - middle layer,305,"L Public administration and defence, social security",108
245,2001,E02001601,2001 super output areas - middle layer,305,M Education,146
246,2001,E02001601,2001 super output areas - middle layer,305,N Health and social work,316
247,2001,E02001601,2001 super output areas - middle layer,305,"O,P,Q Other",105
248,2001,E02001602,2001 super output areas - middle layer,305,All categories: Industry,4230
249,2001,E02001602,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",9
250,2001,E02001602,2001 super output areas - middle layer,305,B Fishing,0
251,2001,E02001602,2001 super output areas - middle layer,305,C Mining and quarrying,12
252,2001,E02001602,2001 super output areas - middle layer,305,D Manufacturing,934
253,2001,E02001602,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",36
254,2001,E02001602,2001 super output areas - middle layer,305,F Constructiion,313
255,2001,E02001602,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",950
256,2001,E02001602,2001 super output areas - middle layer,305,H Hotels and restaurants,181
257,2001,E02001602,2001 super output areas - middle layer,305,I Transport storage and communications,292
258,2001,E02001602,2001 super output areas - middle layer,305,J Financial Intermediation,151
259,2001,E02001602,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",364
260,2001,E02001602,2001 super output areas - middle layer,305,"L Public administration and defence, social security",180
261,2001,E02001602,2001 super output areas - middle layer,305,M Education,234
262,2001,E02001602,2001 super output areas - middle layer,305,N Health and social work,398
263,2001,E02001602,2001 super output areas - middle layer,305,"O,P,Q Other",176
264,2001,E02001603,2001 super output areas - middle layer,305,All categories: Industry,2595
265,2001,E02001603,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",34
266,2001,E02001603,2001 super output areas - middle layer,305,B Fishing,0
267,2001,E02001603,2001 super output areas - middle layer,305,C Mining and quarrying,20
268,2001,E02001603,2001 super output areas - middle layer,305,D Manufacturing,501
269,2001,E02001603,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",23
270,2001,E02001603,2001 super output areas - middle layer,305,F Constructiion,291
271,2001,E02001603,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",483
272,2001,E02001603,2001 super output areas - middle layer,305,H Hotels and restaurants,148
273,2001,E02001603,2001 super output areas - middle layer,305,I Transport storage and communications,168
274,2001,E02001603,2001 super output areas - middle layer,305,J Financial Intermediation,91
275,2001,E02001603,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",226
276,2001,E02001603,2001 super output areas - middle layer,305,"L Public administration and defence, social security",114
277,2001,E02001603,2001 super output areas - middle layer,305,M Education,143
278,2001,E02001603,2001 super output areas - middle layer,305,N Health and social work,262
279,2001,E02001603,2001 super output areas - middle layer,305,"O,P,Q Other",91
280,2001,E02001604,2001 super output areas - middle layer,305,All categories: Industry,3464
281,2001,E02001604,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",21
282,2001,E02001604,2001 super output areas - middle layer,305,B Fishing,0
283,2001,E02001604,2001 super output areas - middle layer,305,C Mining and quarrying,21
284,2001,E02001604,2001 super output areas - middle layer,305,D Manufacturing,682
285,2001,E02001604,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",40
286,2001,E02001604,2001 super output areas - middle layer,305,F Constructiion,293
287,2001,E02001604,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",740
288,2001,E02001604,2001 super output areas - middle layer,305,H Hotels and restaurants,132
289,2001,E02001604,2001 super output areas - middle layer,305,I Transport storage and communications,273
290,2001,E02001604,2001 super output areas - middle layer,305,J Financial Intermediation,143
291,2001,E02001604,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",291
292,2001,E02001604,2001 super output areas - middle layer,305,"L Public administration and defence, social security",126
293,2001,E02001604,2001 super output areas - middle layer,305,M Education,172
294,2001,E02001604,2001 super output areas - middle layer,305,N Health and social work,406
295,2001,E02001604,2001 super output areas - middle layer,305,"O,P,Q Other",124
296,2001,E02001605,2001 super output areas - middle layer,305,All categories: Industry,2809
297,2001,E02001605,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",64
298,2001,E02001605,2001 super output areas - middle layer,305,B Fishing,0
299,2001,E02001605,2001 super output areas - middle layer,305,C Mining and quarrying,23
300,2001,E02001605,2001 super output areas - middle layer,305,D Manufacturing,565
301,2001,E02001605,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",12
302,2001,E02001605,2001 super output areas - middle layer,305,F Constructiion,212
303,2001,E02001605,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",503
304,2001,E02001605,2001 super output areas - middle layer,305,H Hotels and restaurants,86
305,2001,E02001605,2001 super output areas - middle layer,305,I Transport storage and communications,185
306,2001,E02001605,2001 super output areas - middle layer,305,J Financial Intermediation,115
307,2001,E02001605,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",295
308,2001,E02001605,2001 super output areas - middle layer,305,"L Public administration and defence, social security",165
309,2001,E02001605,2001 super output areas - middle layer,305,M Education,231
310,2001,E02001605,2001 super output areas - middle layer,305,N Health and social work,263
311,2001,E02001605,2001 super output areas - middle layer,305,"O,P,Q Other",90
312,2001,E02001606,2001 super output areas - middle layer,305,All categories: Industry,3687
313,2001,E02001606,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",38
314,2001,E02001606,2001 super output areas - middle layer,305,B Fishing,0
315,2001,E02001606,2001 super output areas - middle layer,305,C Mining and quarrying,19
316,2001,E02001606,2001 super output areas - middle layer,305,D Manufacturing,800
317,2001,E02001606,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",25
318,2001,E02001606,2001 super output areas - middle layer,305,F Constructiion,296
319,2001,E02001606,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",714
320,2001,E02001606,2001 super output areas - middle layer,305,H Hotels and restaurants,169
321,2001,E02001606,2001 super output areas - middle layer,305,I Transport storage and communications,221
322,2001,E02001606,2001 super output areas - middle layer,305,J Financial Intermediation,134
323,2001,E02001606,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",327
324,2001,E02001606,2001 super output areas - middle layer,305,"L Public administration and defence, social security",161
325,2001,E02001606,2001 super output areas - middle layer,305,M Education,299
326,2001,E02001606,2001 super output areas - middle layer,305,N Health and social work,359
327,2001,E02001606,2001 super output areas - middle layer,305,"O,P,Q Other",125
328,2001,E02001607,2001 super output areas - middle layer,305,All categories: Industry,4058
329,2001,E02001607,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",32
330,2001,E02001607,2001 super output areas - middle layer,305,B Fishing,0
331,2001,E02001607,2001 super output areas - middle layer,305,C Mining and quarrying,13
332,2001,E02001607,2001 super output areas - middle layer,305,D Manufacturing,789
333,2001,E02001607,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",33
334,2001,E02001607,2001 super output areas - middle layer,305,F Constructiion,328
335,2001,E02001607,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",809
336,2001,E02001607,2001 super output areas - middle layer,305,H Hotels and restaurants,171
337,2001,E02001607,2001 super output areas - middle layer,305,I Transport storage and communications,265
338,2001,E02001607,2001 super output areas - middle layer,305,J Financial Intermediation,167
339,2001,E02001607,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",344
340,2001,E02001607,2001 super output areas - middle layer,305,"L Public administration and defence, social security",200
341,2001,E02001607,2001 super output areas - middle layer,305,M Education,308
342,2001,E02001607,2001 super output areas - middle layer,305,N Health and social work,451
343,2001,E02001607,2001 super output areas - middle layer,305,"O,P,Q Other",148
344,2001,E02001608,2001 super output areas - middle layer,305,All categories: Industry,2939
345,2001,E02001608,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",20
346,2001,E02001608,2001 super output areas - middle layer,305,B Fishing,3
347,2001,E02001608,2001 super output areas - middle layer,305,C Mining and quarrying,25
348,2001,E02001608,2001 super output areas - middle layer,305,D Manufacturing,613
349,2001,E02001608,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",25
350,2001,E02001608,2001 super output areas - middle layer,305,F Constructiion,251
351,2001,E02001608,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",571
352,2001,E02001608,2001 super output areas - middle layer,305,H Hotels and restaurants,112
353,2001,E02001608,2001 super output areas - middle layer,305,I Transport storage and communications,194
354,2001,E02001608,2001 super output areas - middle layer,305,J Financial Intermediation,131
355,2001,E02001608,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",260
356,2001,E02001608,2001 super output areas - middle layer,305,"L Public administration and defence, social security",126
357,2001,E02001608,2001 super output areas - middle layer,305,M Education,191
358,2001,E02001608,2001 super output areas - middle layer,305,N Health and social work,321
359,2001,E02001608,2001 super output areas - middle layer,305,"O,P,Q Other",96
360,2001,E02001609,2001 super output areas - middle layer,305,All categories: Industry,4106
361,2001,E02001609,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",51
362,2001,E02001609,2001 super output areas - middle layer,305,B Fishing,0
363,2001,E02001609,2001 super output areas - middle layer,305,C Mining and quarrying,20
364,2001,E02001609,2001 super output areas - middle layer,305,D Manufacturing,782
365,2001,E02001609,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",27
366,2001,E02001609,2001 super output areas - middle layer,305,F Constructiion,310
