,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_INDGPUK11_NAME,OBS_VALUE
174,2001,E02000337,2001 super output areas - middle layer,305,F Constructiion,362
175,2001,E02000337,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",518
176,2001,E02000337,2001 super output areas - middle layer,305,H Hotels and restaurants,112
177,2001,E02000337,2001 super output areas - middle layer,305,I Transport storage and communications,285
178,2001,E02000337,2001 super output areas - middle layer,305,J Financial Intermediation,184
179,2001,E02000337,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",426
180,2001,E02000337,2001 super output areas - middle layer,305,"L Public administration and defence, social security",193
181,2001,E02000337,2001 super output areas - middle layer,305,M Education,236
182,2001,E02000337,2001 super output areas - middle layer,305,N Health and social work,308
183,2001,E02000337,2001 super output areas - middle layer,305,"O,P,Q Other",223
184,2001,E02000338,2001 super output areas - middle layer,305,All categories: Industry,2480
185,2001,E02000338,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",7
186,2001,E02000338,2001 super output areas - middle layer,305,B Fishing,0
187,2001,E02000338,2001 super output areas - middle layer,305,C Mining and quarrying,6
188,2001,E02000338,2001 super output areas - middle layer,305,D Manufacturing,181
189,2001,E02000338,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",7
190,2001,E02000338,2001 super output areas - middle layer,305,F Constructiion,107
191,2001,E02000338,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",242
192,2001,E02000338,2001 super output areas - middle layer,305,H Hotels and restaurants,85
193,2001,E02000338,2001 super output areas - middle layer,305,I Transport storage and communications,147
194,2001,E02000338,2001 super output areas - middle layer,305,J Financial Intermediation,262
195,2001,E02000338,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",516
196,2001,E02000338,2001 super output areas - middle layer,305,"L Public administration and defence, social security",150
197,2001,E02000338,2001 super output areas - middle layer,305,M Education,262
198,2001,E02000338,2001 super output areas - middle layer,305,N Health and social work,308
199,2001,E02000338,2001 super output areas - middle layer,305,"O,P,Q Other",200
200,2001,E02000339,2001 super output areas - middle layer,305,All categories: Industry,2744
201,2001,E02000339,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",10
202,2001,E02000339,2001 super output areas - middle layer,305,B Fishing,0
203,2001,E02000339,2001 super output areas - middle layer,305,C Mining and quarrying,4
204,2001,E02000339,2001 super output areas - middle layer,305,D Manufacturing,164
205,2001,E02000339,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",12
206,2001,E02000339,2001 super output areas - middle layer,305,F Constructiion,182
207,2001,E02000339,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",327
208,2001,E02000339,2001 super output areas - middle layer,305,H Hotels and restaurants,65
209,2001,E02000339,2001 super output areas - middle layer,305,I Transport storage and communications,189
210,2001,E02000339,2001 super output areas - middle layer,305,J Financial Intermediation,230
211,2001,E02000339,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",527
212,2001,E02000339,2001 super output areas - middle layer,305,"L Public administration and defence, social security",193
213,2001,E02000339,2001 super output areas - middle layer,305,M Education,362
214,2001,E02000339,2001 super output areas - middle layer,305,N Health and social work,287
215,2001,E02000339,2001 super output areas - middle layer,305,"O,P,Q Other",192
216,2001,E02000340,2001 super output areas - middle layer,305,All categories: Industry,2749
217,2001,E02000340,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",5
218,2001,E02000340,2001 super output areas - middle layer,305,B Fishing,0
219,2001,E02000340,2001 super output areas - middle layer,305,C Mining and quarrying,4
220,2001,E02000340,2001 super output areas - middle layer,305,D Manufacturing,199
221,2001,E02000340,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",10
222,2001,E02000340,2001 super output areas - middle layer,305,F Constructiion,219
223,2001,E02000340,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",345
224,2001,E02000340,2001 super output areas - middle layer,305,H Hotels and restaurants,98
225,2001,E02000340,2001 super output areas - middle layer,305,I Transport storage and communications,212
226,2001,E02000340,2001 super output areas - middle layer,305,J Financial Intermediation,296
227,2001,E02000340,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",473
228,2001,E02000340,2001 super output areas - middle layer,305,"L Public administration and defence, social security",149
229,2001,E02000340,2001 super output areas - middle layer,305,M Education,260
230,2001,E02000340,2001 super output areas - middle layer,305,N Health and social work,254
231,2001,E02000340,2001 super output areas - middle layer,305,"O,P,Q Other",225
232,2001,E02000341,2001 super output areas - middle layer,305,All categories: Industry,2736
233,2001,E02000341,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",11
234,2001,E02000341,2001 super output areas - middle layer,305,B Fishing,0
235,2001,E02000341,2001 super output areas - middle layer,305,C Mining and quarrying,0
236,2001,E02000341,2001 super output areas - middle layer,305,D Manufacturing,190
237,2001,E02000341,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",11
238,2001,E02000341,2001 super output areas - middle layer,305,F Constructiion,268
239,2001,E02000341,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",525
240,2001,E02000341,2001 super output areas - middle layer,305,H Hotels and restaurants,141
241,2001,E02000341,2001 super output areas - middle layer,305,I Transport storage and communications,262
242,2001,E02000341,2001 super output areas - middle layer,305,J Financial Intermediation,131
243,2001,E02000341,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",387
244,2001,E02000341,2001 super output areas - middle layer,305,"L Public administration and defence, social security",144
245,2001,E02000341,2001 super output areas - middle layer,305,M Education,179
246,2001,E02000341,2001 super output areas - middle layer,305,N Health and social work,287
247,2001,E02000341,2001 super output areas - middle layer,305,"O,P,Q Other",200
248,2001,E02000342,2001 super output areas - middle layer,305,All categories: Industry,2265
249,2001,E02000342,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",15
250,2001,E02000342,2001 super output areas - middle layer,305,B Fishing,0
251,2001,E02000342,2001 super output areas - middle layer,305,C Mining and quarrying,3
252,2001,E02000342,2001 super output areas - middle layer,305,D Manufacturing,130
253,2001,E02000342,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",12
254,2001,E02000342,2001 super output areas - middle layer,305,F Constructiion,175
255,2001,E02000342,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",398
256,2001,E02000342,2001 super output areas - middle layer,305,H Hotels and restaurants,146
257,2001,E02000342,2001 super output areas - middle layer,305,I Transport storage and communications,174
258,2001,E02000342,2001 super output areas - middle layer,305,J Financial Intermediation,190
259,2001,E02000342,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",333
260,2001,E02000342,2001 super output areas - middle layer,305,"L Public administration and defence, social security",132
261,2001,E02000342,2001 super output areas - middle layer,305,M Education,171
262,2001,E02000342,2001 super output areas - middle layer,305,N Health and social work,211
263,2001,E02000342,2001 super output areas - middle layer,305,"O,P,Q Other",175
264,2001,E02000343,2001 super output areas - middle layer,305,All categories: Industry,2537
265,2001,E02000343,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",5
266,2001,E02000343,2001 super output areas - middle layer,305,B Fishing,0
267,2001,E02000343,2001 super output areas - middle layer,305,C Mining and quarrying,0
268,2001,E02000343,2001 super output areas - middle layer,305,D Manufacturing,200
269,2001,E02000343,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",13
270,2001,E02000343,2001 super output areas - middle layer,305,F Constructiion,240
271,2001,E02000343,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",417
272,2001,E02000343,2001 super output areas - middle layer,305,H Hotels and restaurants,92
273,2001,E02000343,2001 super output areas - middle layer,305,I Transport storage and communications,191
274,2001,E02000343,2001 super output areas - middle layer,305,J Financial Intermediation,204
275,2001,E02000343,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",415
276,2001,E02000343,2001 super output areas - middle layer,305,"L Public administration and defence, social security",159
277,2001,E02000343,2001 super output areas - middle layer,305,M Education,191
278,2001,E02000343,2001 super output areas - middle layer,305,N Health and social work,234
279,2001,E02000343,2001 super output areas - middle layer,305,"O,P,Q Other",176
280,2001,E02000344,2001 super output areas - middle layer,305,All categories: Industry,2937
281,2001,E02000344,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",8
282,2001,E02000344,2001 super output areas - middle layer,305,B Fishing,0
283,2001,E02000344,2001 super output areas - middle layer,305,C Mining and quarrying,3
284,2001,E02000344,2001 super output areas - middle layer,305,D Manufacturing,202
285,2001,E02000344,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",14
286,2001,E02000344,2001 super output areas - middle layer,305,F Constructiion,252
287,2001,E02000344,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",460
288,2001,E02000344,2001 super output areas - middle layer,305,H Hotels and restaurants,92
289,2001,E02000344,2001 super output areas - middle layer,305,I Transport storage and communications,218
290,2001,E02000344,2001 super output areas - middle layer,305,J Financial Intermediation,312
291,2001,E02000344,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",485
292,2001,E02000344,2001 super output areas - middle layer,305,"L Public administration and defence, social security",193
293,2001,E02000344,2001 super output areas - middle layer,305,M Education,214
294,2001,E02000344,2001 super output areas - middle layer,305,N Health and social work,266
295,2001,E02000344,2001 super output areas - middle layer,305,"O,P,Q Other",218
296,2001,E02000433,2001 super output areas - middle layer,305,All categories: Industry,2610
297,2001,E02000433,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",7
298,2001,E02000433,2001 super output areas - middle layer,305,B Fishing,0
299,2001,E02000433,2001 super output areas - middle layer,305,C Mining and quarrying,0
300,2001,E02000433,2001 super output areas - middle layer,305,D Manufacturing,197
301,2001,E02000433,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",4
302,2001,E02000433,2001 super output areas - middle layer,305,F Constructiion,76
303,2001,E02000433,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",512
304,2001,E02000433,2001 super output areas - middle layer,305,H Hotels and restaurants,68
305,2001,E02000433,2001 super output areas - middle layer,305,I Transport storage and communications,166
306,2001,E02000433,2001 super output areas - middle layer,305,J Financial Intermediation,163
307,2001,E02000433,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",668
308,2001,E02000433,2001 super output areas - middle layer,305,"L Public administration and defence, social security",134
309,2001,E02000433,2001 super output areas - middle layer,305,M Education,140
310,2001,E02000433,2001 super output areas - middle layer,305,N Health and social work,336
311,2001,E02000433,2001 super output areas - middle layer,305,"O,P,Q Other",139
312,2001,E02000434,2001 super output areas - middle layer,305,All categories: Industry,3234
313,2001,E02000434,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",9
314,2001,E02000434,2001 super output areas - middle layer,305,B Fishing,0
315,2001,E02000434,2001 super output areas - middle layer,305,C Mining and quarrying,4
316,2001,E02000434,2001 super output areas - middle layer,305,D Manufacturing,219
317,2001,E02000434,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",8
318,2001,E02000434,2001 super output areas - middle layer,305,F Constructiion,143
319,2001,E02000434,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",651
320,2001,E02000434,2001 super output areas - middle layer,305,H Hotels and restaurants,117
321,2001,E02000434,2001 super output areas - middle layer,305,I Transport storage and communications,241
322,2001,E02000434,2001 super output areas - middle layer,305,J Financial Intermediation,198
323,2001,E02000434,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",823
324,2001,E02000434,2001 super output areas - middle layer,305,"L Public administration and defence, social security",109
325,2001,E02000434,2001 super output areas - middle layer,305,M Education,227
326,2001,E02000434,2001 super output areas - middle layer,305,N Health and social work,295
327,2001,E02000434,2001 super output areas - middle layer,305,"O,P,Q Other",190
328,2001,E02000435,2001 super output areas - middle layer,305,All categories: Industry,2830
329,2001,E02000435,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",7
330,2001,E02000435,2001 super output areas - middle layer,305,B Fishing,0
331,2001,E02000435,2001 super output areas - middle layer,305,C Mining and quarrying,0
332,2001,E02000435,2001 super output areas - middle layer,305,D Manufacturing,191
333,2001,E02000435,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",11
334,2001,E02000435,2001 super output areas - middle layer,305,F Constructiion,153
335,2001,E02000435,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",536
336,2001,E02000435,2001 super output areas - middle layer,305,H Hotels and restaurants,96
337,2001,E02000435,2001 super output areas - middle layer,305,I Transport storage and communications,231
338,2001,E02000435,2001 super output areas - middle layer,305,J Financial Intermediation,161
339,2001,E02000435,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",535
340,2001,E02000435,2001 super output areas - middle layer,305,"L Public administration and defence, social security",296
341,2001,E02000435,2001 super output areas - middle layer,305,M Education,178
342,2001,E02000435,2001 super output areas - middle layer,305,N Health and social work,283
343,2001,E02000435,2001 super output areas - middle layer,305,"O,P,Q Other",152
344,2001,E02000436,2001 super output areas - middle layer,305,All categories: Industry,2758
345,2001,E02000436,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",6
346,2001,E02000436,2001 super output areas - middle layer,305,B Fishing,0
347,2001,E02000436,2001 super output areas - middle layer,305,C Mining and quarrying,6
348,2001,E02000436,2001 super output areas - middle layer,305,D Manufacturing,222
349,2001,E02000436,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",9
350,2001,E02000436,2001 super output areas - middle layer,305,F Constructiion,133
351,2001,E02000436,2001 super output areas - middle layer,305,"G Wholesale and retail trade, repair of motor vehicles",545
352,2001,E02000436,2001 super output areas - middle layer,305,H Hotels and restaurants,66
353,2001,E02000436,2001 super output areas - middle layer,305,I Transport storage and communications,187
354,2001,E02000436,2001 super output areas - middle layer,305,J Financial Intermediation,194
355,2001,E02000436,2001 super output areas - middle layer,305,"K Real estate,renting and business activities",614
356,2001,E02000436,2001 super output areas - middle layer,305,"L Public administration and defence, social security",121
357,2001,E02000436,2001 super output areas - middle layer,305,M Education,236
358,2001,E02000436,2001 super output areas - middle layer,305,N Health and social work,251
359,2001,E02000436,2001 super output areas - middle layer,305,"O,P,Q Other",168
360,2001,E02000437,2001 super output areas - middle layer,305,All categories: Industry,3503
361,2001,E02000437,2001 super output areas - middle layer,305,"A Agriculture, hunting, forestry",13
362,2001,E02000437,2001 super output areas - middle layer,305,B Fishing,0
363,2001,E02000437,2001 super output areas - middle layer,305,C Mining and quarrying,4
364,2001,E02000437,2001 super output areas - middle layer,305,D Manufacturing,322
365,2001,E02000437,2001 super output areas - middle layer,305,"E Electricity, gas and water supply",10
366,2001,E02000437,2001 super output areas - middle layer,305,F Constructiion,257
