,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_STUDENT_3_NAME,OBS_VALUE
396,2021,E01010814,2021 super output areas - lower layer,151,Student,249
397,2021,E01010814,2021 super output areas - lower layer,151,Not a student,1267
398,2021,E01010815,2021 super output areas - lower layer,151,Total,2382
399,2021,E01010815,2021 super output areas - lower layer,151,Student,640
400,2021,E01010815,2021 super output areas - lower layer,151,Not a student,1742
401,2021,E01010816,2021 super output areas - lower layer,151,Total,1813
402,2021,E01010816,2021 super output areas - lower layer,151,Student,325
403,2021,E01010816,2021 super output areas - lower layer,151,Not a student,1488
404,2021,E01010817,2021 super output areas - lower layer,151,Total,2397
405,2021,E01010817,2021 super output areas - lower layer,151,Student,638
406,2021,E01010817,2021 super output areas - lower layer,151,Not a student,1759
407,2021,E01010818,2021 super output areas - lower layer,151,Total,1966
408,2021,E01010818,2021 super output areas - lower layer,151,Student,425
409,2021,E01010818,2021 super output areas - lower layer,151,Not a student,1541
410,2021,E01010752,2021 super output areas - lower layer,151,Total,1973
411,2021,E01010752,2021 super output areas - lower layer,151,Student,416
412,2021,E01010752,2021 super output areas - lower layer,151,Not a student,1557
413,2021,E01010753,2021 super output areas - lower layer,151,Total,1259
414,2021,E01010753,2021 super output areas - lower layer,151,Student,168
415,2021,E01010753,2021 super output areas - lower layer,151,Not a student,1091
416,2021,E01010754,2021 super output areas - lower layer,151,Total,1484
417,2021,E01010754,2021 super output areas - lower layer,151,Student,263
418,2021,E01010754,2021 super output areas - lower layer,151,Not a student,1221
419,2021,E01010756,2021 super output areas - lower layer,151,Total,1682
420,2021,E01010756,2021 super output areas - lower layer,151,Student,311
421,2021,E01010756,2021 super output areas - lower layer,151,Not a student,1371
422,2021,E01010758,2021 super output areas - lower layer,151,Total,1216
423,2021,E01010758,2021 super output areas - lower layer,151,Student,221
424,2021,E01010758,2021 super output areas - lower layer,151,Not a student,995
425,2021,E01010759,2021 super output areas - lower layer,151,Total,1444
426,2021,E01010759,2021 super output areas - lower layer,151,Student,239
427,2021,E01010759,2021 super output areas - lower layer,151,Not a student,1205
428,2021,E01010760,2021 super output areas - lower layer,151,Total,1817
429,2021,E01010760,2021 super output areas - lower layer,151,Student,380
430,2021,E01010760,2021 super output areas - lower layer,151,Not a student,1437
431,2021,E01010741,2021 super output areas - lower layer,151,Total,1334
