,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_HEATING_13_NAME,OBS_VALUE
354,2021,E02002513,2021 super output areas - middle layer,152,Tank or bottled gas only,20
355,2021,E02002513,2021 super output areas - middle layer,152,Electric only,135
356,2021,E02002513,2021 super output areas - middle layer,152,Oil only,8
357,2021,E02002513,2021 super output areas - middle layer,152,Wood only,2
358,2021,E02002513,2021 super output areas - middle layer,152,Solid fuel only,2
359,2021,E02002513,2021 super output areas - middle layer,152,Renewable energy only,8
360,2021,E02002513,2021 super output areas - middle layer,152,District or communal heat networks only,6
361,2021,E02002513,2021 super output areas - middle layer,152,Other central heating only,65
362,2021,E02002513,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),460
363,2021,E02002513,2021 super output areas - middle layer,152,Two or more types of central heating (including renewable energy),25
364,2021,E02002514,2021 super output areas - middle layer,152,Total: All households,3790
365,2021,E02002514,2021 super output areas - middle layer,152,No central heating,34
366,2021,E02002514,2021 super output areas - middle layer,152,Mains gas only,3267
367,2021,E02002514,2021 super output areas - middle layer,152,Tank or bottled gas only,18
368,2021,E02002514,2021 super output areas - middle layer,152,Electric only,103
369,2021,E02002514,2021 super output areas - middle layer,152,Oil only,2
370,2021,E02002514,2021 super output areas - middle layer,152,Wood only,1
371,2021,E02002514,2021 super output areas - middle layer,152,Solid fuel only,0
372,2021,E02002514,2021 super output areas - middle layer,152,Renewable energy only,0
373,2021,E02002514,2021 super output areas - middle layer,152,District or communal heat networks only,15
374,2021,E02002514,2021 super output areas - middle layer,152,Other central heating only,42
375,2021,E02002514,2021 super output areas - middle layer,152,Two or more types of central heating (not including renewable energy),298
