,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_2ADDR_4_NAME,OBS_VALUE
320,2021,E02002564,2021 super output areas - middle layer,152,Total: All usual residents,9732
321,2021,E02002564,2021 super output areas - middle layer,152,No second address,9387
322,2021,E02002564,2021 super output areas - middle layer,152,Second address is in the UK,306
323,2021,E02002564,2021 super output areas - middle layer,152,Second address is outside the UK,39
324,2021,E02002567,2021 super output areas - middle layer,152,Total: All usual residents,9403
325,2021,E02002567,2021 super output areas - middle layer,152,No second address,9107
326,2021,E02002567,2021 super output areas - middle layer,152,Second address is in the UK,257
327,2021,E02002567,2021 super output areas - middle layer,152,Second address is outside the UK,39
328,2021,E02002568,2021 super output areas - middle layer,152,Total: All usual residents,6033
329,2021,E02002568,2021 super output areas - middle layer,152,No second address,5736
330,2021,E02002568,2021 super output areas - middle layer,152,Second address is in the UK,215
331,2021,E02002568,2021 super output areas - middle layer,152,Second address is outside the UK,82
332,2021,E02002569,2021 super output areas - middle layer,152,Total: All usual residents,9145
333,2021,E02002569,2021 super output areas - middle layer,152,No second address,8813
334,2021,E02002569,2021 super output areas - middle layer,152,Second address is in the UK,268
335,2021,E02002569,2021 super output areas - middle layer,152,Second address is outside the UK,64
336,2021,E02002570,2021 super output areas - middle layer,152,Total: All usual residents,7506
337,2021,E02002570,2021 super output areas - middle layer,152,No second address,7281
338,2021,E02002570,2021 super output areas - middle layer,152,Second address is in the UK,193
339,2021,E02002570,2021 super output areas - middle layer,152,Second address is outside the UK,32
340,2021,E02002571,2021 super output areas - middle layer,152,Total: All usual residents,6355
341,2021,E02002571,2021 super output areas - middle layer,152,No second address,6151
342,2021,E02002571,2021 super output areas - middle layer,152,Second address is in the UK,187
343,2021,E02002571,2021 super output areas - middle layer,152,Second address is outside the UK,17
344,2021,E02002572,2021 super output areas - middle layer,152,Total: All usual residents,6285
345,2021,E02002572,2021 super output areas - middle layer,152,No second address,6078
346,2021,E02002572,2021 super output areas - middle layer,152,Second address is in the UK,183
347,2021,E02002572,2021 super output areas - middle layer,152,Second address is outside the UK,24
348,2021,E02002573,2021 super output areas - middle layer,152,Total: All usual residents,9369
349,2021,E02002573,2021 super output areas - middle layer,152,No second address,8984
350,2021,E02002573,2021 super output areas - middle layer,152,Second address is in the UK,281
351,2021,E02002573,2021 super output areas - middle layer,152,Second address is outside the UK,104
352,2021,E02007058,2021 super output areas - middle layer,152,Total: All usual residents,11483
353,2021,E02007058,2021 super output areas - middle layer,152,No second address,10997
354,2021,E02007058,2021 super output areas - middle layer,152,Second address is in the UK,394
355,2021,E02007058,2021 super output areas - middle layer,152,Second address is outside the UK,92
356,2021,E02004290,2021 super output areas - middle layer,152,Total: All usual residents,5720
357,2021,E02004290,2021 super output areas - middle layer,152,No second address,5508
358,2021,E02004290,2021 super output areas - middle layer,152,Second address is in the UK,172
359,2021,E02004290,2021 super output areas - middle layer,152,Second address is outside the UK,40
360,2021,E02004291,2021 super output areas - middle layer,152,Total: All usual residents,7120
361,2021,E02004291,2021 super output areas - middle layer,152,No second address,6878
362,2021,E02004291,2021 super output areas - middle layer,152,Second address is in the UK,209
363,2021,E02004291,2021 super output areas - middle layer,152,Second address is outside the UK,33
364,2021,E02004292,2021 super output areas - middle layer,152,Total: All usual residents,7960
365,2021,E02004292,2021 super output areas - middle layer,152,No second address,7644
366,2021,E02004292,2021 super output areas - middle layer,152,Second address is in the UK,271
367,2021,E02004292,2021 super output areas - middle layer,152,Second address is outside the UK,45
368,2021,E02004293,2021 super output areas - middle layer,152,Total: All usual residents,9614
369,2021,E02004293,2021 super output areas - middle layer,152,No second address,9224
370,2021,E02004293,2021 super output areas - middle layer,152,Second address is in the UK,357
371,2021,E02004293,2021 super output areas - middle layer,152,Second address is outside the UK,33
372,2021,E02004294,2021 super output areas - middle layer,152,Total: All usual residents,7899
373,2021,E02004294,2021 super output areas - middle layer,152,No second address,7567
374,2021,E02004294,2021 super output areas - middle layer,152,Second address is in the UK,275
375,2021,E02004294,2021 super output areas - middle layer,152,Second address is outside the UK,57
376,2021,E02004295,2021 super output areas - middle layer,152,Total: All usual residents,7276
377,2021,E02004295,2021 super output areas - middle layer,152,No second address,6999
378,2021,E02004295,2021 super output areas - middle layer,152,Second address is in the UK,234
379,2021,E02004295,2021 super output areas - middle layer,152,Second address is outside the UK,43
380,2021,E02004296,2021 super output areas - middle layer,152,Total: All usual residents,8425
