,GEOGRAPHY_CODE,All other sexual orientations,Bisexual,Gay or Lesbian,Not answered,Straight or Heterosexual,Total: All usual residents aged 16 years and over
3901,E02004068,0.0029022895840051595,0.00999677523379555,0.013866494679135763,0.06610770719122863,0.9071267333118349,6202.0
3902,E02004069,0.0009066183136899365,0.006165004533091568,0.0114233907524932,0.06654578422484134,0.914959202175884,5515.0
3903,E02004072,0.0021273933174821673,0.008259291703166062,0.00913527718683519,0.07295707671130021,0.9075209610812164,7991.0
3904,E02004073,0.0019952114924181963,0.010109071561585529,0.014764565043894652,0.07209364192604416,0.9010375099760575,7518.0
3905,E02004074,0.002633711507293355,0.01012965964343598,0.01600486223662885,0.0753646677471637,0.8958670988654781,4936.0
3906,E02004075,0.0017836873682503648,0.007783363061456138,0.011837197989297875,0.06486135884546781,0.9137343927355278,6167.0
3907,E02004076,0.0008165931732810714,0.009145843540748,0.009309162175404213,0.06287767434264249,0.9178507267679242,6123.0
3908,E02004077,0.0017030939540164632,0.004967357365881351,0.00709622480840193,0.06627873971047403,0.9199545841612262,7046.0
3909,E02004078,0.002489774141917126,0.013515916770407256,0.012804552729859506,0.0837631157744976,0.8874266405833185,5623.0
3910,E02004080,0.0033461395464121947,0.016234973354814723,0.017722146486553476,0.0669227909282439,0.8957739496839757,8069.0
3911,E02004081,0.0010206164523372118,0.007348438456827924,0.013472137170851195,0.0520514390691978,0.9261073688507859,4899.0
3912,E02004082,0.0011562921564848719,0.0061668915012526495,0.006359606860666795,0.06706494507612257,0.9192522644054731,5189.0
3913,E02004083,0.0016298710920136317,0.014372499629574752,0.016891391317232184,0.0601570603052304,0.9069491776559491,6749.0
3914,E02004084,0.0012343139271754782,0.010285949393128985,0.011314544332441884,0.07261880271549064,0.904546389631763,4861.0
3915,E02004085,0.0021854937850020488,0.012703182625324409,0.012839775986887037,0.0691162409506898,0.9031553066520968,7321.0
3916,E02004086,0.0008366800535475234,0.008701472556894244,0.01104417670682731,0.06676706827309237,0.9126506024096386,5976.0
3917,E02004087,0.002383600826314953,0.013507071349118068,0.013983791514381057,0.059907834101382486,0.9102177022088034,6293.0
3918,E02004088,0.002502737368997341,0.007351791021429689,0.0111058970749257,0.056937275144689506,0.9221022993899578,6393.0
3919,E02004089,0.004576659038901602,0.021123041718007392,0.02165111776095758,0.06671360675937335,0.8859355747227601,5681.0
3920,E02004090,0.0023663971603234074,0.012029185564977321,0.014592782488661013,0.053046736343916386,0.9179648984421219,5071.0
3921,E02004091,0.0019171779141104294,0.011886503067484663,0.01278118609406953,0.05930470347648262,0.9141104294478528,7824.0
