,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_UKFORCEVET_6_NAME,OBS_VALUE
144,2021,E02003315,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,4517
145,2021,E02003316,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,9550
146,2021,E02003316,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,284
147,2021,E02003316,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,75
148,2021,E02003316,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,17
149,2021,E02003316,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,9174
150,2021,E02003317,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5634
151,2021,E02003317,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,175
152,2021,E02003317,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,37
153,2021,E02003317,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,8
154,2021,E02003317,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5414
155,2021,E02003318,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,4936
156,2021,E02003318,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,151
157,2021,E02003318,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,28
158,2021,E02003318,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,8
159,2021,E02003318,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,4749
160,2021,E02003319,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,6432
161,2021,E02003319,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,171
162,2021,E02003319,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,39
163,2021,E02003319,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,12
164,2021,E02003319,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,6210
165,2021,E02003320,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,7509
166,2021,E02003320,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,220
167,2021,E02003320,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,63
168,2021,E02003320,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,21
169,2021,E02003320,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,7205
170,2021,E02003321,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5037
171,2021,E02003321,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,130
172,2021,E02003321,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,29
173,2021,E02003321,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,7
174,2021,E02003321,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,4871
175,2021,E02003322,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,6540
176,2021,E02003322,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,147
177,2021,E02003322,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,43
178,2021,E02003322,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,8
179,2021,E02003322,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,6342
180,2021,E02003323,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5639
181,2021,E02003323,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,154
182,2021,E02003323,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,46
183,2021,E02003323,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,8
184,2021,E02003323,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5431
185,2021,E02003324,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,7669
186,2021,E02003324,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,183
187,2021,E02003324,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,49
188,2021,E02003324,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,11
189,2021,E02003324,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,7426
190,2021,E02003325,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5664
191,2021,E02003325,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,125
192,2021,E02003325,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,47
193,2021,E02003325,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,12
194,2021,E02003325,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5480
195,2021,E02003326,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,6101
196,2021,E02003326,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,172
197,2021,E02003326,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,43
198,2021,E02003326,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,6
199,2021,E02003326,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5880
200,2021,E02003327,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,6212
201,2021,E02003327,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,164
202,2021,E02003327,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,43
203,2021,E02003327,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,13
204,2021,E02003327,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5992
205,2021,E02003328,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,7877
206,2021,E02003328,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,174
207,2021,E02003328,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,42
208,2021,E02003328,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,9
209,2021,E02003328,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,7652
210,2021,E02003329,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5314
211,2021,E02003329,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,109
212,2021,E02003329,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,25
213,2021,E02003329,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,6
214,2021,E02003329,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5174
215,2021,E02003330,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5335
216,2021,E02003330,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,118
217,2021,E02003330,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,29
218,2021,E02003330,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,11
219,2021,E02003330,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5177
220,2021,E02003331,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,7173
221,2021,E02003331,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,258
222,2021,E02003331,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,51
223,2021,E02003331,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,20
224,2021,E02003331,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,6844
225,2021,E02003332,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5082
226,2021,E02003332,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,178
227,2021,E02003332,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,38
228,2021,E02003332,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,5
229,2021,E02003332,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,4861
230,2021,E02003333,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5131
231,2021,E02003333,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,124
232,2021,E02003333,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,35
233,2021,E02003333,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,11
234,2021,E02003333,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,4961
235,2021,E02003334,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,4807
236,2021,E02003334,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,104
237,2021,E02003334,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,44
238,2021,E02003334,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,5
239,2021,E02003334,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,4654
240,2021,E02003335,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5265
241,2021,E02003335,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,85
242,2021,E02003335,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,33
243,2021,E02003335,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,8
244,2021,E02003335,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5139
245,2021,E02003336,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5226
246,2021,E02003336,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,201
247,2021,E02003336,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,52
248,2021,E02003336,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,17
249,2021,E02003336,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,4956
250,2021,E02003337,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,6047
251,2021,E02003337,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,197
252,2021,E02003337,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,45
253,2021,E02003337,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,8
254,2021,E02003337,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5797
255,2021,E02003338,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5875
256,2021,E02003338,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,189
257,2021,E02003338,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,38
258,2021,E02003338,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,13
259,2021,E02003338,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5635
260,2021,E02003339,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5241
261,2021,E02003339,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,150
262,2021,E02003339,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,38
263,2021,E02003339,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,8
264,2021,E02003339,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5045
265,2021,E02003340,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,6371
266,2021,E02003340,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,170
267,2021,E02003340,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,56
268,2021,E02003340,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,11
269,2021,E02003340,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,6134
270,2021,E02003341,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5341
271,2021,E02003341,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,151
272,2021,E02003341,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,52
273,2021,E02003341,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,11
274,2021,E02003341,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5127
275,2021,E02003342,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5227
276,2021,E02003342,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,214
277,2021,E02003342,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,53
278,2021,E02003342,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,16
279,2021,E02003342,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,4944
280,2021,E02003343,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5059
281,2021,E02003343,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,174
282,2021,E02003343,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,47
283,2021,E02003343,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,19
284,2021,E02003343,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,4819
285,2021,E02003344,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5411
286,2021,E02003344,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,146
287,2021,E02003344,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,30
288,2021,E02003344,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,10
289,2021,E02003344,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5225
290,2021,E02003345,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,4918
291,2021,E02003345,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,127
292,2021,E02003345,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,40
293,2021,E02003345,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,8
294,2021,E02003345,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,4743
295,2021,E02003346,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5760
296,2021,E02003346,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,219
297,2021,E02003346,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,42
298,2021,E02003346,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,11
299,2021,E02003346,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5488
300,2021,E02003347,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,4824
301,2021,E02003347,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,118
302,2021,E02003347,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,27
303,2021,E02003347,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,8
304,2021,E02003347,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,4671
305,2021,E02003348,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,6754
306,2021,E02003348,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,188
307,2021,E02003348,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,52
308,2021,E02003348,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,18
309,2021,E02003348,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,6496
310,2021,E02003349,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,6021
311,2021,E02003349,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,242
312,2021,E02003349,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,45
313,2021,E02003349,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,22
314,2021,E02003349,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,5712
315,2021,E02003350,2021 super output areas - middle layer,152,Total: All usual residents aged 16 and over,5167
316,2021,E02003350,2021 super output areas - middle layer,152,Previously served in UK regular armed forces,177
317,2021,E02003350,2021 super output areas - middle layer,152,Previously served in UK reserve armed forces,39
318,2021,E02003350,2021 super output areas - middle layer,152,Previously served in both regular and reserve UK armed forces,8
319,2021,E02003350,2021 super output areas - middle layer,152,Has not previously served in any UK armed forces,4943
