,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_PUR2ADDR_10_NAME,OBS_VALUE
340,2021,E02005912,2021 super output areas - middle layer,152,Total: All usual residents,412
341,2021,E02005912,2021 super output areas - middle layer,152,Armed forces base address,3
342,2021,E02005912,2021 super output areas - middle layer,152,Another address when working away from home,29
343,2021,E02005912,2021 super output areas - middle layer,152,Holiday home,64
344,2021,E02005912,2021 super output areas - middle layer,152,Student's term-time address,5
345,2021,E02005912,2021 super output areas - middle layer,152,Student's home address,43
346,2021,E02005912,2021 super output areas - middle layer,152,Another parent or guardian's address,150
347,2021,E02005912,2021 super output areas - middle layer,152,Partner's address,44
348,2021,E02005912,2021 super output areas - middle layer,152,Other,74
349,2021,E02005912,2021 super output areas - middle layer,152,Second address type not specified,0
350,2021,E02005913,2021 super output areas - middle layer,152,Total: All usual residents,385
351,2021,E02005913,2021 super output areas - middle layer,152,Armed forces base address,7
352,2021,E02005913,2021 super output areas - middle layer,152,Another address when working away from home,26
353,2021,E02005913,2021 super output areas - middle layer,152,Holiday home,93
354,2021,E02005913,2021 super output areas - middle layer,152,Student's term-time address,1
355,2021,E02005913,2021 super output areas - middle layer,152,Student's home address,11
356,2021,E02005913,2021 super output areas - middle layer,152,Another parent or guardian's address,142
357,2021,E02005913,2021 super output areas - middle layer,152,Partner's address,30
358,2021,E02005913,2021 super output areas - middle layer,152,Other,75
359,2021,E02005913,2021 super output areas - middle layer,152,Second address type not specified,0
360,2021,E02005914,2021 super output areas - middle layer,152,Total: All usual residents,355
361,2021,E02005914,2021 super output areas - middle layer,152,Armed forces base address,5
362,2021,E02005914,2021 super output areas - middle layer,152,Another address when working away from home,29
363,2021,E02005914,2021 super output areas - middle layer,152,Holiday home,49
364,2021,E02005914,2021 super output areas - middle layer,152,Student's term-time address,0
365,2021,E02005914,2021 super output areas - middle layer,152,Student's home address,32
366,2021,E02005914,2021 super output areas - middle layer,152,Another parent or guardian's address,168
367,2021,E02005914,2021 super output areas - middle layer,152,Partner's address,33
368,2021,E02005914,2021 super output areas - middle layer,152,Other,39
369,2021,E02005914,2021 super output areas - middle layer,152,Second address type not specified,0
370,2021,E02005915,2021 super output areas - middle layer,152,Total: All usual residents,289
371,2021,E02005915,2021 super output areas - middle layer,152,Armed forces base address,3
372,2021,E02005915,2021 super output areas - middle layer,152,Another address when working away from home,18
373,2021,E02005915,2021 super output areas - middle layer,152,Holiday home,100
374,2021,E02005915,2021 super output areas - middle layer,152,Student's term-time address,1
375,2021,E02005915,2021 super output areas - middle layer,152,Student's home address,13
376,2021,E02005915,2021 super output areas - middle layer,152,Another parent or guardian's address,91
377,2021,E02005915,2021 super output areas - middle layer,152,Partner's address,23
378,2021,E02005915,2021 super output areas - middle layer,152,Other,40
379,2021,E02005915,2021 super output areas - middle layer,152,Second address type not specified,0
380,2021,E02005916,2021 super output areas - middle layer,152,Total: All usual residents,274
381,2021,E02005916,2021 super output areas - middle layer,152,Armed forces base address,3
382,2021,E02005916,2021 super output areas - middle layer,152,Another address when working away from home,16
383,2021,E02005916,2021 super output areas - middle layer,152,Holiday home,60
384,2021,E02005916,2021 super output areas - middle layer,152,Student's term-time address,6
385,2021,E02005916,2021 super output areas - middle layer,152,Student's home address,4
386,2021,E02005916,2021 super output areas - middle layer,152,Another parent or guardian's address,116
387,2021,E02005916,2021 super output areas - middle layer,152,Partner's address,34
388,2021,E02005916,2021 super output areas - middle layer,152,Other,35
389,2021,E02005916,2021 super output areas - middle layer,152,Second address type not specified,0
390,2021,E02005917,2021 super output areas - middle layer,152,Total: All usual residents,275
391,2021,E02005917,2021 super output areas - middle layer,152,Armed forces base address,1
392,2021,E02005917,2021 super output areas - middle layer,152,Another address when working away from home,25
