,GEOGRAPHY_CODE,"1. Higher managerial, administrative and professional occupations",1.1 Large employers and higher managerial and administrative occupations,1.2 Higher professional occupations,"2. Lower managerial, administrative and professional occupations",3. Intermediate occupations,4. Small employers and own account workers,5. Lower supervisory and technical occupations,6. Semi-routine occupations,7. Routine occupations,8. Never worked and long-term unemployed,All categories: NS-SeC,L14.1 Never worked,L14.2 Long-term unemployed,L15 Full-time students
15,E02000017,0.09114735002912056,0.00960978450786255,0.081537565521258,0.14676761793826443,0.064065230052417,0.13657542224810718,0.0722189866045428,0.12842166569598137,0.09842748980780432,0.0722189866045428,3434.0,0.046592894583576,0.0256260920209668,0.19015725101921957
16,E02000018,0.048427006009190525,0.005655708731000354,0.04277129727819017,0.12725344644750794,0.07529162248144221,0.1470484270060092,0.12018381053375751,0.1343230823612584,0.16012725344644752,0.08377518557794274,2829.0,0.04772004241781548,0.036055143160127257,0.10357016613644397
17,E02000019,0.057685150725716415,0.010048381094157052,0.04763676963155936,0.13546706363974692,0.07368812802381838,0.1391886862672125,0.10122813546706363,0.13807219947897284,0.1786378861183476,0.07145515444733903,2687.0,0.03758838853740231,0.03386676590993673,0.10457759583178265
18,E02000020,0.06913029627269832,0.009557183816502071,0.05957311245619624,0.14367633004141447,0.07199745141764893,0.14049060210258044,0.08920038228735266,0.1328448550493788,0.13348200063714558,0.08251035361580121,3139.0,0.05320165657852819,0.029308697037273016,0.1366677285759796
19,E02000021,0.05559906029757244,0.009788566953797965,0.04581049334377447,0.13978073610023492,0.06108065779169929,0.1577916992952232,0.11080657791699296,0.14212999216914643,0.1374314800313234,0.07674236491777604,2554.0,0.047768206734534066,0.028974158183241974,0.11863743148003132
20,E02000022,0.05941302791696493,0.011095204008589835,0.048317823908375086,0.10450966356478167,0.06692913385826772,0.12455261274158912,0.08339298496778812,0.12992125984251968,0.15461703650680028,0.12598425196850394,2794.0,0.0733715103793844,0.05261274158911954,0.15068002863278454
21,E02000023,0.04987775061124694,0.009779951100244499,0.040097799511002445,0.11540342298288508,0.07481662591687041,0.1310513447432763,0.10268948655256724,0.15599022004889976,0.14572127139364302,0.09926650366748166,2045.0,0.05574572127139364,0.04352078239608802,0.12518337408312957
22,E02000024,0.22671156004489337,0.03900112233445567,0.18771043771043772,0.27525252525252525,0.06285072951739619,0.15712682379349047,0.05948372615039282,0.05695847362514029,0.0409652076318743,0.03367003367003367,3564.0,0.018799102132435467,0.014870931537598204,0.08698092031425365
23,E02000025,0.19405594405594406,0.028671328671328673,0.16538461538461538,0.24545454545454545,0.07027972027972028,0.1520979020979021,0.07132867132867132,0.07202797202797202,0.06468531468531469,0.0493006993006993,2860.0,0.02937062937062937,0.01993006993006993,0.08076923076923077
24,E02000026,0.2032593933906745,0.0362154821186057,0.1670439112720688,0.24173834314169307,0.08103214124038026,0.1846989588048891,0.045722046174739704,0.05070167496604799,0.057492077863286556,0.04300588501584427,2209.0,0.02806699864191942,0.014938886373924853,0.09234947940244455
25,E02000027,0.12289457267623206,0.019962570180910792,0.10293200249532128,0.18091079226450404,0.07298814722395508,0.15658140985651903,0.07641921397379912,0.11384903306300687,0.09263880224578915,0.07330006238303181,3206.0,0.049282595134123516,0.024017467248908297,0.11041796631316282
26,E02000028,0.21301247771836007,0.04055258467023173,0.17245989304812834,0.2589126559714795,0.07887700534759358,0.15597147950089127,0.059714795008912656,0.05481283422459893,0.05481283422459893,0.0374331550802139,2244.0,0.024509803921568627,0.012923351158645277,0.08645276292335116
27,E02000029,0.1668335001668335,0.030363697030363696,0.1364698031364698,0.24124124124124124,0.08041374708041375,0.16816816816816818,0.06873540206873541,0.0697364030697364,0.0707374040707374,0.05005005005005005,2997.0,0.02702702702702703,0.023023023023023025,0.08408408408408409
28,E02000030,0.23016650342801176,0.05811296114920013,0.17205354227881162,0.24812275546849494,0.04831864185439112,0.188050930460333,0.04603330068560235,0.05125693764283382,0.048645119164218084,0.03525954946131244,3063.0,0.021547502448579822,0.013712047012732615,0.10414626183480248
29,E02000031,0.26452905811623245,0.047294589178356716,0.21723446893787576,0.2521042084168337,0.06452905811623247,0.15791583166332665,0.04288577154308617,0.06012024048096192,0.03847695390781563,0.034468937875751504,2495.0,0.023246492985971944,0.011222444889779559,0.08496993987975952
30,E02000032,0.20138635534476468,0.029186428310835462,0.17219992703392922,0.24297701568770522,0.06275082086829624,0.20430499817584824,0.05363006202116016,0.05472455308281649,0.05107624954396206,0.032834731849689894,2741.0,0.022984312294782927,0.009850419554906968,0.09631521342575702
31,E02000033,0.13763007720711648,0.025847599865726753,0.11178247734138973,0.21181604565290366,0.08593487747566297,0.18898959382343067,0.07217186975495132,0.07284323598522995,0.06814367237327962,0.07015777106411547,2979.0,0.039610607586438404,0.030547163477677074,0.09231285666330984
32,E02000034,0.18129447644866148,0.03354794984750932,0.14774652660115214,0.24330735343951204,0.059979667909183326,0.18976618095560827,0.06065740426973907,0.06709589969501864,0.0518468315825144,0.0410030498136225,2951.0,0.028126058963063368,0.012876990850559133,0.10504913588614029
33,E02000035,0.23406515580736545,0.04036827195467422,0.1936968838526912,0.24929178470254956,0.06728045325779036,0.1508498583569405,0.05276203966005666,0.06373937677053824,0.04851274787535411,0.04072237960339943,2824.0,0.027974504249291786,0.012747875354107648,0.09277620396600567
34,E02000036,0.17574596222283054,0.03284971256501506,0.1428962496578155,0.21051190802080483,0.06569942513003012,0.19819326580892418,0.05830823980290172,0.06816315357240624,0.06159321105940323,0.05529701615110868,3653.0,0.03832466465918423,0.016972351491924446,0.10648781823159047
35,E02000037,0.232477006026007,0.03869330796067238,0.1937836980653346,0.22676815731049793,0.0545512210593086,0.19061211544560736,0.037107516650808754,0.051696796701554075,0.047256581033935936,0.04820805581985411,3153.0,0.02886140183951792,0.01934665398033619,0.11132254995242626
36,E02000038,0.16616238023197177,0.02697932425617751,0.13918305597579425,0.245839636913767,0.06631366616238023,0.18910741301059,0.05143721633888049,0.07085224407463439,0.059757942511346446,0.05194150277357539,3966.0,0.03555219364599092,0.01638930912758447,0.09858799798285427
37,E02000039,0.2614856161442679,0.0498067840274796,0.2116788321167883,0.25719192786603695,0.0476599398883641,0.17088879347359381,0.04164877629884071,0.045513095749248604,0.035637612709317305,0.038213825676255905,2329.0,0.027479604980678404,0.010734220695577501,0.10176041219407471
38,E02000040,0.18304347826086956,0.030869565217391304,0.15217391304347827,0.21347826086956523,0.050434782608695654,0.1956521739130435,0.051304347826086956,0.07130434782608695,0.058695652173913045,0.05521739130434783,2300.0,0.03608695652173913,0.019130434782608695,0.1208695652173913
39,E02000041,0.16764898493778652,0.029142108709888672,0.13850687622789784,0.1905697445972495,0.060903732809430254,0.20497707924034053,0.0573018991486575,0.07989521938441388,0.06843483955468238,0.04780615586116568,3054.0,0.030124426981008513,0.01768172888015717,0.12246234446627374
40,E02000042,0.19914936202151615,0.02501876407305479,0.17413059794846134,0.24218163622717037,0.07005253940455342,0.15486614961220915,0.05253940455341506,0.07080310232674505,0.05754315736802602,0.0537903427570678,3997.0,0.03302476857643232,0.020765574180635477,0.09907430572929697
41,E02000043,0.3050782741504391,0.055364642993508975,0.24971363115693013,0.2752959144711722,0.061092019854906456,0.15578465063001146,0.033982436044291714,0.037418862161130204,0.022145857197403588,0.026345933562428408,2619.0,0.016036655211912942,0.010309278350515464,0.08285605192821688
42,E02000044,0.113390525923163,0.014173815740395375,0.09921671018276762,0.17195076464005968,0.06788511749347259,0.16933979858261844,0.06676613204028348,0.11003356956359567,0.10331965684446102,0.0712420738530399,2681.0,0.050354345393509886,0.020887728459530026,0.12607236105930622
43,E02000045,0.1386111861659011,0.022156174007025128,0.11645501215887598,0.22507430424209673,0.06971088894893272,0.18481491488786814,0.06538773304512294,0.08430154012429074,0.08051877870845717,0.056471223993515264,3701.0,0.03485544447446636,0.021615779519048906,0.09510942988381518
44,E02000046,0.2271199103474038,0.030631303698169594,0.1964886066492342,0.26447515875980576,0.07060141949943967,0.15016809861785582,0.04370564064251027,0.056032872618602916,0.05042958535674262,0.03922301083302204,2677.0,0.022039596563317145,0.017183414269704895,0.0982443033246171
45,E02000047,0.07852314092563703,0.0124804992199688,0.06604264170566823,0.14274570982839313,0.05694227769110764,0.19084763390535622,0.093863754550182,0.11622464898595944,0.10790431617264691,0.07618304732189288,3846.0,0.054862194487779514,0.021320852834113363,0.13676547061882474
46,E02000048,0.2522868102685158,0.042195337857775156,0.21009147241074064,0.25553260548834467,0.049867217468279726,0.1767483033343169,0.03983475951608144,0.05193272351726173,0.03776925346709944,0.03393331366184715,3389.0,0.02154027736795515,0.012393036293892004,0.10209501327825317
47,E02000049,0.06836964688204357,0.007513148009015778,0.0608564988730278,0.1247182569496619,0.0574755822689707,0.16115702479338842,0.08302028549962434,0.1277235161532682,0.1284748309541698,0.09954921111945905,2662.0,0.06949661908339594,0.03005259203606311,0.14951164537941397
48,E02000050,0.17041979427300527,0.02418682235195997,0.1462329719210453,0.237698081734779,0.06366416458159578,0.1634695579649708,0.06283013622463164,0.0831248262440923,0.07228245760355852,0.04726160689463442,3597.0,0.030025020850708923,0.017236586043925493,0.09924937447873228
49,E02000051,0.24991885751379422,0.04543979227523531,0.2044790652385589,0.24667315806556314,0.04251866277182733,0.1655306718597858,0.0311587147030185,0.05387861084063616,0.030834144758195393,0.04543979227523531,3081.0,0.02661473547549497,0.018825056799740343,0.13404738721194417
