,GEOGRAPHY_CODE,All categories: Usual residents by communal establishment management and type,All communal establishments,Establishment not stated,Medical and care establishment: Local Authority: Care home or other home,Medical and care establishment: Local Authority: Children's home (including secure units),Medical and care establishment: NHS: General hospital,Medical and care establishment: NHS: Mental health hospital/unit (including secure units),Medical and care establishment: NHS: Other hospital,Medical and care establishment: Other,Medical and care establishment: Other: Care home with nursing,Medical and care establishment: Other: Care home without nursing,Medical and care establishment: Other: Children's home (including secure units),Medical and care establishment: Registered Social Landlord/Housing Association,Other establishments
439,E02000500,50.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
440,E02000501,50.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
441,E02000502,101.0,0.039603960396039604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8910891089108911,0.10891089108910891,0.0,0.0,0.0
442,E02000503,426.0,0.023474178403755867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
443,E02000504,23.0,0.043478260869565216,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,E02000506,86.0,0.08139534883720931,0.0,0.0,0.0,0.0,0.0,0.0,0.09302325581395349,0.0,0.9069767441860465,0.0,0.0,0.0
445,E02000507,0.0,inf,,,,,,,,,,,,
446,E02000508,2170.0,0.009216589861751152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011059907834101382,0.0,0.0,0.0,0.9889400921658986
447,E02000509,2172.0,0.01151012891344383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008747697974217311,0.0032228360957642726,0.0,0.9880294659300184
448,E02000510,80.0,0.0625,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.575,0.05,0.0,0.0,0.175
449,E02000511,69.0,0.043478260869565216,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.014492753623188406,0.8985507246376812,0.0,0.0,0.0,0.0
450,E02000512,12.0,0.4166666666666667,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.08333333333333333
451,E02000513,13.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
452,E02000514,29.0,0.2413793103448276,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
453,E02000515,51.0,0.1568627450980392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19607843137254902,0.0,0.0,0.803921568627451
454,E02000516,6.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
455,E02000517,56.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8035714285714286,0.19642857142857142,0.0,0.0,0.0
456,E02000518,13.0,0.15384615384615385,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0
457,E02000519,13.0,0.3076923076923077,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.46153846153846156,0.0,0.0,0.15384615384615385
458,E02000520,183.0,0.04371584699453552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2185792349726776,0.1092896174863388,0.0,0.0,0.6721311475409836
459,E02000521,8.0,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,E02000522,72.0,0.08333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.09722222222222222,0.0,0.0,0.013888888888888888
461,E02000523,101.0,0.07920792079207921,0.009900990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09900990099009901,0.0,0.0,0.8960396039603961
462,E02000524,392.0,0.04846938775510204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15051020408163265,0.0,0.012755102040816327,0.8367346938775511
463,E02000525,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
464,E02000526,86.0,0.09302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7790697674418605,0.0,0.0,0.0,0.22093023255813954
465,E02000528,11.0,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
466,E02000529,0.0,inf,,,,,,,,,,,,
467,E02000530,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
468,E02000531,865.0,0.017341040462427744,0.0,0.0,0.006936416184971098,0.0,0.0,0.0,0.003468208092485549,0.0,0.06936416184971098,0.003468208092485549,0.0,0.9167630057803469
469,E02000532,11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
470,E02000533,0.0,inf,,,,,,,,,,,,
471,E02000534,15.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
472,E02000535,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
473,E02000536,80.0,0.0375,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.05
474,E02000537,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
475,E02000538,0.0,inf,,,,,,,,,,,,
476,E02000539,90.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.12222222222222222,0.0,0.0,0.6888888888888889,0.08888888888888889,0.0,0.0,0.1
477,E02000540,35.0,0.22857142857142856,0.11428571428571428,0.0,0.0,0.0,0.0,0.0,0.17142857142857143,0.0,0.4,0.0,0.0,0.37142857142857144
478,E02000541,9.0,0.4444444444444444,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.2222222222222222
479,E02000542,98.0,0.09183673469387756,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.5612244897959183,0.3163265306122449,0.0,0.0,0.11224489795918367
480,E02000543,61.0,0.22950819672131148,0.2459016393442623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8770491803278688
481,E02000545,44.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
482,E02000546,182.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
483,E02000548,18.0,0.1111111111111111,0.0,0.7222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2777777777777778,0.0,0.0,0.0
484,E02000549,152.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881578947368421,0.0,0.0,0.0,0.11842105263157894
485,E02000550,0.0,inf,,,,,,,,,,,,
486,E02000552,168.0,0.005952380952380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
487,E02000554,50.0,0.1,0.04,0.0,0.0,0.0,0.3,0.54,0.0,0.0,0.0,0.0,0.0,0.14
488,E02000555,53.0,0.05660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8867924528301887,0.11320754716981132,0.0,0.0,0.0
489,E02000556,18.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
490,E02000557,58.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.3275862068965517,0.6379310344827587,0.0,0.0,0.0,0.034482758620689655
491,E02000558,177.0,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3050847457627119,0.5141242937853108,0.0,0.1807909604519774,0.0
492,E02000560,188.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
493,E02000561,114.0,0.09649122807017543,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9912280701754386
494,E02000562,120.0,0.10833333333333334,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.5083333333333333,0.0,0.0,0.0,0.4166666666666667
495,E02000563,458.0,0.013100436681222707,0.026200873362445413,0.0,0.0,0.0,0.0,0.0,0.04148471615720524,0.0,0.09388646288209607,0.0,0.13100436681222707,0.7205240174672489
496,E02000564,23.0,0.13043478260869565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.391304347826087,0.0,0.0,0.6086956521739131
497,E02000565,213.0,0.028169014084507043,0.009389671361502348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9953051643192489
498,E02000567,0.0,inf,,,,,,,,,,,,
499,E02000568,964.0,0.005186721991701245,0.001037344398340249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994813278008299
500,E02000569,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
501,E02000570,20.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
502,E02000571,33.0,0.06060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5151515151515151,0.0,0.48484848484848486,0.0
503,E02000572,463.0,0.0021598272138228943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
504,E02000573,167.0,0.023952095808383235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
505,E02000574,793.0,0.0201765447667087,0.01639344262295082,0.0,0.0,0.0,0.005044136191677175,0.0,0.0,0.0,0.08953341740226986,0.0,0.0,0.8972257250945775
506,E02000575,1471.0,0.011556764106050306,0.0,0.0,0.0,0.0,0.0,0.0,0.04146838885112169,0.0,0.0,0.0,0.0,0.9585316111488783
507,E02000576,601.0,0.011647254575707155,0.18469217970049917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9076539101497504
508,E02000577,4.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
509,E02000578,92.0,0.09782608695652174,0.03260869565217391,0.0,0.0,0.0,0.2391304347826087,0.0,0.0,0.0,0.532608695652174,0.0,0.0,0.21195652173913043
510,E02000579,46.0,0.3695652173913043,0.15217391304347827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.6630434782608695
511,E02000580,36.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.3055555555555556,0.0,0.0,0.0,0.0,0.6944444444444444
512,E02000581,6.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
513,E02000582,342.0,0.04093567251461988,0.2134502923976608,0.0,0.0,0.0,0.0,0.0,0.0,0.1608187134502924,0.0,0.0,0.0,0.7324561403508771
514,E02000583,13.0,0.23076923076923078,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464
515,E02000584,226.0,0.12831858407079647,0.004424778761061947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977876106194691
516,E02000585,23.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
517,E02000586,203.0,0.16748768472906403,0.009852216748768473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9950738916256158
518,E02000587,35.0,0.34285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9428571428571428,0.0,0.0,0.0,0.05714285714285714
519,E02000588,1.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
520,E02000589,306.0,0.13071895424836602,0.4019607843137255,0.0,0.0,0.0,0.08823529411764706,0.0,0.0,0.0,0.0,0.0,0.0,0.7107843137254902
521,E02000590,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
522,E02000591,121.0,0.256198347107438,0.08264462809917356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08264462809917356,0.0,0.4049586776859504,0.47107438016528924
523,E02000592,37.0,0.4864864864864865,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7837837837837838,0.0,0.0,0.1891891891891892
524,E02000593,23.0,0.6086956521739131,0.0,0.0,0.0,0.0,0.0,0.0,0.34782608695652173,0.0,0.0,0.0,0.0,0.6521739130434783
525,E02000594,294.0,0.017006802721088437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8367346938775511,0.16326530612244897,0.0,0.0,0.0
526,E02000595,224.0,0.049107142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.06696428571428571,0.0,0.23214285714285715,0.0,0.0,0.7008928571428571
527,E02000596,663.0,0.03619909502262444,0.0,0.0,0.0,0.0,0.03167420814479638,0.0,0.0,0.10256410256410256,0.0,0.0,0.0,0.8657616892911011
528,E02000597,10.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
529,E02000599,582.0,0.024054982817869417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14604810996563575,0.022336769759450172,0.0,0.027491408934707903,0.8041237113402062
530,E02000600,141.0,0.028368794326241134,0.0,0.0,0.0,0.15602836879432624,0.0,0.0,0.0,0.46808510638297873,0.0,0.0,0.0,0.375886524822695
531,E02000601,132.0,0.015151515151515152,0.0,0.25757575757575757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7424242424242424
532,E02000602,177.0,0.03954802259887006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01694915254237288,0.0,0.0,0.9830508474576272
533,E02000603,51.0,0.058823529411764705,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9803921568627451,0.0,0.0,0.0196078431372549
534,E02000604,28.0,0.07142857142857142,0.03571428571428571,0.9642857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03571428571428571
535,E02000605,81.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5679012345679012,0.3950617283950617,0.0,0.0,0.037037037037037035
536,E02000606,280.0,0.05357142857142857,0.17142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.025,0.8714285714285714
537,E02000607,712.0,0.007022471910112359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025280898876404494,0.0,0.0,0.9747191011235955
538,E02000608,889.0,0.0044994375703037125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07424071991001124,0.0,0.0,0.0,0.9257592800899888
539,E02000609,57.0,0.12280701754385964,0.017543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9824561403508771,0.0,0.0,0.017543859649122806
540,E02000610,188.0,0.047872340425531915,0.0,0.0,0.0,0.0,0.09042553191489362,0.0,0.0,0.4095744680851064,0.4734042553191489,0.0,0.0,0.026595744680851064
541,E02000612,92.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2717391304347826,0.6847826086956522,0.0,0.043478260869565216,0.0
542,E02000613,181.0,0.06077348066298342,0.0,0.0,0.0,0.0,0.0,0.0,0.07734806629834254,0.3701657458563536,0.5524861878453039,0.0,0.0,0.0
543,E02000614,45.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.2222222222222222,0.0,0.0,0.0
544,E02000616,18.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
545,E02000617,48.0,0.0625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546,E02000619,67.0,0.2835820895522388,0.0,0.0,0.0,0.0,0.43283582089552236,0.0,0.0,0.11940298507462686,0.3582089552238806,0.0,0.0,0.08955223880597014
547,E02000620,20.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
548,E02000621,158.0,0.056962025316455694,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5253164556962026,0.0,0.0,0.46835443037974683
549,E02000622,63.0,0.19047619047619047,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,0.15873015873015872,0.0,0.09523809523809523,0.031746031746031744,0.0,0.6825396825396826
550,E02000623,11.0,0.45454545454545453,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8636363636363636
551,E02000624,43.0,0.20930232558139536,0.023255813953488372,0.23255813953488372,0.0,0.0,0.0,0.0,0.3023255813953488,0.0,0.0,0.0,0.20930232558139536,0.2441860465116279
552,E02000625,51.0,0.0784313725490196,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411764705882353,0.0,0.0,0.049019607843137254
553,E02000626,45.0,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.06666666666666667,0.0,0.13333333333333333,0.6888888888888889
554,E02000627,75.0,0.14666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.14666666666666667,0.0,0.0,0.7866666666666666
555,E02000628,55.0,0.09090909090909091,0.07272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.7636363636363637,0.16363636363636364,0.0,0.0,0.07272727272727272
556,E02000629,29.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
557,E02000630,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
558,E02000631,34.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
559,E02000632,32.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.0,0.3125
560,E02000633,61.0,0.19672131147540983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04918032786885246,0.0,0.04918032786885246,0.9016393442622951
561,E02000634,106.0,0.04716981132075472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
562,E02000635,19.0,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
563,E02000636,26.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461538461538461,0.0,0.0,0.15384615384615385
564,E02000637,50.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.0,0.42,0.36
565,E02000638,389.0,0.010282776349614395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2185089974293059,0.015424164524421594,0.0,0.0,0.7660668380462725
566,E02000639,29.0,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6896551724137931,0.0,0.0,0.3103448275862069
567,E02000640,13.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
568,E02000641,141.0,0.03546099290780142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7588652482269503,0.0,0.0,0.03546099290780142,0.20567375886524822
569,E02000642,11.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.18181818181818182,0.0,0.0
570,E02000643,22.0,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.5454545454545454,0.0,0.18181818181818182,0.0
571,E02000644,96.0,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.0,0.0,0.0,0.08333333333333333
572,E02000645,28.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39285714285714285,0.0,0.0,0.6071428571428571
573,E02000646,138.0,0.13043478260869565,0.028985507246376812,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.2826086956521739,0.0,0.0,0.4927536231884058
574,E02000647,158.0,0.06962025316455696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44936708860759494,0.3670886075949367,0.0,0.0,0.18354430379746836
575,E02000648,108.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.05555555555555555
576,E02000649,208.0,0.12980769230769232,0.0,0.0,0.0,0.0,0.052884615384615384,0.0,0.14903846153846154,0.18269230769230768,0.4951923076923077,0.0,0.0,0.1201923076923077
577,E02000650,0.0,inf,,,,,,,,,,,,
578,E02000651,135.0,0.16296296296296298,0.007407407407407408,0.1037037037037037,0.0,0.0,0.2,0.0,0.007407407407407408,0.05925925925925926,0.562962962962963,0.0,0.0,0.06296296296296296
579,E02000652,39.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
580,E02000653,19.0,0.15789473684210525,0.21052631578947367,0.7894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367
581,E02000654,4.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75
582,E02000655,321.0,0.018691588785046728,0.012461059190031152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2834890965732087,0.0,0.0,0.7102803738317757
583,E02000657,512.0,0.013671875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037109375,0.962890625
584,E02000658,19.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,0.0,0.631578947368421,0.0,0.0,0.0
585,E02000659,86.0,0.08139534883720931,0.05813953488372093,0.0,0.0,0.0,0.0,0.16279069767441862,0.18604651162790697,0.0,0.4418604651162791,0.0,0.0,0.18023255813953487
586,E02000660,133.0,0.045112781954887216,0.007518796992481203,0.0,0.0,0.0,0.0,0.0,0.16541353383458646,0.0,0.12030075187969924,0.0,0.0,0.7105263157894737
587,E02000661,67.0,0.05970149253731343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8208955223880597,0.0,0.0,0.0,0.1791044776119403
588,E02000662,7.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
589,E02000663,8.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
590,E02000664,131.0,0.06870229007633588,0.0,0.0,0.0,0.0,0.0,0.0,0.10687022900763359,0.48854961832061067,0.183206106870229,0.0,0.0,0.22137404580152673
591,E02000665,9.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
592,E02000666,107.0,0.037383177570093455,0.0,0.0,0.0,0.0,0.0,0.0,0.12149532710280374,0.8130841121495327,0.0,0.0,0.0,0.06542056074766354
593,E02000667,8.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.625,0.0,0.0
594,E02000668,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
595,E02000669,115.0,0.22608695652173913,0.02608695652173913,0.034782608695652174,0.0,0.0,0.24347826086956523,0.0,0.043478260869565216,0.0,0.6086956521739131,0.0,0.0,0.05652173913043478
596,E02000670,17.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.4117647058823529
597,E02000671,28.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.8928571428571429,0.0,0.10714285714285714,0.0,0.0,0.0
598,E02000672,171.0,0.06432748538011696,0.005847953216374269,0.0,0.0,0.0,0.0,0.0,0.18128654970760233,0.0,0.4502923976608187,0.0,0.0,0.3654970760233918
599,E02000673,19.0,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9473684210526315,0.0,0.0,0.05263157894736842
600,E02000674,71.0,0.11267605633802817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
601,E02000675,39.0,0.05128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
602,E02000676,19.0,0.7368421052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.15789473684210525,0.0,0.0
603,E02000677,96.0,0.09375,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.22916666666666666,0.7083333333333334,0.0,0.0,0.0
604,E02000679,38.0,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0
605,E02000680,97.0,0.27835051546391754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7319587628865979,0.2268041237113402,0.0,0.0,0.041237113402061855
606,E02000681,0.0,inf,,,,,,,,,,,,
607,E02000682,15.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
608,E02000683,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
609,E02000685,95.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.09473684210526316,0.49473684210526314,0.4105263157894737,0.0,0.0,0.0
610,E02000686,9.0,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111
611,E02000687,98.0,0.12244897959183673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7959183673469388,0.20408163265306123,0.0,0.0,0.0
612,E02000689,19.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
613,E02000690,129.0,0.06976744186046512,0.007751937984496124,0.0,0.0,0.0,0.0,0.0,0.0,0.4728682170542636,0.2558139534883721,0.0,0.0,0.26744186046511625
614,E02000691,166.0,0.05421686746987952,0.0,0.04819277108433735,0.0,0.0,0.0,0.0,0.0,0.23493975903614459,0.1686746987951807,0.0,0.04216867469879518,0.5060240963855421
615,E02000692,95.0,0.09473684210526316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4842105263157895,0.0,0.0,0.0,0.5157894736842106
616,E02000693,238.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.02100840336134454,0.0,0.0,0.21008403361344538,0.029411764705882353,0.0,0.0,0.7394957983193278
617,E02000694,16.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.9375,0.0,0.0,0.0
618,E02000695,18.0,0.3888888888888889,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.1111111111111111
619,E02000696,0.0,inf,,,,,,,,,,,,
620,E02000697,83.0,0.04819277108433735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30120481927710846,0.0,0.0,0.6987951807228916
621,E02000698,117.0,0.042735042735042736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9145299145299145,0.08547008547008547,0.0,0.0,0.0
622,E02000699,23.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
